,0
10,"
Quero agradecer por tudo


                                    Meu anjo, quero agradecer 
A você por tudo! 
Pelos momentos em que chorei, 
Você veio carinhosamente 
Me beijou e me fez sorrir.
Pelos momentos em que perdi 
A paciência, você veio com 
Palavras amenas e doces 
E me acalmou.

Pelos momentos em que 
Meu coração estava em pedaços, 
Você veio cheio de amor e me curou.
Pelos momentos de alegria 
Que fez questão de dividir comigo.
Pelos momentos que com muita 
Esperança, pensou junto comigo 
No nosso futuro.

Obrigada, meu amor! Obrigada
Por existir na minha vida! 
Obrigada por me fazer feliz e a 
Pessoa mais amada na sua vida!
Eu te amo!                                


"
11,"
Agradeça a Bênção


                                    Agradeça a doce bênção
Que é o seu viver
Agradeça de coração
A existência do seu ser.

Cultive sempre um sorriso
Nem pense em desanimar
Ter fé em Deus é preciso
Para sua luta ganhar!                                


"
12,"
Agradecimento a Deus pela minha formatura


                                    Sempre que cumprimos nossos objetivos merecemos ser aplaudidos, mas nunca podemos nos esquecer de dar louvor a quem nos deu oportunidade de vencermos. Por isso, hoje quero Te agradecer muito, meu Deus, pela formatura e por ter conseguido alcançar a meta que tanto sonhei!

Todas as minhas vitórias serão sempre Tuas também, pois a força que me faz lutar e persistir provém apenas do Teu poder, meu Pai Celestial.                                


"
13,"
Obrigada pela amizade de sempre


                                    Os amigos de verdade se revelam, não nos momentos felizes e fáceis da vida, mas sim nos momentos mais difíceis, nos momentos em que não temos um sorriso no rosto, mas sim lágrimas. Os amigos de verdade, se revelam quando precisamos de um ombro amigo e um colo para nos abrigar.

Nesta fase tão complicada da minha vida vi muitos amigos se afastarem, mas os que ficaram sei reconhecer que são os meus amigos de verdade, e eu agradeço muito por isso. Agradeço por terem ficado ao meu lado, agradeço por terem entendido o meu momento, as minhas fraquezas, a minha instabilidade e a minha indisposição. 

Agora que a nuvem negra que pairava sobre mim passou, reconheço mais do que nunca a importância que cada um de vocês teve. Sem vocês eu não teria conseguido prosseguir, vocês foram a minha força, vocês me deram coragem para seguir em frente. 

Fico feliz e aliviada em saber que neste mundo, onde há tanta gente egoísta, há também muitas pessoas em quem podemos confiar e com quem podemos contar. Obrigada pela amizade incondicional de vocês! O que posso fazer é dizer que eu também estou aqui para o que der e vier. Contem comigo! Amo muito vocês!                                


"
14,"
Um Agradecimento Especial de TCC


                                    Esta fase da minha vida é muito especial e não posso deixar de agradecer a Deus por toda força, ânimo e coragem que me ofereceu para ter alcançado minha meta.

À Universidade quero deixar uma palavra de gratidão por ter me recebido de braços abertos e com todas as condições que me proporcionaram dias de aprendizagem muito ricos.

Aos professores reconheço um esforço gigante com muita paciência e sabedoria. Foram eles que me deram recursos e ferramentas para evoluir um pouco mais todos os dias.

É claro que não posso esquecer da minha família e amigos, porque foram eles que me incentivaram e inspiraram através de gestos e palavras a superar todas as dificuldades.

A todas as pessoas que de uma alguma forma me ajudaram a acreditar em mim eu quero deixar um agradecimento eterno, porque sem elas não teria sido possível                                


"
15,"
Vou agarrar esta oportunidade


                                    Nesta vida onde as chances são tão escassas, temos que aproveitar cada porta que se abre para nós. É esse o meu lema desde que entrei para esta empresa e certamente é assim que vou continuar a encarar meu trabalho.

Quero agradecer de todo o coração, estimado chefe, pela promoção que você me deu. Agora terei a oportunidade de mostrar o meu empenho de uma forma mais significativa e eu não vou querer desiludir você. 


"
16,"
A Sexta-feira Santa é um momento sagrado


                                    Hoje quero orar em agradecimento a Jesus que se sacrificou para que nós pudéssemos viver. Para mim, este é um momento sagrado e devemos sempre honrar este dia.

Nunca podemos esquecer o verdadeiro significado da Sexta-feira Santa e devemos sempre garantir que a vida do nosso Senhor seja um exemplo para todos nós.

Estejamos juntos em oração neste dia especial e vamos agradecer por tudo que temos. Que Deus abençoe todos nós.                                


"
17,"
Seu Prêmio, Mãe


                                    Se existisse uma premiação para melhor mãe adotiva, você ganharia com toda certeza. É um sonho tornado realidade, sabe? Ser sua filha é a maior dádiva que a vida me ofereceu, mãe! 

Você sempre demonstrou amor e carinho, sempre dignificou a educação através de seus sábios ensinamentos. É incrível como meu coração foi facilmente conquistado por você. 

Apesar de todas dificuldades, de todas as contrariedades, você nunca desistiu de mim. Meu prêmio para você é seu nome em meu coração!                                


"
18,"
Agradeço muito sua preciosa amizade


                                    Uma amizade como a sua é uma bênção vinda de Deus. É maravilhoso ter alguém ao nosso lado em todos os momentos, uma amiga capaz de me dar conforto nos piores momentos e companhia para viver as melhores aventuras.

Quero agradecer muito por ser uma pessoa especial que eu quero na minha vida para sempre. Que nenhuma circunstância jamais leve você para longe de mim!                                


"
19,"
Parabéns, soldados corajosos


                                    Neste dia do soldado, quero deixar aqui minha homenagem e meu agradecimento a estes homens de honra. Vocês carregam a coragem, a força e a determinação.

Parabéns pelo dia e sigam o bom trabalho!                                


"
20,"
Obrigada por ser minha amiga 


                                    Obrigada por você ser minha amiga. É bem verdade que nos momentos inesperados, surgem acasos surpreendentes. O sentimento que hoje nutrimos uma pela outra é um desses casos.

Toda verdade que você tem para mim, tudo que você me dá não tem preço. 
Agradeço à vida por me ter oferecido sua amizade. 
A você, querida amiga – estarei sempre grata e pronta para tudo.                                


"
21,"
Estou aqui para agradecer


                                    Estou aqui para agradecer a você:
sua simpatia por se lembrar de mim
sua dedicação e sua fidelidade.

Sua gentileza ao enviar-me coisas
tão bonitas que tocam meu coração.
Agradeço as mensagens e cartões!

Sabe, tudo que é bom dura o tempo
suficiente para se tornar inesquecível,
e isso você é: Inesquecível!                                


"
22,"
Até uma próxima visita, estimado cliente


                                    Agradecemos muito a oportunidade que nos deu de entrarmos na sua vida. Nossa missão é ir sempre de encontro às expectativas dos nossos clientes e é para isso que trabalhamos incansavelmente dia após dia.

Foi um prazer receber sua visita. Esperamos que tenha gostado e que a qualidade do nosso trabalho justifique uma próxima visita.                                


"
23,"
Obrigado Por Estar Aqui


                                    Todos passamos por momentos difíceis, e é nesses momentos que descobrimos a nossa força e quem são nossos verdadeiros amigos, quais são as pessoas que realmente se importam conosco.

Durante meu pior momento até hoje, eu descobri muito sobre mim e quem me rodeia, e tive a certeza daquilo que já sabia, que você é uma pessoa maravilhosa e que realmente é minha amiga. 

Hoje eu quero agradecer, apesar de saber que você não ficou do meu lado, me apoiando dia e noite, todos os dias, para no final receber um agradecimento, para ser reconhecida. Mas eu quero agradecer, e vou agradecer eternamente, pois lhe devo muito e além da minha amizade não tenho outra forma de recompensar você. 

Você é maravilhosa, a melhor amiga que alguém pode desejar. Obrigada, minha amiga, obrigada por ter estado e por estar sempre aqui! Adoro você!                                


"
24,"
Boa Tarde Querido Amigo


                                    Nunca é tarde para concretizarmos nossos sonhos. O tempo vai passando e por vezes ficamos presos em nossos receios e hesitações. Quando nos apercebemos, as oportunidades já pairam apenas no horizonte e correr atrás delas será uma luta em vão. Mas em nossa vida de múltiplas escolhas, nunca se esgotam nossas possibilidades. Basta prestarmos atenção ao mundo que nos rodeia, escutarmos nosso coração e seguirmos a tal intuição.

Meu querido amigo, eu sei que você triunfará em seu caminho. Você é alguém atento ao que acontece à sua volta e por isso é que sempre esteve presente em meus melhores e piores momentos. Quero demonstrar minha gratidão por estar também sempre de seu lado. E nada te vai impedir de conquistar à tão desejada e merecida felicidade. Ela está muito perto de você, basta apenas nunca deixar de acreditar.

Uma excelente tarde, meu amigo e companheiro! 


"
25,"
Obrigado pela amizade, meu amigo

 


                                    Poucos são os que se podem orgulhar e alegrar por, na sua vida, possuírem uma amizade verdadeira e de tantos anos quanto a nossa. Por todos esses anos, e pelo inestimável sentimento que nos une, eu lhe agradeço de coração, meu amigo!

São muitos momentos colecionados, alegrias compartilhadas, tristezas divididas.
Obrigado por tudo, amigo! É uma alegria e um conforto incomparáveis ter você sempre presente em minha vida.                                


"
26,"
Agradecimento a Deus pelo batizado


                                    Meu Deus, hoje nossos corações transbordam alegria e gratidão por todas as bênçãos que nos tens dado. 

Agora que vamos consagrar nosso bebê à Tua proteção através do sacramento do batismo, agradecemos a Tua generosidade. 

Mas também pedimos, meu Deus, que cuides, orientes e protejas nosso bebê por toda sua vida. Entregamos nas Tuas mãos a sua alma, mas também a felicidade de todos nós. 

Nós Te agradecemos, Senhor, pela Tua infinita generosidade e misericórdia!                                


"
27,"
Agradecimento a um Deus de amor e bondade

 


                                    Se hoje estou vivo e em condições de poder desfrutar de mais um dia, devo tudo isso a Deus, um Pai amoroso que sabe cuidar de todos aqueles que se esforçam em fazer a sua vontade.

Agradeço de todo pela misericórdia e a bondade com que me tratas, meu Deus. Não há nada melhor que seguir Teus caminhos e poder sentir que esse é o melhor modo de vida que existe. 


"
28,"
Obrigada por tudo, minha amiga


                                    Os amigos de verdade se revelam nos momentos difíceis da vida, naqueles momentos em que realmente precisamos deles perto de nós, naqueles momentos que não são propriamente felizes, nem de alegria. Nas situações complicadas da vida, aqueles que vemos por perto, que estão ao nosso lado, são realmente os nossos amigos.

Eu tenho muito o que agradecer a você. Agradeço pela sua amizade, pelo seu apoio incondicional, pelo seu esforço em me fazer sentir bem, e em me fazer acreditar que tudo isso vai passar e eu vou voltar a ser feliz. Muito obrigada por ser tão amiga, por ser a minha melhor amiga, por ser a minha irmã de alma e estar comigo neste momento tão complicado. 

Os amigos realmente são os anjos que Deus coloca na nossa vida, e você é o meu anjinho especial.

Te adoro minha amiga!                                


"
29,"
Obrigada por Existir


                                    Quando eu já não tinha 
Mais para onde ir
Você me mostrou o caminho.
Quando os problemas da vida 
Me deixaram triste
Você me fez sorrir.
E agora graças a você
Já tenho para onde ir,
Não sei o que é chorar,
Vivo intensamente cada momento,
E quero sempre viver 
Com você ao meu lado!
Obrigada por existir na minha vida 
E me fazer tão feliz!                                


"
30,"
O prazer de fazer parte desta família


                                    A cada dia que passa, cresce o meu sentimento de gratidão por você. Suas atitudes generosas e palavras simpáticas fazem com que eu me sinta mais familiarizada com todos e isso é muito importante para mim.

Quero corresponder da melhor forma e ser uma companhia igualmente agradável para vocês. É uma grande honra poder fazer parte desta querida família. 


"
31,"
O incentivo que recebi


                                    Foi graças a todo incentivo que recebi durante estes anos que hoje posso celebrar este marco na minha vida: a minha formatura. Um agradecimento a todos!                                


"
32,"
Um Brinde à Vida


                                    A todas as vozes que desaprenderam preces, ou mesmo que jamais aprenderam. A todas as solidões individuais ou compartilhadas, gritadas, colhidas ou caladas, nos corações e nas almas. 

A todas as buscas que levaram a encontros, perdas ou abandonos. A todos os silêncios de gestos e palavras que encobriram impossibilidade, refúgios, medos ou ausências. E, principalmente, àqueles que disseram mais do que palavras.

A todos os braços e abraços que acolheram, aqueceram e ampararam, nos momentos em que a perda já parecia certa e o abandono das forças de luta era aparentemente a única possibilidade de resposta.

Aos sorrisos esboçados ou assumidos que coloriram os rostos e enfeitaram o mundo. A todas as crianças crescidas e pequenas que viveram momentos de descoberta e não morreram para o aprender.

A todo o Amor que nasceu e morreu, mas que teve seu espaço de cor, força e brilho nas faces, corações e corpos. A todas as músicas e versos que os artistas, ou não, exprimiram com suas emoções e nos ajudaram a compreender e comunicar melhor as nossas.

A toda voz ou carícia que não se negou, que ouviu o apelo e respondeu com sua existência, sua expressão sua proximidade. A todas as orações desesperadas, suplicantes ou agradecidas. A todos os “becos sem saída” que deram em novos caminhos e em outras possibilidades.

A todos os desesperados que tiveram a grandeza de pedir ajuda e dar a enorme descoberta de serem conhecidos na partilha e no calor de um olhar, talvez perplexo, mas acolhedor.

A toda a vida que se omitiu ou ousou, que se transformou ou paralisou no tempo do medo. A todo o medo que a coragem permitiu viver, e que a força não deixou que imobilizasse o gesto, e levou aos passos mais adiante e aos caminhos mais além de antes do ontem.

A todos aqueles que, disponíveis para o novo, o invasivo, o ensaio, percorreram com seus olhos linhas como estas somando às nossas, as suas vivências, indagações e descobertas e fazendo com isso que amontoados de palavras se vestissem de significados, dedico esta mensagem como uma liberdade de aproximação, e um enorme desejo de que a busca de cada um não cesse nunca, seja ela qual for, por mais que mudem as respostas ou que às vezes, nos desanime a ausência delas. Um brinde aos encontros, que neste espaço de vida, puderam acontecer!                                


"
33,"
Graça atendida, grata a Deus 


                                    Meus Deus, meu bom Deus, me sinto neste momento uma das pessoas mais felizes do mundo. Tive a minha graça concedida e Te sou grata por teres me confiado esta missão. Senhor, sabes que sou uma pessoa crente, e que estou sempre tentando seguir o caminho da luz e da retidão, mas és Tu que tens a minha vida em Tuas mãos.

Meu Deus, eu Te agradeço com todo meu coração que tenhas escutado as minhas preces, e sentido aquilo que tenho em meu coração. Eu sei que nem sempre alcançamos aquilo que desejamos, e apesar da frustração, eu sei agradecer a Deus. Pois sei que se não tive um desejo concebido, é porque o Senhor tem outros planos para mim, e só me cabe resignar-me diante da sua sabedoria e agradecer. 

Mas desta vez, meu Deus, eu lutei, trabalhei duro, e pela Tua plena vontade tive a minha graça atendida e por isso Te sou eternamente grata. Obrigada, Senhor!                                


"
34,Carta de agradecimento ao cliente: 20 modelos para garantir a fidelização
35,"
Respire fundo e durma bem, amigo


                                    Respire fundo, agradeça pelas coisas boas do dia para que sua noite seja de paz, amigo. Quando a noite cai, é bom lembrar dos momentos bons que passaram.

Feche os olhos, faça uma pequena meditação de agradecimento para que seu corpo se desligue do dia e você possa relaxara. Garanta que seu coração e sua mente estão em paz para ter uma noite de paz.

Boa noite, amigo!                                


"
36,"
Um sogro com qualidades únicas e especiais


                                    Eu não esperava encontrar um segundo pai quando o meu casamento me juntou à sua família, mas o tempo foi ditando que você seria bem mais que um simples sogro. Hoje em dia, são raras as pessoas bondosas, generosas e justas, mas eu encontrei tudo isso em você e senti de perto todas essas qualidades.

Agradeço por ter aberto seus braços e ter feito da sua casa um lar onde também sou feliz. Todos os seus gestos e palavras estarão guardados no meu coração para sempre. 


"
37,"
Grata por tudo, amiga


                                    Nos momentos bons e principalmente nos maus, nunca me senti sozinha, mas pelo contrário, sempre me senti plenamente apoiada e amparada, e tudo porque tenho você na minha vida. Obrigada, amiga! Obrigada por tudo e por simplesmente existir!

Não sei o que seria de mim sem você, e não quero nunca descobrir. Você é muito especial, uma amiga sem igual, e para mim você é parte fundamental para minha felicidade. Adoro você e eternamente lhe sou grata pela sua amizade, pelo seu carinho, por tudo!                                


"
38,"
Os Responsáveis do Meu Sucesso

 


                                    Acho que todos os sonhos são difíceis de realizar. Claro que existem momentos em que sentimos confiança e junto de quem amamos tudo parece mais fácil. Esta formatura é de todos nós. Agradeço por tudo a cada um de vocês! 

Eu sei que não teria conseguido chegar feliz a este dia sem vocês. A força que me deram e a fé que sempre mantive no pensamento foi crucial para atingir esta formatura. E vocês são os grandes responsáveis por isso!                                


"
39,"
Você será a melhor mãe do mundo


                                    Quando escolhi você para ser minha esposa, eu tive a certeza que estava fazendo a melhor escolha da minha vida. No seu olhar eu sentia a paz que queria para o meu dia a dia e a verdade é que você superou as minhas maiores expectativas. Agora que terá o privilégio de ser mãe, posso lhe dizer que acredito cegamente que você desempenhará essa função de uma forma muito especial.

Estou feliz em saber que nosso filho estará nos braços de uma mulher carinhosa que cuida muito bem das pessoas que ama. Fico maravilhado em ver que a gratidão irradia seu rosto e que dará seu melhor para que o tesouro que está em seu ventre cresça em um ambiente perfeito.

Obrigado, meu amor, por me dar o privilégio de amar você. Obrigado por permitir que partilhemos nossas vidas e que juntos construamos aquilo que chamamos de família. Você faz com que cada momento do seu lado valha muito a pena.  


"
40,"
O dia da mulher ao lado do meu amor


                                    Ah, meu grande amor, fico feliz em poder passar este dia da mulher ao seu lado.

Você é uma pessoa muito especial e quero deixar aqui meu agradecimento por você ser esta mulher extraordinária, que eu tenho a sorte de chamar de minha namorada.

Hoje o dia é todo seu e vamos passá-lo exatamente como você quiser. Seu pedido é uma ordem, então aproveite. Feliz dia da mulher, meu bem!                                


"
41,"
Obrigada pela sua amizade


                                    Obrigada por ser esse amigo
Tão legal
Que quando quero falar 
Sempre está disposto a me escutar.

Eu te agradeço por 
Ser esse amigo tão especial
Que demorei para encontrar,
Mas quando encontrei...
Nunca quis mais largar!
E esse amigo é você!                                


"
42,"
Sou mais feliz porque Deus nos uniu


                                    Sempre confiei totalmente nos planos que o Senhor traçou para a minha vida, mas nunca imaginei que Ele guardaria uma esposa tão maravilhosa para compartilhar comigo os melhores sentimentos.

Você consegue transformar os maiores problemas em tranquilidade, um choro de tristeza em confortantes sorrisos, o nunca em talvez e o amor no maior sentimento que existe. O meu agradecimento a Deus por ter nos unido já é ouvido por Ele todos os dias, mas você merece muito mais que um “obrigado” ao final de um gesto bondoso.

Quero agradecer a você por trazer mais felicidades aos meus dias, pela demonstração eterna de carinho e por andar ao meu lado seguindo os passos do nosso Senhor Jesus Cristo. Agradeço a você por todas as maravilhas que descobri quando o seu amor entrou na minha vida. Amo você, minha querida!                                


"
43,"
Homenagem a Quem Partiu


                                    A quem partiu deixo minha homenagem e agradecimento por tudo que fizeram em vida.                                


"
44,"
Obrigado, Minha Mãe!


                                    Mãe, me perdoe por todas as vezes que por falar sem pensar a magoei. Por muitas vezes ao invés de lhe dar as mãos, lhe virei as costas. Por em alguns momentos não ser aquela filha que você sempre quis.

Hoje, depois de tudo, percebo que ainda preciso mudar em algumas coisas, e que uma pessoa se fez essencial na minha vida: você!

Obrigado por todos momentos dedicados a mim, pelas palavras, pelos conselhos, pelo amor, pela honestidade, pelo afeto, pela amizade. Saiba que nunca deixarei de amar você.

Torço muito pela nossa família. Torço muito por você, que durante toda a sua vida se mostrou uma pessoa capaz de conseguir tudo o que quer. Você é um exemplo a seguir.

Hoje, depois dos momentos que passamos juntas, olho para trás e vejo que tenho uma pessoa em quem posso me apoiar sempre que precisar de amor e compreensão.

Muito mais do que mãe você é minha amiga, meu escudo contra todas as coisas ruins, que me poupa de todo mal. Só uma palavra pode exprimir exatamente o quanto estou grato. Obrigado! Te amo muito!                                


"
45,"
O Agradecimento Certo


                                    Eu sei o quanto foi difícil superar as dificuldades para hoje estar aqui nesta formatura. Hoje sou alguém mais forte e com outras competências. Mas tudo foi possível porque vocês me deram o apoio que tanto precisei. 

Na verdade, acho que de outra forma eu não teria conseguido. Foram tempos de luta, lágrimas, suor e sangue. Mas agora sei que venci, ou melhor, sei que vencemos. Agradeço por me apoiarem em todas as horas de dificuldade!                                


"
46,"
Para você, meu irmão


                                    Meu irmão, compartilhar a genética com você é uma obra do acaso, mas ter você presente na minha vida como irmão e amigo é a maior das bênçãos, o maior dos privilégios. 

Você é um dos pilares fundamentais da minha vida, e por isso, e por tudo o que você já fez e faz por mim, eu lhe agradeço de coração! Eu te amo, meu maninho!                                


"
47,"
Um agradecimento especial para professora


                                    Um agradecimento especial a você, professora, que é paciente, carinhosa e dedicada!                                


"
48,"
Agradeço a Deus pela vida e pelo meu novo ano


                                    Hoje, meu peito está cheio de gratidão. Completo mais um ano de vida com Deus e fé no coração e isso é tudo que preciso para ser feliz.

Sei que Ele me protegerá nesta nova etapa de vida e sei que tudo irá ficar bem, porque tenho fé. Oro por paz, por alegria e sei que minha recompensa irá chegar.

Mais um ano, mais vida e tudo que quero é ser feliz!                                


"
49,"
Obrigada Amigo


                                    Ter você ao meu lado foi o maior presente que Deus pode me dar. Com você aprendi que o amor é o maior dos sentimentos. Que o carinho é essencial. Que a vida é uma dádiva de Deus. Que cada pequeno gesto é um grande gesto. Que o caminho certo está lá, basta querer vê-lo. Que é possível sonhar quando já não há mais esperança.

E que na terra existem anjos, sempre dispostos a lhe ajudar, indicando e lhe dando a luz para a sua vida. Eu não sei como agradecer, para mim você é mais do um anjo. Obrigada amigo!                                


"
50,"
O nosso amor


                                    Eu não sei dizer quando o amor entre nós surgiu, mas posso afirmar que ele chegou para ficar eternamente nas nossas vidas. Ao escolher você para ser minha esposa, eu tomei uma decisão muito acertada. Você é uma companheira que cuida de mim todo o tempo e eu não poderia encontrar alguém assim em outro lugar.

Obrigado por fazer de mim o homem mais feliz do mundo! 


"
51,"
Uma amizade que começou no trabalho


                                    Nem sempre nossos colegas de trabalho viram amigos, nem sempre a amizade se prolonga para lá do emprego. E eu não imaginava sequer, quando nos falamos pela primeira vez na empresa, que aquela primeira conversa seria o início de uma amizade tão importante. No entanto, houve logo uma cumplicidade inicial, um clima amistoso que já fazia antever que nos daríamos muito bem.

Como colega de trabalho você sempre cooperou comigo, me ajudando em todas as dificuldades. Você foi o meu apoio em todas as horas e seus conselhos foram verdadeiramente importantes para poder desempenhar bem minhas funções. E entre almoços e conversas durante o tempo que fomos compartilhando, você começou fazendo parte das pessoas importantes da minha vida.

Sou grato por todos esses momentos que trouxeram você até mim. Sei que nossa amizade irá continuar, mesmo que sigamos rumos diferentes no futuro. Obrigado por ser uma genuína companheira, ontem, hoje e sempre. 


"
52,"
Obrigado, meu Deus amigo


                                    Obrigado, meu Deus! Tenho consciência da importância que existe em viver, e isso é gratificante demais quando a gente tem saúde como eu tenho. Coisas dessas são dádivas, são ofertas suas, meu Deus tão bom, meu Deus tão amigo.

Sinto sua presença ao longo de meus dias, de minhas decisões, de minhas dúvidas e de todos meus passos. O melhor da vida se chama “saúde” e é graças a Você que me sinto tão cheia de vida. Obrigado sempre, meu Deus!                                


"
53,"
Obrigada por existir, meu amor


                                    Meu amor, meu noivo, meu futuro 
marido, obrigada por tudo! 
Obrigada por estar vivendo este 
momento mágico comigo, por ser 
tão maravilhoso, por me amar, por 
me fazer a mulher mais feliz 
do mundo!

Meu amor, como é grande meu 
entusiasmo, como é indescritível 
a alegria que agora sinto, quando 
estamos tão perto de transformar 
o sonho em realidade. 
Eu te amo, tanto! 
Simplesmente obrigada por existir!                                


"
