,0
37,"Honestamente, não tenho tempo para odiar as pessoas que me odeiam. Estou muito ocupado amando as pessoas que me amam."
38,"Evite acidentes, faça tudo de propósito."
39,Descubra o verdadeiro sentido das coisas!
40,Não se fazem mais antigamentes como antes.
41,"Enquanto alguns escolhem pessoas perfeitas, eu escolho as que me fazem bem."
42,O melhor presente que você pode dar é um abraço: ele é tamanho único e ninguém vai se importar se você quiser devolvê-lo.
43,"Não guarde rancor, guarde dinheiro para viajar!"
44,"Chega de miudezas, de detalhes pequenos, de brigar com ponto e vírgula. Escreva um novo parágrafo e vá ser feliz."
45,Respeitar os animais é um dever de todos. Amá-los é um privilégio para poucos.
46,Uma das melhores sensações da vida é ter a certeza que você pode confiar em alguém.
47,"Felizes os cães, que pelo faro descobrem os amigos."
48,"Aproveite cada minuto, porque o tempo não volta. O que volta é a vontade de voltar no tempo."
49,O universo sempre conspira a favor dos sonhadores.
50,"Salve-se quem quiser, perca-se quem puder."
51,Deixe um sinal de alegria por onde você passar.
52,Gente que tem essência sabe o que é essencial!
53,"Se um olhar vale mais que mil palavras, um sorriso vale mais que mil parágrafos."
54,"Cultive todas as pessoas e as certas vão brotar!

 "
55,Sorria... Porque chorar entope o nariz!
56,"Se der errado, a gente dá um jeito. Se quebrar, a gente conserta. Se bagunçar, a gente arruma. E se tudo acabar, a gente recomeça."
57,"Sorria, só ria. Acalma, a alma. Se derrame, se der ame. Releve, se eleve. Respira, e não pira."
58,Faz bem ser o bem de alguém.
59,Dançar é como sonhar com os pés.
60,"Confie em quem te dá confiança, ame quem te dá amor, cuide de quem cuida de você."
61,Que as coisas boas se multipliquem!
62,"Dê a quem você ama: asas para voar, raízes para voltar e motivos para ficar."
63,O universo é do jeitinho que você o desenha.
64,Saudades de quando meu único medo era o escuro. Minha única preocupação era meu brinquedo quebrado. E minha única dor era o joelho ralado.
65,Todas as pessoas do mundo sorriem no mesmo idioma.
66,Que a gente não perca a capacidade de se encantar com o que é simples.
67,"Ignore o passado imperfeito, ignore o presente cheio de defeitos, pense, crie um amanhã do seu jeito."
68,Gente legal atrai gente legal.
69,Que os teus olhos possam enxergar sempre o belo que existe em teu próximo.
70,"Admiro pessoas simples de coração... Fortes, mas não arrogantes. Sinceras, mas não ofensivas. Corajosas, mas não inconsequentes. Que cativem uma pessoa de forma pura. Que sorriem com coração e que te olhem com carinho."
71,"A tristeza que se exploda, quero mais é viver essa vida louca."
72,"Gosto das pessoas simples, que falam pouco e acabam dizendo tudo."
73,Não existe remédio melhor do que a alegria.
74,"Eu gosto daquilo que dá borboletas no estômago, friozinho na barriga e um brilho no olhar!"
75,Solidariedade é o amor em movimento.
76,Esqueça os piores momentos da sua vida e faça os melhores se tornarem inesquecíveis.
77,Nenhum problema sobrevive a um abraço.
78,O abraço é o cobertor que aquece o coração quando faz frio.
79,"Não espere esperando. Espere vivendo.

 "
80,"Eu gosto de gente que abraça. Abraça mesmo, forte, apertado, gostoso, com vontade, quase esmagando."
81,A vida é muito curta pra gente não dizer o que sente de verdade.
82,"Palavras amáveis não custam nada, porém valem muito."
83,Felicidade é encontrar a saída e querer ficar.
84,Que a felicidade faça a gente de gato e sapato.
85,A vitória vem para quem luta. O milagre vem para quem tem fé. E a recompensa vem para quem confia.
86,Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
87,"Ontem eu era inteligente, queria mudar o mundo. Hoje eu sou sábio, estou mudando a mim mesmo."
88,"Que a minha luz própria seja mais forte que as sombras do caminho, amém!"
89,"Quando faltar sorte, faça sobrar atitude. O azar morre de medo de pessoas determinadas."
90,Chocolate não faz perguntas bobas. Chocolate entende.
91,Viver não é esperar a tempestade passar. É aprender a dançar na chuva.
92,"Não importa a pergunta, amor é a resposta!"
93,Bendito seja o sorriso nosso de cada dia!
94,Nunca estrague o seu presente por um passado que não tem futuro.
95,"Menos mi mi mi, mais ha ha ha."
96,A alegria evita mil males e prolonga a vida.
97,Que o ontem me sirva de experiência e o amanhã me sirva de esperança.
98,"Se um dia os seus motivos pra sorrir acabarem, me avisa que eu te dou os meus."
