,0
15,"
Você chegou e transformou minha vida

 


                                    Não consigo parar de pensar em você. É seu rosto que vejo em todo lado, são os momentos que já vivemos que surgem em mim em forma de recordação. Parece que tenho vício do seu abraço, dependência do seu beijo. Sinto que esta paixão avassaladora me consome a todo instante, mas eu sou feliz assim.

Sou alguém que simplesmente viu o seu coração ser preenchido, e sua própria vida ganhar outro sentido desde que você chegou até mim.                                


"
16,"
Será que é Amor?


                                    Será que é amor
esse sentimento que 
acelera meu coração?
O que é amor?
Ficar acordada
pensando na pessoa amada,
pensando como será o amanhã.
Imaginando se aquele alguém
está com fome, sede ou frio.
Imaginando como seria
se a distância não existisse.
Querer a todo momento
sentir o sabor do beijo,
o beijo apaixonado
que é aprovado pelo amor.
Não parar de escrever 
poesias apaixonadas
que falam de sonhos a dois.
Sentir a saudade apertar
e chorar, chorar de saudade.
Desejo de estar ao lado
daquela pessoa especial.
Se tudo isso tem alguma 
coisa com o amor,
acho que posso declarar:
eu Amo Você!                                


"
17,"
Dois Meses de Amor Profundo


                                    Os dois meses mais lindos da minha vida foram passados com o dono do meu coração: você! 

Eu te amo e estou imensamente feliz por estarmos comemorando nossas bodas de sorvete! Jamais imaginaria que o amor tivesse este poder sobre mim, sabe? 

Eu nunca tinha encontrado o paladar do amor e agora descubro que amar é o ato mais fácil do mundo, mas talvez isso aconteça porque do meu lado está o namorado mais completo que existe! Eu te amo profundamente, meu bem!                                


"
18,"
A Paixão de Um Filho


                                    Não tenho medo do que possa acontecer, porque tenho certeza que tudo vai acabar bem. Você vai sair dessa! Essa doença vai desaparecer rapidamente, e em breve vamos estar rindo de todos esses momentos difíceis que estamos atravessando, meu pai. 

Você é forte, batalhador e um homem muito bom. Só peço que continue acreditando – agarre a esperança e lute com todas suas forças. Eu vou estar sempre de seu lado! Te adoro, pai!                                


"
19,"
Nosso futuro a dois


                                    Não preciso que o tempo passe e se acumulem mais dias, para afirmar que o que sinto é amor. Não é necessário colocar à prova nosso sentimento, para perceber como ele é forte. Aquilo que nos juntou e nos tem mantido unidos fala mais do que muitas palavras e elimina qualquer dúvida que possa eventualmente surgir.

Estar com você é descobrir como a felicidade pode estar tão perto de nós. É conhecer novas sensações de quem é arrebatado pela paixão. Quando nos deixamos levar, por um longo e saboroso abraço, eu não temos mais o futuro. E assim que você me beija, como quem me tira do chão, eu percebo como é bom não me sentir mais só.

Que nosso caminho se prolongue pelo tempo e se transforme numa história de vida. Vou tatuar nosso nome por escrito, com letras apaixonadas, em nosso coração.                                


"
20,"
Obrigado por Existir


                                    Todos os dias quando acordo eu lembro da sua face, como é lindo o brilho que irradia dos seus olhos. Esse brilho me ajuda a seguir com mais ânimo e alegria, pois você é, e sempre será, muito especial para mim.

Nunca diga não quando o seu coração estiver dizendo sim, e lembre-se que o sentimento mais puro e sincero que o homem é capaz de possuir, é o amor. Muitíssimo obrigada pelo simples fato de você existir e me deixar fazer parte da sua vida. Eu te amo!                                


"
21,"
Você é especial e eu amo você


                                    Deve ser maravilhoso quando você se olha no espelho, quando toma consciência de quem você é. Pois imagino que a sensação de ser a pessoa mais especial do mundo deve ser incrível!

Você é a pessoa mais maravilhosa que existe, e por isso e por tudo resto, eu amo você além do que as palavras podem dizer. 

Pois não é possível descrever emoções tão grandiosas, e apenas posso dizer que eu amo você!                                


"
22,"
Eu lhe agradeço, meu marido


                                    Meu marido, meu amor, minha vida. Desde o dia em que dissemos o ‘sim’, e até mesmo antes, que sua existência se tornou em uma extensão da minha. Desde esse dia nossas vidas se uniram, se entrelaçaram em perfeição, para o bem e para o mal, e assim tem sido até agora. E por tudo isso e por muito mais, eu lhe agradeço com todo meu amor – obrigada, meu marido!

Não houve momento mau, menos bom, debilidade física ou espiritual, não houve desafio, dificuldade onde você não estivesse presente, física e emocionalmente; onde você não houvesse honrado uma promessa.

E eu lhe agradeço, meu bem, por sempre ter estado presente e disponível para o bem e para o mal, para o sorriso e para a lágrima. Eu lhe agradeço por você ser essa pessoa maravilhosa e esse marido exemplar. Eu te amo! Eu admiro você, e em você reconheço como sou abençoada, afortunada e feliz como nunca imaginei possível. Obrigada!                                


"
23,"
Uma Pequena História de Amor


                                    Todos os dias e em qualquer momento
seu nome surge na minha cabeça, e já
pensei que seria um problema mas é a
solução para todas as minhas questões
pois o que sinto não é doença; é amor!                                


"
24,"
Vocês são Minha Obra de Arte


                                    Vocês são minha obra de arte, meu tesouro a descoberto. Vocês são meus filhos amados, são minha esperança, minha força! Fico feliz quando olho para vocês e encontro pessoas maravilhosas, bem formadas e com uma energia de viver maior que a própria vida. 

Isso me mostra que sempre fiz minha parte de que tanto me orgulho. Continuem assim, adultos generosos e crianças para sempre no meu coração.                                


"
25,"
Nosso Amor vai Florescer


                                    Eu sei que nada vai mudar. Entre nós tudo vai florescer, porque um amor assim só pode crescer. Sinto que ao seu lado minha vida vai ser perfeita e por isso prometo amar e cuidar de nós dois com toda intensidade do mundo. 

Quero evoluir todos os dias com você, meu amor! E desejo ainda mais fazer do seu coração uma espécie de emoção em pleno. Te amo, meu bem!                                


"
26,"
Somos um do outro, hoje e para sempre


                                    Meu amor, em ti vivem todas as cores que pintam a minha felicidade, na tua essência, no teu forte coração. Em ti se escutam todas as notas da mais bela melodia que diariamente me adoça o ouvido. Em ti vive a razão do meu sorriso, deste ardor no meu peito, desta palpitação que a todo o instante assola meu coração. Em ti e por ti respiro um amor maior que tudo, e que eu sei será eterno!

Nossos corações batendo em uníssono desafiam a perfeição mágica da própria criação. Nossas peles quando se tocam, juntas compõem a mais bela das poesias. Somos um do outro, hoje e para sempre!

Eu existo para te fazer feliz, eu sou o quanto me fizeres feliz. Eu te amo, eu sei que para toda a eternidade eu te vou amar, não importa o quê, o quando, o quanto! Eu simplesmente te amo!                                


"
27,"
Como Eu Te Amo


                                    Começou de forma atribulada, não era para acontecer de forma alguma. Não estava previsto que eu me apaixonasse, não era suposto eu amar você deste jeito tão avassalador. Mas no coração ninguém manda, ele é supremo regente de si mesmo, e eu não tive outro remédio senão me render a essa paixão, me entregar a esse amor que eu sinto por você...

Agora não tem mais volta, somos um do outro, e eu nunca fui mais feliz. Amo amar você, amo receber o seu amor. Hoje é assim, e assim quero que seja para sempre, pois eu amo tanto você! Como eu te amo!                                


"
28,"
Sou Sua e Você é Meu


                                    Eu sou a pessoa mais realizada do mundo porque tenho o namorado mais especial que existe ao meu lado. Eu gosto de você; de sentir que sou sua e de amar e amar o ser humano mais perfeito que um dia encontrei. 

Por isso nunca desista de mim! Eu prometo que vou fazer de você o homem mais feliz e realizado. Sim, porque só a sua felicidade me dá o sossego que preciso para me sentir em paz.                                


"
29,"
Meu Amor por Você é Doido


                                    Às vezes fico imaginando como seria minha vida sem você. E esse pensamento é tão triste que fico sem perceber como seria feliz. Não seria. Ou como seria capaz de sorrir. Não seria. Eu amo você loucamente. 

Gostaria que o amor se mantivesse lindo do jeito que tem sido para nós. Na verdade prometo que farei tudo para celebrarmos este belo sentimento que nos une eternamente. Beijo, meu amor!                                


"
30,"
Uma carta de amor


                                    Disse o poeta que as cartas de amor são ridículas. Quem me dera que Deus me desse a capacidade de escrever uma carta de amor ridícula. Mas não, não é por falta de amor, é por transbordar de amor! Sinto que o que sinto não tem palavras que consigam expressar. 

Sei que os poetas usam paisagens bucólicas e muitas metáforas para declarar o amor. E se os poetas usam verbos no pretérito mais que perfeito, deve ser porque mais que perfeito é o amor. Sei também que os românticos usam expressões pouco habituais, e falam muito de sensações, usam muitos adjetivos e metáforas em suas cartas de amor. 

Será que eu poderia inventar um alfabeto para declarar o meu amor por você? Ou seria melhor tentar expressar o meu sentimento com um desenho ou uma canção?

Um dia talvez eu encontre uma forma de expressar o que sinto por você de forma poética. Mas por enquanto, não tenho maneira mais simples, direta e romântica do que dizer na língua de Camões: ""Amo-te""!                                


"
31,"
Encontrei Meu Grande Amor


                                    Eu me acostumei a sonhar
E jamais deixei de acreditar
Que meu destino era te amar.
Não te esperei,
Mas meu coração
Já sabia dos truques da vida,
Ele junto do destino uniu forças
E fez com que nossos olhares se cruzassem...
E de um momento
Nascesse um grande amor.
Amor que acelera o coração
E alimenta a alma.
Momentos que já estavam escritos,
E que nenhum mortal
Seria capaz de mudar.
Um amor que podem anos se passar,
Mas ele jamais vai deixar de existir.
As palavras poderiam denunciar
Que não existe mais amor,
Mas o coração não iria aceitar,
Iria ignorar as palavras e sofrer.
Encontrei
Meu Grande Amor,
Um encontro que mudou a minha vida,
Que me ensinou
O que é
Realmente Amar!!!

(Fabiana Thais Oliveira)
(Declaração de Amor)                                


"
32,"
O Meu Olhar

 


                                    No meu olhar se espelha hoje um sentimento que até então meu coração pensava conhecer, mas desconhecia por completo. Hoje no meu olhar todo mundo pode perceber uma felicidade que até então eu julguei não poder existir. E tudo porque no meu olhar se reflete o seu!

Namorar você é como caminhar por belas, doces e macias nuvens de felicidade sem fim. Amar você é fácil e inevitável, pois não existe pessoa no mundo que se iguale a você, que seja tão maravilhosa, tão perfeita.

Sou tão feliz que sinto irresistíveis impulsos de criar um mundo melhor, onde todos possam ser tão felizes quanto eu, mas isso é impossível, pois apenas a mim foi dado o privilégio de amar você, e receber seu amor de volta. E como eu amo você! E como eu quero que esse amor perdure pela eternidade e mais além...                                


"
33,"
A Mensagem Romântica de Amor


                                    Você sempre foi o amor da minha vida. Às vezes nem encontro palavras para definir quanto gosto de você. É inacreditável como alguém pode amar tanto outra pessoa! 

E tudo farei para provar que o que sinto e falo é verdadeiro. Na verdade, quando se ama provar esse amor é algo natural e que acontece sem qualquer esforço! Que a felicidade se materialize no sentimento que nos une! Beijo.                                


"
34,"
Pode Acreditar em Mim


                                    Você pode ter mil dúvidas na vida e outras mil incertezas, mas de uma coisa você pode acreditar: eu amo e amarei você até ao infinito do tempo. Ao seu lado sou feliz e sinto que nada é impossível de realizar. 

Todo amanhecer é especial porque sei que estamos juntos e até dormindo sonho com nós dois. Isto não é só amor, é algo ainda maior que nem nome tem. Adoro você, meu bem! Beijo.                                


"
35,"
Eu te Amo até às Estrelas do Céu


                                    Eu não consigo esconder que amo você até às estrelas do céu. Não vou sequer tentar enganar meu coração falando que não é verdade que o que sinto não é amor. 

Eu adoro namorar com você, viver ao seu lado e compartilhar meus dias com o homem da minha vida. Só desejo que nada consiga nos separar. E que até os astros nos unam sem parar, pois eu sou louca por você! Te amo, meu bem!                                


"
36,100 frases de amor para filha amada carregadas de sentimento que vão derreter seu coração
37,"
Eu te amo muito, minha mãe


                                    Mãe querida que me deste a vida e me trouxeste ao mundo, que desde o primeiro dia me amaste e de mim cuidaste sem nunca reclamar ou exigir nada em troca. Mãe querida que para mim carregas no ser o verdadeiro significado da palavra amor, recebe esta humilde mas sentida homenagem de um filho que te ama muito!

Tu que sempre foste colo quando necessário, palavra de apoio no desespero, luz quando a escuridão imperava e orientação na desorientação. Tu que sempre tiveste um sorriso para oferecer, mesmo quando o teu coração pesava, uma lágrima para derramar quando os meus olhos secavam. Tu que sempre estiveste presente, atenta, cuidando e amando mesmo que no silêncio, mesmo que na distância.

Tu és a melhor mãe do mundo, eu o filho mais afortunado! Eu te amo muito, minha mãe, hoje e para sempre!                                


"
38,"
Amo você


                                    Você é o meu amor, o meu sorriso,
Minha dose diária de alegria
Meu sonho tornado realidade.
Sou feliz porque amo você
E porque faz parte da minha vida.
Sem você não existe felicidade
Por isso só peço que fique aqui
Sempre ao meu lado.
Pois meu amor por você é eterno 
E eu quero ser eternamente
Feliz ao seu lado. Te amo!                                


"
39,"
Amo você mais que tudo


                                    Você é tudo para mim, e desde que entrou na minha vida, vivo para fazer você feliz também. Meu amor por você é sincero, verdadeiro e eterno. E sem você por perto meu mundo perde a mágica que ganhou desde que você faz parte dele.

Eu amo você mais que tudo na vida! E é ao seu lado que eu quero ficar sempre, sendo feliz e fazendo você feliz.                                


"
40,"
Eu te amo, não importa a distância


                                    Meu amor, nem mesmo que universos de espaço físico se colocassem entre nós dois, esses não seriam suficientes para diminuir a intensidade do meu sentimento por você.

Eu amo muito você, mais que tudo, meu namorado! Pouco importa que agora vários quilômetros nos impeçam do contato físico diário, pois eu vivo no sonho de muito em breve fazer essa distância desaparecer por completo, e ter você perto de mim, todos os dias, todo o dia!                                


"
41,"
O Amor é Inexplicável


                                    Acho que nunca demonstrei verdadeiramente o amor que sinto por você, o carinho que tenho pela pessoa que está do meu lado. Acho até que nunca fui capaz de falar todas as coisas que me apaixonam em você, meu amor! 

E tenho certeza que jamais conseguirei. Sim, porque quando o amor é verdadeiro, forte e belo como o nosso fica impossível descrever ou demonstrar integralmente o que se passa no coração. 

Você será sempre o amor da minha vida! Vou tentar demonstrar todos os dias o quanto sou feliz do seu lado. Mas não prometo conseguir. Prometo tentar! Prometo amar você eternamente!                                


"
42,"
O amor da minha vida


                                    Quando temos ao nosso lado alguém que cuida de nós e procura em todos os momentos deixar um sorriso no nosso rosto, a felicidade é uma constante. 

Isso foi o que sempre sonhei para mim, e hoje essa é a minha realidade, pois agora compartilho a vida com você: o grande amor da minha vida.

Eu amo você com todas as forças que tenho, e sinto muita gratidão por tudo! Só quero que fique comigo eternamente, para que juntos possamos conquistar as metas que temos no nosso horizonte.                                


"
43,"
Tudo o que sinto por você, meu amor


                                    Eu não quero fazer promessas de amor, se a cada dia posso mostrar tudo o que sinto por você. Minha vida mudou desde que nossos olhares se cruzaram e se atraíram mutuamente. Ficar do seu lado é agora uma escolha que faz de mim a mulher mais feliz do mundo.

Sei que aquilo que sinto não é fruto do acaso. Você me conquista a todo o momento com seu jeito único e especial. Tudo o que quero é que nossa história dure para sempre, meu amor. 


"
44,"
Mensagem bonita para namorado


                                    Você não é uma pessoa perfeita. A cada dia que passa, eu te conheço melhor, e vou percebendo certas coisas em você que antes não conhecia, e eu sei que você nunca será perfeito. Você não escreve poesias, você não sabe cantar canções de amor, e nem dançar tango apaixonadamente.

Você nem sempre tem a palavra certa na hora certa. Você não sabe a hora certa de agarrar a minha mão, você não diz ""eu te amo"" todas as vezes que eu precisava ouvir. Você não sabe elogiar uma mulher para fazê-la se derreter. Você não é um galã de Hollywood.

Mas você me faz sorrir, eu fico feliz só de olhar para você. Você pode não saber fazer lindas declarações de amor com palavras, mas o amor que emana do brilho dos seus olhos nenhuma palavra é capaz de traduzir.

O que são os seus pequenos ""defeitos"", perto de tudo que eu tenho para viver com você. Se você não é perfeito, é porque na sua imperfeição tem muito a me ensinar, e eu tenho muito a aprender com você, com nós dois.

Você não sabe dançar, mas basta me agarrar apertado para me fazer flutuar. Você é tudo que eu quero e que eu preciso. Sinto-me muito feliz de ter você comigo, como você é. Sinto-me muito feliz por sermos nós dois. Eu te amo do fundo do meu coração. 


"
45,"
O Topo do Amor


                                    Eu amo você! Poderia começar falar mil e uma coisas, mas nada seria mais sincero do que manifestar meu sentimento mais uma vez. Você é o amor da minha vida, a pessoa que me completa. 

A pessoa que me realiza de um modo impossível de imaginar. Sou imensamente feliz do seu lado! Só desejo que a vida nos mantenha unidos para sempre, pois não conseguiria viver de outra forma! Te amo, meu bem!                                


"
46,"
Eu quero você para mim


                                    Eu quero ter você para mim, só para mim, todos os dias o dia todo. Quero você perto de mim a todo instante, apertar você no meu abraço para nunca mais largar.

Quero ser feliz lutando todos os dias pela sua felicidade. Quero ser o seu melhor sorriso e que as suas únicas lágrimas sejam de alegria. Quero dormir e acordar ao seu lado, fazer planos e realizar sonhos com você. 

Eu quero amar você, hoje, amanhã e para sempre, pois mesmo que tudo deixe de existir, meu amor por você nunca desaparecerá!                                


"
47,"
Aceito ser Madrinha de Casamento! Continuem Felizes e Apaixonados


                                    Nunca pensei que viveria um momento tão emocionante, pois ter a possibilidade de presenciar a declaração de amor mais linda de todas me fez acreditar que ainda existe realmente o tal amor verdadeiro. E para completar todos os sentimentos envolvidos na ocasião, ainda recebo o convite para ser a madrinha do casamento. Ainda não sei como sobrevivi a tanto carinho e afeto em um mesmo dia; vocês superaram todas as expectativas e me deixaram sem palavras de tanta felicidade.

Ainda lembro bem do dia que se conheceram, era tanta timidez que até parecia que já sabiam de tudo que iria acontecer. Vocês são um exemplo de companheirismo e amizade, tenho maior orgulho de ter os dois como amigos, e agora mais ainda como compadre e comadre. Tenho certeza que terão um lindo futuro, e construirão uma família maravilhosa, pois merecem tudo o que trouxer felicidade!

Espero que a cada dia que passe a união de vocês esteja mais forte, e continuem para sempre muito felizes e apaixonados. O comprometimento em formar uma família é um ato de amor admirável. Espero que daqui para frente tudo aconteça conforme o planejado, e saibam que já não vejo a hora de chegar o dia do casamento!                                


"
48,"
Meu coração é só seu









Meu coração é totalmente seu e às vezes parece pequeno demais para todo amor que sinto por você!                                    


"
49,"
Fique comigo para sempre

 


                                    O meu jeito de amar pode nem sempre ser compreensível, e minha forma de mostrar o quanto quero você pode às vezes parecer sufocante. Mas acredite que tudo que faço é sincero e vem do coração. Tudo que dou, dia após dia, é o melhor de mim.

Não sou capaz de olhar em seus olhos sem sentir que a paixão cresce cada vez mais. Não consigo sequer imaginar o amanhã sem que você esteja presente. Tudo é perfeito entre nós porque preenche totalmente minha alma. Por favor, fique comigo para sempre!                                


"
50,"
Uma vida para lhe declarar o meu Amor


                                    Quero ter a vida toda para lhe declarar o meu amor, todos os dias, a toda a hora. Quero a vida toda e temo que mesmo assim seja insuficiente para lhe demonstrar tudo que vive em mim; todo amor que você fez nascer e crescer em meu coração.

O melhor lugar do universo é ao seu lado, a melhor sensação do mundo é o seu toque, o seu beijo... Nada existe longe de você, pois você é tudo para mim. Eu te amo!                                


"
51,"
O nosso amor é raro


                                    Entre milhares e milhares de pessoas que já atravessaram o meu caminho desde que nasci, eu tive a sorte de encontrar o amor da minha vida em você. Um amor como o nosso é algo raro. Nós somos companheiros, cúmplices, amantes, entendemos um ao outro como mais ninguém… E eu acho isso tudo tão lindo, tão rico! 

E por saber que o amor é uma das coisas mais maravilhosas do mundo, e por saber o valor e preciosidade do nosso amor é que digo que farei o que for possível para esse amor durar a vida toda, porque com você eu acredito em um amor para a vida toda. Eu sei que qualquer esforço que eu fizer irá valer a pena, porque você vale a pena. 

Desde que encontrei você, a minha vida é mais feliz e mais completa. A sua presença entusiasma e colore até os meus dias mais cinzentos. Sei que posso confiar e contar com você para o que der e vier. Você é o meu grande amor, a pessoa que Deus colocou no meu caminho para me ensinar o que é o amor e tudo o que o amor pode fazer na vida de alguém. E eu só posso agradecer!

Eu te amo, meu amor, minha jóia rara! Que o nosso amor dure e perdure para além da eternidade!                                


"
52,"
O nosso amor é forte e eterno


                                    A força do nosso amor brilha mais forte do que o sol. Desde o dia em você entrou na minha vida tudo faz mais sentido. Recordo sempre com grande carinho todos os bons momentos que vivemos e como o tempo que passou nos tornou ainda mais unidos.

Eu quero ser uma eterna apaixonada por você e provar que é do seu lado que quero ser feliz. Te amo, hoje e para sempre!                                


"
53,"
Te amarei para sempre


                                    Eu quero seu terno e doce amor. Eu quero você sempre ao meu lado, e a nunca vou deixar partir. Você preencheu o vazio da minha vida e tornou o mundo completo. 

Com você todos os meus sonhos se realizam, porque eu amo você de verdade e sempre amarei. O meu coração é a sua morada, guarde-me também no seu, pois esse é o meu lugar.

Eu posso ver a sua essência, eu posso ver a sua alma, e ela é linda como o seu sorriso, como o seu meigo rosto. Nós nunca vamos nos separar, estaremos sempre juntos, lado a lado.

Você é a minha querida, o meu grande amor e eu serei seu até o fim dos tempos, até o fim da vida, até o fim do mundo. Eu te amo e sempre vou te amar!                                


"
54,"
Eu te amo tanto e para sempre



"
55,Provarei como é grande esse amor
56,"
Tudo que eu amo em você


                                    Não sei ao certo o que eu amo em você, ou se eu amo tudo em você. Não sei se é o seu jeito de andar, ou o seu jeito de mexer a mão enquanto fala. Não sei se é o seu sorriso, ou o seu estilo. 

Não sei se é a sua voz ou o seu jeito de falar. Não sei se amo o seu cabelo, ou a maneira como você enrola os dedos entre os seus caracóis. 

Eu não sei se amo algo em você, ou se amo tudo em você. Mas sei que você me atrai, como a terra atrai a lua. 

Eu não sei o que o futuro reserva para nós dois, mas quanto mais eu olho para você, quanto mais tempo eu passo ao seu lado, mais coisas em você eu descubro para amar...                                


"
57,"
O maior de todos os amores


                                    Meu amor, é maravilhoso pensar em todas as coisas que temos vivido juntos. Parece que fomos feitos um para o outro, pois estar ao seu lado é das sensações mais maravilhosas que já conheci. Não troco esta nossa cumplicidade por nada deste mundo.

Tenho certeza que o tempo pode passar e muitas coisas entre nós podem mudar. Mas aquilo que sinto por você jamais mudará. Eu quero que esta nossa união permaneça fiel ao que tem sido, e que sobretudo prevaleça para sempre.

Você é o meu grande amor!                                


"
58,"
Minha doce e amada esposa


                                    Minha doce e amada esposa, hoje mais do que nunca eu tenho certeza que o dia em que tomei a melhor decisão da minha vida foi no dia em que nos casamos. Sempre soube, desde que primeiro cruzamos olhares, que você era a mulher da minha vida, mas jamais imaginei que minha vida seria tão feliz ao seu lado.

Poderia enumerar todas as suas qualidades, relatar como é maravilhoso um simples dia ao seu lado, mas se o fizesse jamais terminaria esta carta, e que por ser uma carta de amor, quer apenas confessar-lhe mais uma vez o meu amor, a minha gratidão, o meu respeito, a minha admiração pela mulher, esposa e amiga incrível que você é para mim.

Meu amor, apenas lamento não tê-la conhecido mais cedo e assim ter tido mais tempo para amá-la, mas ainda assim, espero ter toda esta vida, e todas as próximas, para amar você, minha rainha!                                


"
59,Dia dos namorados: as melhores dicas para alimentar a chama do amor
60,"9 maneiras diferentes de dizer “bom dia, amor”"
61,"
Eu te amo mais que tudo na vida









Hoje eu conheço a felicidade e sorrisos de pura sinceridade, e tudo porque te amo mais que tudo na vida!                                    


"
62,"
Você fez do amor uma realidade na mina vida

 


                                    Eu sempre acreditei no amor, sonhei durante muito tempo com a possibilidade de encontrar alguém que preenchesse o vazio da minha solidão, mas foi apenas quando vi você que esse sonho ganhou força e acabou por se tornar um desejo forte no meu coração.

É maravilhoso ter ao meu lado uma pessoa que excedeu minhas maiores expectativas. O amor é belo porque trouxe você até mim, e eu só quero lhe agradecer por estar presente dessa forma tão especial dia após dia.                                


"
