,0
12,"
Um amor que sinto em silêncio


                                    Eu queria que você me amasse e nunca se cansasse de me amar. Queria viver ao seu lado uma história apaixonante para contar aos filhos e netos. Mas tudo não passa de imaginação, um desejo cada vez mais impossível. A verdade é que nós vivemos em mundos completamente opostos.

Dói muito ver você passar, ouvir sua voz delicada e perceber que tudo é passageiro. Tenho vontade de expressar os sentimentos que vivem no meu coração, mas mais uma vez sei que acabarei por escolher o silêncio.   


"
13,"
O Impossível Virou Felicidade


                                    Somos a prova que o impossível não existe. Todo mundo achou que não iríamos conseguir ficar juntos e agora ninguém mais nos poderá separar. 

Você é o amor da minha vida e isso nunca irá mudar! Te amo. E prometo que vou cuidar do seu coração com todo carinho. Aliás, de outro jeito não seria feliz. 

Quero estar sempre ao seu lado para juntos continuarmos a transformar impossibilidades em milagres maravilhosos. Só assim serei feliz e me sentirei realizada. Te amo, te amo, te amo!                                


"
14,"
Foram seis meses de muito amor


                                    Há tanto para contar sobre nossos seis meses de namoro que difícil mesmo é saber por onde começar. Parece até impossível como em seis meses foi possível nos conhecermos tão profundamente, compartilharmos inúmeras experiências e aventuras emocionantes, nos unirmos de uma forma tão intensa e verdadeira que se torna inconcebível pensar sequer em nos largarmos.

Descobri que por trás desse olhar simples e meigo existe alguém com uma inteligência emocional muito grande, que seu coração é profundo como nenhum outro que já conheci, que seu jeito de amar toca e cativa totalmente. Tenho sorte por ter comigo alguém que me compreende e que me complementa de uma forma perfeita. Talvez tenha sido por isso que estes meses resultaram em uma linda história de amor.

Sim, amo você com todas as minhas forças. E mesmo que um dia elas me faltem eu amarei você com toda minha alma. Seis meses ainda é pouco para todo tempo que quero viver ao seu lado. Que eles sejam apenas o começo de um caminho a dois sem fim.                                


"
15,"
Muita força, meu marido


                                    Existem momentos desagradáveis, situações complicadas, alturas em que a vida se torna difícil de suportar e parece impossível continuar. E isso acontece com todos, em algum instante da vida mais ou menos curto, meu amor. 

Mas talvez essas dificuldades existam apenas para que possamos apreciar as facilidades em plenitude. Talvez existam apenas para que saibamos atribuir o devido valor às coisas boas da vida. Eu acredito que sim, e desejo muito que você pense da mesma maneira.

Nunca desista de pensar positivo, meu amor, nem de acreditar na sua força, em todo seu potencial, que eu sei ser infinito, e em um amanhã mais sorridente. E eu vou estar aqui, sempre do seu lado para ajudar, para amparar, para juntar minha força à sua, e no final aplaudir você quando o momento da superação chegar.                                


"
16,"
Uma Chance, Por Favor


                                    Eu não consigo viver longe de você! Apesar de já não estarmos juntos eu confesso que sinto falta do seu toque no meu cabelo, do seu beijo no meu rosto. Na verdade, até das nossas brigas eu sinto saudades. 

Por favor, volte para mim! Eu não consigo ser feliz sem você. É impossível sorrir sem você ao meu lado. Eu preciso de você para viver, para ser quem sou! Me dê uma chance, por favor!                                


"
17,"
Não vale a pena lutarmos por alguns amores


                                    Nem todos os amores merecem nosso esforço e dedicação. Alguns são simplesmente impossíveis de acontecer. Quando alguém se recusa a ver o que nosso coração sente, o mais provável é que nos esqueça logo que surja uma outra oportunidade.

Não vale a pena nos iludirmos com cenários que apenas nós mesmos idealizamos. Existem mais possibilidades além daquela que desejamos agora. O amor só faz sentido se for um sentimento espontâneo e nós devemos permitir que ele surja dessa forma em nossas vidas. 


"
18,"
Não Acredito Nesse Amor


                                    E mais uma vez essa dor que dilacera a alma e faz todo o corpo sentir... Olhos inchados, cabeça rodando, no peito um buraco, no coração só o vazio que restou depois que, de novo e de novo, o amor fraquejou. 

Se ainda pudesse acreditar nesse amor, amor que não sabe amar não é amor. Amor da boca pra fora, amor que não se incomoda com o que causa no outro. 

Amor que foge, amor que magoa, amor que fere e nem sequer mostra arrependimento. Amor covarde de um coração frustrado que não tem atitude. 

Amor que teima no que nunca quis, que desiste do que sempre esperou. Covardia  e só! Covardia que faz da tua vida uma mesmice, que te faz sentir um babaca, que te retira os sonhos, que te faz sentir apenas a falta daquilo que poderia ter sido. 

O tempo passa e a história se repete, e você continua se sentindo um idiota e eu tentando me convencer que um amor verdadeiro não pode ser assim.... E na acomodação dos teus dias apenas o abismo de alguém que segue tentando se convencer das impossibilidades que você mesmo criou. Segue e procura não pensar. 

Não pensa, não sente, enterra tua vontade para não ter que encarar a própria verdade... Segue na superfície das coisas, na rotina dos dias, no vazio de abdicar de si mesmo. Você volta pra aparente calma dessa tua vidinha sem graça, e, olha só, mesmo sem querer pensar, sem querer sentir continua sentindo o mesmo vazio, a mesma frustração de antes... 

E eu dilacerada, partida, quebrada... mas muito mais inteira que você! Porque assumo o que sou, e, principalmente, o que sinto! Senti, me entreguei, lutei, chorei, choro! Mas, jamais deixei de ser o que sou, sei que errei muitas vezes, disse o que devia e o que não devia também, mas vivi sempre de acordo com a verdade do que sinto. 

Verdade! Foi tudo que sempre pedi a você. Mas, sei lá, o medo, a covardia, a mentira de uma vida que não é tua modifica as pessoas, será? Mesmo aquelas com a essência mais pura? O moço certinho, que não sabia mentir de repente não consegue falar a verdade? Ou nunca conseguiu? Ou nunca se deu conta da grande farsa em que se transformou? 

Não sou e nem quero ser a dona da verdade, até porque andei me enganando também, insisti em acreditar num amor que era só meu, em alguém que me dizia impossível não me amar já que sempre me quis, tantas vezes te perguntei se você tinha dúvidas e sempre me respondeu que não, como se fosse normal amar alguém e nada fazer pra viver verdadeiramente esse amor. 

As mesmas palavras, o mesmo desfecho sem adeus! E espero mesmo que seja assim, a ficha caiu, a ilusão acabou, ainda dói, mas não preciso dizer adeus pra, finalmente,  me convencer do que você sempre me disse... é... sempre me avisou que você não valia a pena. Parabéns! Você me convenceu! 

Não consigo mais acreditar nesse amor que você diz sentir... Amor que tem medo de amar? Impossível seguir acreditando num amor que não faz meu espírito sorrir...

(Cris)                                


"
19,"
Agradeço a você, meu amor, pelos quatro anos vividos


                                    São quatro anos de amor. Também de momentos difíceis, vários desafios, algumas palavras irrefletidas, mas são, sobretudo, quatro anos de muito amor. Porque só o amor nos poderia ter feito, apesar de tudo, chegar até aqui. Pois apenas o amor conseguiria nos manter lado a lado contra todas as probabilidades.

É muita a gratidão que sinto. Com você na minha vida tenho tudo. Seus olhos são a paz, sua voz é meu refúgio, seu abraço é meu sustento, seu beijo é a força que me revigora e me acalenta. Estou onde devo estar, com quem quero estar, com uma vida inteira pela frente. Você é o motivo de a querer viver com toda intensidade.

São quatro anos de amor, e é impossível explicar tudo que ficou para trás. As memórias que guardarmos são maravilhosas, recheadas de mágica e paixão. E é com o olhar focado no futuro que hoje digo com toda certeza que quero você comigo eternamente.                                


"
20,"
O que um amor não correspondido me ensinou


                                    Hoje vou ignorar meu coração. Ele é traiçoeiro e me faz correr atrás de alguém que não corresponde aos meus sentimentos. 

Talvez se eu permitisse que a razão falasse mais alto, não sofreria tanto como tem acontecido. Provavelmente esse é o segredo para esquecer quem não merece o meu amor.

É triste querer uma pessoa e não poder provar para ela o que somos de verdade. Mas acredito que muitas coisas ruins que nos acontecem trazem lições valiosas. 

E esta situação me fez acreditar que tenho que aguardar, pois uma pessoa especial deve estar me esperando para no futuro me amar.                                


"
21,"
A vida tem sido maravilhosa do seu lado

 


                                    Meu amor, quatro perfeitos e inigualáveis anos se completam hoje desde o mágico dia em que nossas vidas se entrelaçaram para sempre. Feliz aniversário de casamento!

Hoje não poderia desejar mais felicidade, ou que esses últimos anos da minha vida fossem melhores, pois é impossível sentir mais felicidade, mais entusiasmo, mais realização que aquelas que eu agora sinto. Meu amor, tem sido maravilhosa a vida do seu lado, e apenas desejo que assim seja para sempre! Eu te amo!                                


"
22,"
Um Amor Arriscado


                                    Nossa amizade vai sempre prevalecer! E é por isso que um amor entre nós é impossível de acontecer. Por vezes também gostaria que as coisas fossem diferentes; que a ligação existente tivesse outra força. 

Mas não é possível mandar nos sentimentos – você sabe! Somos amigos, seremos sempre os melhores amigos e jamais vou arriscar perder você. Iniciarmos um outro tipo de relação seria um risco, uma aposta que não mereceríamos fazer! Beijo do meu coração para o seu!                                


"
23,"
Aprendendo a ser Pai


                                    Aprender a ser pai não é tarefa fácil nem acontece de um dia para outro. Mas também não há um jeito perfeito de ser pai. 

Pois o importante é que haja amor, dedicação e honestidade. O que conta é estar presente na vida dos filhos, é lutar todos os dias pela felicidade deles. O que realmente faz de um homem um bom pai é o amor incondicional que ele sente pelos seus filhos. 

Na verdade, aprender a ser pai é aprender a amar alguém mais que a si próprio, é ser herói e guerreiro e ter como única recompensa um sorriso e o amor infinito dos filhos. E melhor recompensa que essa é impossível encontrar!                                


"
24,"
Súplica


                                    Sou infantil em acreditar num amor impossível vivo num
mundinho que nenhum mal pode me alcançar, esqueço de viver
a realidade, a realidade dói o sonho quando começa a doer
tem como mudar ele.

Só que esse mundinho dos sonhos não temos condições de ser
feliz por completo, esse mundinho medíocre em que vivo, está
rodeado por altos muros onde não consigo enxergar a realidade
fora dele.

Preciso de alguém pra poder ajudar-me a destruir esse muro.
Mas tenho medo do que vou encontrar lá fora.
Tenho pavor do que possa me acontecer depois que sair daqui.
O que faço ó Pai, só você pra poder me guiar por este estranho
caminho, preciso de seu apoio, de suas mãos a me guiar.

Ó Pai qual caminho a seguir?
Qual tijolo deve tirar primeiro, o do medo ou da timidez ou
tantas as outras que coloquei nesse muro...

Pai torna os meus olhos os seus.
Faça com que eu enxergue tudo de maneira mais clara, faça
com que eu não tenha mais medo das outras pessoas.

Pai me tire desse mundinho de solidão, ajuda-me livrar desta
agonia, desse desespero que assola minha vida.

Daí-me mais tranqüilidade. Segure-me tenho medo de caminhar,
ajude-me estou com medo, proteja-me do mal que eu mesma criei,
ensina-me a acreditar nos outros e o mais importante ensina-me
a amar assim como o Senhor nos amou, sem pedir nada em troca,
sem cobrar dos outros aquilo que não temos em nós mesmos.                                


"
25,"
A amiga mais divertida


                                    Não precisei muito tempo do seu lado para descobrir que sorriso igual ao seu não existe no mundo. Que alegria mais contagiante que a sua é impossível de encontrar. E que quando tenho o privilégio da sua companhia, não existe tristeza. Feliz aniversário, minha amiga mais divertida!

Você sabe melhor do que ninguém curar uma dor da alma, amparar uma lágrima, aquecer o frio da solidão que às vezes é inevitável. Você é amiga e certeza de sorriso e conforto, pois do seu lado parece que sentimentos abaixo da alegria, entusiasmo, esperança, amor ou semelhantes, são impossíveis de serem sentidos.

Talvez você tenha nascido com o dom da perpétua alegria, ou talvez você seja assim para fazer os outros felizes, mas seja como for você é simplesmente a melhor! A melhor amiga, a melhor pessoa que eu já conheci, e merece toda felicidade do mundo e mais ainda. 

Parabéns para hoje, e felicidades eternas para você que tanta felicidade dá aos outros!                                


"
26,"
Voz No Vento


                                    Ouço uma voz no vento
Que me chama,
Sinto um perfume que enfeitiça,
Uma sensação que me assusta.
Perfeitamente sei de quem é a voz,
O perfume, 
E porque sinto uma sensação 
Tão assustadora.
A voz é a do meu amor,
O perfume é o do seu corpo,
E a sensação é a saudade
Que machuca minha paz.
Meus olhos já não choram,
Porém meu coração está aos prantos
Desde que você se foi...
Disfarço, finjo estar bem,
Mas é impossível 
Passar o dia sem me lembrar de você.
Sinto vontade de procurá-lo,
Mas não posso,
Pois não basta só eu sentir saudades.
Voz no vento
Que não para de me chamar,
Quer me enlouquecer,
Porém sei me defender.
Fico aqui parada para que 
O vento não me leve até você,
Pois assim talvez eu descubra
Qual o desejo que está 
Nessa voz que não cessa
Desse vento que me toca
E me transforma...                                


"
27,"
Esse bebê terá o melhor papai do mundo

 


                                    Fico feliz por essa bebê que vai nascer porque sei que ele vai ter o melhor papai do mundo. Tenho certeza que juntos viverão momentos incríveis e que serão os melhores amigos.

É impossível você disfarçar a alegria e o entusiasmo que sente porque esses sentimentos estão presentes de forma evidente no brilho do seu olhar e do seu sorriso. O coração certamente bate cada vez mais forte à medida que se aproxima o tão aguardado dia do nascimento.

Que Deus abençoe muito essa nova fase da sua vida que está chegando e que sua família seja presenteada com muito amor.                                


"
28,"
Toda mãe vive para amar seu filho


                                    De todos os amores que o mundo contém, nenhum se compara ao amor de uma mãe pelo seu filho. É para eles que vivemos, por eles que somos capazes de lutar pelo impossível.

Ter um filho é conseguir um tesouro de valor incalculável e guardá-lo todos os dias com todo carinho e atenção. É um sentimento inexplicável que embeleza nossa existência e que concede à nossa alma o maior senso de realização.                                


"
29,"
Amor não correspondido 


                                    O cupido, muitas vezes por distração ou por pura diversão, causa furor em nosso coração, se atrapalha com as flechas e nos faz viver amores não correspondidos. Quem nunca viveu uma paixão solitária? Nunca amou e não foi amado? Quem, pelo menos uma vez na vida, nunca viveu um amor não correspondido? É triste, é dolorido, mas ao menos uma vez na vida, vamos passar por isso...

Podemos demonstrar os nossos sentimentos, declarar o nosso amor, mas nunca exigir reciprocidade. Infelizmente, não mandamos nos nossos sentimentos e menos ainda nos sentimentos dos outros. Se você se descobriu vivendo um amor não correspondido, por muito que custe abandonar as expectativas, o melhor a fazer é dar o assunto por encerrado. 

Não adianta tentar convencer o outro que ele só vai ser feliz se lhe amar. Se a pessoa por quem você se interessou não se interessa por você, não pense que a culpa é sua e não deixe que isso afete a sua autoestima. Pense que foi uma brincadeira irresponsável do cupido brincalhão, respire fundo, recupere e siga em frente.

O amor não correspondido pode até ser fonte de inspiração, mas é muito melhor quando é correspondido.  Uma hora, com mais atenção, o cupido acertará as flechas nas pessoas certas.                                


"
30,"
Uma Batalha Sem Vencedor


                                    Chegamos ao final. Acabou! Basta de lutar por uma batalha sem vencedor. Eu amo você, mas é impossível conhecermos a felicidade plena. Vivemos um amor proibido, um amor sem saída; um amor que não conhece paz! 

É um amor que adoraria viver para sempre, mas que traz guerra para minha vida. Vou sentir sua falta, jamais vou esquecer o que vivemos. Mas vou procurar ser feliz de verdade. Faça igual. Até um dia!                                


"
31,"
Amor proibido


                                    Sem ao menos esperar você chegou
e tomou conta do meu coração.
Não poderia ao menos imaginar o quanto iria te amar...
você chegou de mansinho,
e com todo seu carinho me fazendo delirar.
Pena que chegou em hora errada,
sem hora marcada e sem licença conseguiu me conquistar.
Confundiu minha cabeça e meu coração.
E agora? O que fazer se não posso te amar?! 
O tenho apenas em meus pensamentos
e em lindos sonhos que me fazem flutuar.
Mas são apenas sonhos, muito difíceis de se concretizar.
Sonhos que ficarão para sempre na lembrança do seu olhar.
Um olhar meigo e sedutor, um olhar que fica...que marca por toda a vida!
As vezes me pego a pensar, como posso dois corações em um só coração guardar?
A vida é mesmo surpreendente, nunca sabemos o que pode nos esperar.
Mas devemos seguir nossos caminhos e nossa felicidade buscar,
conquistar todos os nossos sonhos e quem sabe um dia nos reencontrar??!!
Desejo à você toda felicidade do mundo e que todos os seus sonhos possam se realizar.

DE ALGUÉM QUE MUITO TE ADMIRA...                                


"
32,"
A importância de valorizar a família


                                    Valorize sua família. O maior erro que você pode cometer é ignorar aqueles que lhe deram teto, afeto e lhe ensinaram tudo que sabe. Ao contrário de outros amores, o amor da família é incondicional e será impossível encontrar outro tão genuíno como esse.

É verdade que às vezes membros da família nos desiludem, mas não existe perfeição em nenhum lugar. Ame seus familiares com seus defeitos e virtudes e acredite que eles também farão o mesmo por você. 


"
33,"
A Poesia do Amor Perdido


                                    Um amor que termina 
que se desfaz em pedaços
que se perde no vento

Um amor que vai embora
que nos deixa sozinhos
que não nos abraça

Um amor que vale tudo
que não tem preço
que não tem igualdade

Um amor maior que outros
que rejuvenesce qualquer um
que ama quem ama ou não ama                                


"
34,"
Você nunca passou de um sonho impossível


                                    Talvez eu quis demais. Escolhi você para ser tudo em minha vida e decidi que era em suas mãos que iria entregar meu coração. Mas logo percebi que tudo não passou de um sonho, um desejo que seria impossível de concretizar.

O coração fica destroçado quando se ama em vão. Ninguém gosta de se apaixonar por alguém que nos olha com indiferença. Só espero que o tempo cure as feridas que ficaram, pois não se esquece de um dia para o outro alguém que nos marcou profundamente. 


"
35,"
Uma Relação Impossível de Acontecer


                                    Juntos passamos por momentos maravilhosos. Sorrimos, brincámos e até confessamos algumas histórias das nossas vidas. Mas tenho certeza que não estamos preparados para um outro passo. 

Estou feliz com nossa amizade colorida. Tenho medo de arriscar para outro nível, aliás, não sinto que seja possível. Acho até que uma história de amor séria entre os dois seria algo impossível de acontecer. 

Mas uma coisa eu prometo: nossa amizade vai sempre ser mais forte que qualquer outra coisa. Beijo.                                


"
36,"
Meu Coração Ainda Te Ama


                                    Meu coração ainda te ama. Minha cabeça não! Mas é meu meu coração que fala mais alto, aliás, ele grita! É impossível não o escutar, não acreditar nos seus sons. 

Eu ainda amo você, e amo de uma forma que transforma qualquer dor em alegria e qualquer felicidade em tristeza se você não me quiser mais. Preciso ser feliz, meu bem! E só o conseguirei se estivermos juntos, se tiver a chance de cuidar de você! Por favor!                                


"
37,"
Pode Acreditar em Mim


                                    Você pode ter mil dúvidas na vida e outras mil incertezas, mas de uma coisa você pode acreditar: eu amo e amarei você até ao infinito do tempo. Ao seu lado sou feliz e sinto que nada é impossível de realizar. 

Todo amanhecer é especial porque sei que estamos juntos e até dormindo sonho com nós dois. Isto não é só amor, é algo ainda maior que nem nome tem. Adoro você, meu bem! Beijo.                                


"
38,"
A Força de um Amor Impossível


                                    O que um dia acreditei ser possível acabou por se tornar uma desilusão. Nossa ligação não dá certo; assim não dá! A distância que nos separa é mais forte do que o amor que nos une. 

Acho que entre nós é impossível dar certo. Você sempre foi uma pessoa muito dedicada, mas isso não é suficiente. É preciso viver! 

E a vida está a fugir das nossas mãos. O sentimento existe, meu bem, mas não é suficientemente forte para vencer a saudade que nos machuca todos os dias. Merecemos ser felizes; inteiramente felizes! Beijo.                                


"
39,"
O Amor Quebrou


                                    Eu gosto muito de você e confesso que gostaria que as coisas tivessem sido diferentes. Mas agora não tem como voltar atrás! Nossa união quebrou! O amor chegou ao final e agora é impossível continuarmos juntos. 

Eu desejo que a vida seja sempre sua amiga, mas você precisa entender que o máximo que lhe posso oferecer é minha amizade. Força! Um beijo.                                


"
40,"
Meu padrasto, meu pai


                                    Em você eu encontrei uma figura paterna como não pensei ser possível. Em seu coração o meu encontrou o amor e o carinho sinceros de um verdadeiro pai. 

Feliz dia dos pais, querido padrasto! Hoje seria impossível imaginar minha vida sem você. Pois você é o pai que a vida me deu de presente mais tarde. 

Mas seu amor e dedicação compensam por todo o tempo que estivemos separados. Eu te amo, meu padrasto, meu pai!                                


"
41,"
Você é sinônimo de amor


                                    Feliz aniversário, meu amor! 
Sabe por que é que sempre chamo você de amor? Porque desde que conheço você o amor tem o seu nome, e você é sinônimo de amor. Porque já não consigo lembrar como eram meus dias antes de namorar você, em que pensava eu o dia todo? Com o que sonhava eu a noite toda?

Hoje você é tudo para mim, o melhor namorado, o melhor amigo, o melhor companheiro de vida, e é impossível imaginar uma vida sem você. Eu amo você, e apenas desejo que seja tão feliz quanto eu sou ao seu lado!                                


"
42,"
Coração VS Cabeça


                                    O amor é um monstro que nos leva a cabeça para bem longe. Ele conseguiu fazer de nós dois uns apaixonados sem qualquer consciência, mas talvez isso mesmo seja o amor. Um sentimento sem qualquer tipo de racionalidade. Acontece que a gente não tem mais condições para continuar. Nosso envolvimento é proibido. Chega até a ser perigoso demais e você sabe isso tão bem quanto eu. É hora de colocar o ponto final em nossa ligação.

Bem sei que o afeto não vai nunca chegar ao fim, porque a gente viveu coisas demasiado lindas e reais para agora tudo desvanecer. Será difícil, muito duro até, mas não dá mais. O problema é que não podemos continuar magoando as outras pessoas. Sempre soubemos que um dia estas questões seriam colocadas em cima da mesa, meu bem. Não é falta de amor. Não é desistir do risco. É usar a cabeça para entender que estamos machucando todo mundo, inclusive a nós dois. Nosso amor merece mais. Nosso amor é uma história que vai continuar com a gente separado.
Desejo tudo de bom para sua vida.
Seja Feliz! 


"
43,"
O amor que sinto é como as estrelas do céu

 


                                    Olhe para o céu e tente contar as estrelas que lá brilham. Assim como não se consegue chegar a um número conclusivo, é também impossível calcular o amor que sinto por você.

Todos os dias descubro uma nova razão para querer ter o seu sorriso mais perto de mim, e cada vez tenho mais a convicção que preciso da sua companhia para toda a vida.

Boa noite, meu amor!                                


"
44,"
Quem Sou e Quem Quero


                                    Nossa história representa quem sou, o que quero fazer e quem quero ao meu lado. Eu sou apaixonada por você, quero construir uma vida baseada no amor e na verdade ao lado do amor da minha vida: você! 

Eu sei que nossa relação terminou, mas é impossível nossa ligação ter chegado ao final. Por favor, me dê uma chance de provar que ainda podemos ser muito felizes! Te amo, meu bem!                                


"
45,100 frases de amor para filha amada carregadas de sentimento que vão derreter seu coração
46,"
O Poder Incontrolável do Amor


                                    O amor tem poderes que nem sempre conseguimos controlar. Eu sei que não é fácil, amiga! Mas chega uma hora que temos de decidir o que é melhor. 

E é aí que devemos demonstrar o quanto somos fortes e revelar o tamanho da nossa força. Basta de ficar aí chorando por uma história que não deu certo! Você não está sendo correspondida no amor, e daí? 

Levante a cabeça e continue caminhando, porque o que é seu vai chegar. Tenho certeza que a felicidade estará sempre do seu lado. Você só precisa ser forte! Te adoro, amiga!                                


"
47,"
O Amor é Inexplicável


                                    Acho que nunca demonstrei verdadeiramente o amor que sinto por você, o carinho que tenho pela pessoa que está do meu lado. Acho até que nunca fui capaz de falar todas as coisas que me apaixonam em você, meu amor! 

E tenho certeza que jamais conseguirei. Sim, porque quando o amor é verdadeiro, forte e belo como o nosso fica impossível descrever ou demonstrar integralmente o que se passa no coração. 

Você será sempre o amor da minha vida! Vou tentar demonstrar todos os dias o quanto sou feliz do seu lado. Mas não prometo conseguir. Prometo tentar! Prometo amar você eternamente!                                


"
