,0
10,"
Meu sogro e segundo pai, Feliz Dia dos Pais


                                    A vida me ofereceu um segundo pai. Querido sogro, tenha um dia dos pais mega feliz, incrivelmente belo, único. Você sabe que o sentimento que nos une é simplesmente maravilhoso. 

E é também por isso que torço para que a jornada de hoje fique guardada na sua memória por todas as melhores razões. Você está sempre perto, sabe como me ajudar, dar apoio, ensinar. 

Pai é também aquele que mesmo não compartilhando o sangue consegue se multiplicar para compartilhar amor. Pessoas como você merecem tudo que existe de bom neste mundo. 

Meu sogro, seja sempre feliz!
Feliz Dia dos Pais!                                


"
11,"
Celebrando o primeiro dia dos pais


                                    Feliz Dia dos Pais! Esta é a primeira vez que você celebra esta data e por isso será certamente inesquecível. Mas quando um homem se torna pai toda a vida passa a ter um sentido diferente, e todos os dias se vivem momentos inesquecíveis. 

Aproveite tudo, cada risinho, os primeiros passinhos, as primeiras palavras... pois pai é pai a vida toda, mas filho só é bebê durante uns anos.                                


"
12,"
Admiro as suas qualidades como pai, amigo


                                    Você foi sempre uma pessoa que eu muito admirei e cujo o exemplo de fé eu procurei seguir, querido amigo. 

Mas admiro ainda mais as suas qualidades como pai, a forma como ensina os seus filhos o caminho de Deus e de como eles respeitam a sua palavra. 

Tenha um Dia dos Pais feliz na companhia de seus filhos e de Deus!                                


"
13,"
Palavras para meu pai que é meu grande herói


                                    Há muitos gêneros de pais. Muitos. Alguns são incríveis, outros nem por isso; outros são únicos. É o caso do meu. Papai, você é meu herói, meu tudo, minha razão de sorrir e viver. Feliz Dia dos Pais!

Agradeço todos os instantes neste mundo. Quero muito reconhecer todo carinho e amor que seu coração me ofereceu. Acredite que nada acontece em vão. E é por isso que tenho certeza que sua vida será sempre brilhante.

Farei tudo para garantir sua satisfação com o dia a dia. Nada será menor porque lutarei sempre para ver você feliz, sorrindo e encantando com o mundo e a vida. Pais como você são poucos, aliás, só conheço o meu.

Quero que você olhe bem fundo nos meus olhos sempre que se sentir triste, porque aí encontrará força para continuar. É aí, no fundo do meu olhar, que reside a verdade do amor, do nosso amor. Eu te amo, papai, hoje, amanhã, todos os dias...                                


"
14,"
Pai significa amar muito









Ser pai não é só gerar vida, mas cuidar, proteger e acima de tudo amar muito. Feliz Dia dos Pais!                                    


"
15,"
A Paixão de Um Filho


                                    Não tenho medo do que possa acontecer, porque tenho certeza que tudo vai acabar bem. Você vai sair dessa! Essa doença vai desaparecer rapidamente, e em breve vamos estar rindo de todos esses momentos difíceis que estamos atravessando, meu pai. 

Você é forte, batalhador e um homem muito bom. Só peço que continue acreditando – agarre a esperança e lute com todas suas forças. Eu vou estar sempre de seu lado! Te adoro, pai!                                


"
16,"
Para meu herói que está longe, um feliz dia dos pais


                                    Meu querido pai, sei que estamos distantes, mas ainda assim sinto que nossos sentimentos nunca foram tão fortes, especialmente hoje no dia dos pais.

Quero que você nunca se esqueça que eu sempre vou ter muito orgulho em ter um pai como você e da sorte que eu tenho em poder ter você como exemplo na minha vida.

Esta distância entre nós não é nada comparada com a força que o nosso amor tem! Feliz dia dos pais, meu herói!                                


"
17,"
Neste dia dos pais eu recordo o meu com saudade


                                    Este dia dos pais é diferente, é também marcado pela ausência, por aquele vazio de quem se foi cedo demais. Gostaria que meu pai estivesse aqui para lhe confessar todo amor que sinto por ele!

Eu sei que não é possível, seu corpo cedeu à morte e não está mais aqui. Eu sei, mesmo assim é difícil de aceitar. 

Perder um pai como eu perdi o meu é também perder o rumo à felicidade e alegria na vida. Mas eu não posso deixar passar este dia sem lhe fazer a devida homenagem. 

Papai, esteja onde estiver, se puder me ler e escutar, eu quero que saiba que o amo acima de qualquer coisa ou pessoa e também que o considero o melhor pai do mundo. Até um dia e descanse em paz.                                


"
18,Dia dos pais na sua companhia
19,"
Aprendendo a ser Pai


                                    Aprender a ser pai não é tarefa fácil nem acontece de um dia para outro. Mas também não há um jeito perfeito de ser pai. 

Pois o importante é que haja amor, dedicação e honestidade. O que conta é estar presente na vida dos filhos, é lutar todos os dias pela felicidade deles. O que realmente faz de um homem um bom pai é o amor incondicional que ele sente pelos seus filhos. 

Na verdade, aprender a ser pai é aprender a amar alguém mais que a si próprio, é ser herói e guerreiro e ter como única recompensa um sorriso e o amor infinito dos filhos. E melhor recompensa que essa é impossível encontrar!                                


"
20,"
Ao grande amigo, um ótimo dia dos pais


                                    Feliz dia dos pais, meu grande amigo! Espero que todo o amor que deposita em criar seus filhos volte em dobro neste dia tão especial!

Quem o conhece sabe como você se dedica de corpo e alma para dar a melhor vida possível para seus filhos! Você é um exemplo para todos os pais do mundo!

A vida ainda lhe trará muitas alegrias e recompensas, pois sei que o afeto que você tem pelos seus filhos e sua família é sincero e vem do fundo do seu coração.

Que o seu dia dos pais seja incrível e que fique gravado para sempre na sua memória! Parabéns!                                


"
21,"
Ser Pai é Dar Amor


                                    Ser homem e pai como você, é carregar no coração toda verdade do amor. É embarcar numa viagem sem fim, numa alegria desmedida! Talvez por isso o admire tanto, querido sogro. 

Na verdade, reconheço que você fez um ótimo trabalho com seu filho – meu amor, meu confidente, meu marido. Sei que ele tem muito orgulho em você, por todos os ensinamentos e pela verdade dos sentimentos. Essa é minha humilde homenagem para o melhor sogro que existe!                                


"
22,"
Para Meu Querido Pai 


                                    Papai,
Louvo a Deus
todos os dias por ser sua filha.
Por que tu és para mim um exemplo!
Que coisa maravilhosa
é poder contar com você
e estar ao seu lado nos dias tristes
e também nos mais felizes de minha vida.

Te desejo hoje um Feliz Dia dos Pais!
Te amo.                                


"
23,"
Para pai de primeira viagem


                                    Que bom será você ser pai. A primeira vez traz sempre muita responsabilidade. Tudo é novidade e nunca se está devidamente preparado. Mas quando se carrega um filho nos braços, a vontade de o proteger e o amor que se quer dar a ele, são sentimentos instintivos. 

Ser pai é uma qualidade que já nasce conosco e que simplesmente podemos desenvolver, para criarmos melhor desse bebê que é nosso.

Já pensou na bênção que será cuidar de uma vida que depende de você? Não há maior privilégio do que ver nossa criança crescer e poder ensinar-lhe assuntos importantes. 

As primeiras palavras, as primeiras conquistas, todos os momentos serão significativos e encherão você de felicidade. 

Ser pai de primeira viagem é uma experiência incrível que você nunca esquecerá. Desfrute de cada momento com seu filho e faça com que ele sinta muito orgulho de você!                                


"
24,"
Pai, um grande amor

 


                                    Pai palavra doce e bonita. Pessoa de fibra e coragem, eu amo amar você. Na vida às vezes, por medo ou vergonha, deixamos de dizer o que sentimos e isso pode ser ruim, pois quando você desejar dizer já pode ser tarde demais. 

Por isso eu todos os dias demonstro, falo e assumo que você é a razão de meu viver, é o meu grande amor, amigo, confidente, enfim, você é tudo para mim.

Te amo mais que tudo nesta vida! Obrigado pelos conselhos, pelas lágrimas que você não deixou cair, pelo abraço, pelo beijo, pelo sono velado. Meu herói especial, beijos e feliz dia dos pais! Obrigado por ser esta pessoa maravilhosa!                                


"
25,"
O primeiro Dia dos Pais


                                    Tudo tem um começo, tudo tem uma primeira vez. E você que é um pai espetacular vai hoje celebrar seu primeiro dia dos pais. Esta será uma estreia muito especial. Parabéns! 

É incrível como a vida pode ser bondosa e profundamente justa: tudo no seu coração é mágico, é bom; é deslumbrante e talvez seja por isso que o universo conspira tanta felicidade para sua vida.

Aproveite muito este dia que tem tudo para ser belo e memorável. Você merece o melhor dia de todos porque é o melhor pai que existe. Nunca mude! Continue sempre assim. Feliz dia dos pais!                                


"
26,Primeiro Dia dos Namorados juntos: dicas para celebrar esta data tão especial
27,"
O melhor pai do mundo é este que sempre esteve comigo

 


                                    Hoje é muito mais que o Dia dos Pais, é o dia do melhor pai do mundo e aquele que ao longo de toda minha vida esteve presente em todos os momentos. Pai, assim como meu amor, o dia de hoje é todo seu!

Ter você na minha vida é a prova de que Deus está olhando por mim. Pai, eu tenho muita sorte em ter a sua mão para segurar e seus conselhos para ouvir. Amo muito você e desejo um Dia dos Pais maravilhoso!                                


"
28,"
Com amor e gratidão para pai


                                    Neste dia especial de homenagem aos pais eu quero lembrar ao mundo que o melhor de todos é o meu. 

Não estou exagerando, pois cresci e aprendi quase tudo com ele. Hoje sou a pessoa que sou graças aos seus ensinamentos, ao seu amor e paciência. 

Não há palavras nem tempo suficiente para contar e agradecer por tudo que você já fez por mim. Eu te amo, meu pai. Feliz Dia dos Pais!                                


"
29,"
Para mãe que desempenha tantos papéis, um feliz Dia dos Pais


                                    Deus não me deu tudo que eu já pedi, mas certamente deu tudo que eu precisava para ser feliz quando fez de você, minha mãe. Por ser a melhor pessoa que poderia existir na minha vida você merece tudo, até celebrar este Dia dos Pais! 

Você é mãe, pai, amiga, confidente, professora e o que mais precisar ser, não há nenhum papel que você não consiga desempenhar com maestria. O orgulho que sinto de você  não cabe no peito.

Mãe, eu sei que hoje é Dia dos Pais, mas quando o assunto é lhe homenagear, todos foram feitos para você! Que Deus continue sempre olhando por você!                                


"
30,"
Meu pai, meu guerreiro


                                    Quando você agarra em suas armas e coloca sua forte armadura, eu sei, meu querido pai, que não há mais razões para temer. Você é um verdadeiro guerreiro, que não tira vidas, nem causa derramamento de sangue, mas que defende sua casa contra todos os problemas e adversidades. Sua luta diária não é por conquista de território, mas por conseguir o bem estar de todos os membros de sua família. E é por isso que eu tenho tanta admiração por você.

Em seu suor e sacrifício está espelhado o amor que move você a nunca desistir. Nosso sustento sempre foi fruto de seu grande empenho. E tantas foram as vezes que ouvi suas sábias palavras, seus conselhos sempre oportunos que, na verdade, me têm sido bastante úteis. Seu exemplo sempre será um grande modelo que vou querer imitar e minha gratidão nunca terá fim. Eu te amo, meu pai, meu guerreiro.                                


"
31,"
Meu padrasto, meu pai


                                    Em você eu encontrei uma figura paterna como não pensei ser possível. Em seu coração o meu encontrou o amor e o carinho sinceros de um verdadeiro pai. 

Feliz dia dos pais, querido padrasto! Hoje seria impossível imaginar minha vida sem você. Pois você é o pai que a vida me deu de presente mais tarde. 

Mas seu amor e dedicação compensam por todo o tempo que estivemos separados. Eu te amo, meu padrasto, meu pai!                                


"
32,"
Este é seu dia, papai, aproveite


                                    Pai, hoje é seu dia, aquela data em que pessoas como você merecem ser homenageadas por tudo que proporcionam aos seus filhos. Eu sou mesmo uma pessoa de sorte por ter você ao meu lado. Feliz Dia dos Pais!

A forma como você me trata é algo que me faz sentir tão bem! Todo aquele cuidado, carinho; eu jamais irei esquecer a delicadeza com que me educou e educa a ser uma pessoa melhor. É também por isso que lhe desejo um dia bonito.                                


"
33,"
Meu sogro, um exemplo de pai


                                    Feliz dia dos pais, querido sogro! Você é um dos melhores exemplos que eu já conheci na vida do que é ser um grande pai e um exemplo de homem.

O mérito de um pai se reflete nos seus filhos, e no seu caso tal verdade vive na pessoa que eu tanto amo e com quem compartilho a minha vida, e por isso também lhe devo um agradecimento.

Espero que hoje receba as merecidas homenagens com muita alegria no seu coração, pois você é um grande homem e um grande pai!                                


"
34,"
Agradeço por tudo que você é, marido


                                    Eu não sei se agradeço mais pelo marido que tenho, ou pelo pai que meus filhos têm. Com certeza você é o melhor que eu poderia sonhar nas duas funções.

Fico emocionada ao ver você brincando com as crianças e mais ainda por ter ganhado um companheiro tão incrível para minha vida. Hoje, sinta-se homenageado, meu amor. Sua família só é especial porque você existe.

Ao melhor marido, melhor pai e melhor companheiro, desejo um dia dos pais repleto de felicidades! Amo você!                                


"
35,"
Feliz dia dos Pais, meu Amigo


                                    Meu amigo, para você que embarcou sem medos ou dúvidas nesta grande e divina aventura que é ser pai, hoje eu quero lhe desejar um feliz dia dos pais!

Sei que receberá merecidas homenagens neste dia especial, mas também sei que a maior e melhor homenagem virá com o tempo. 

Assistir ao crescimento, à evolução, de um filho através da vida é sem comparação a melhor recompensa da paternidade. Desfrute plenamente dessa dádiva, meu amigo!                                


"
36,"
Feliz dia ao meu irmão que se tornou um ótimo pai

 


                                    É tão gratificante ver o pai incrível que você se tornou, querido irmão. Eu vi você crescer e amadurecer muito nos últimos tempos e é muito bom ver o seu orgulho em ser pai.

Tenha um feliz dia ao lado da sua família linda. Aproveite a companhia das suas crianças e da sua esposa maravilhosa. Você é um exemplo de força e ternura.

Nunca perca este seu jeito especial de educar e cuidar da sua família. Tenha um ótimo dia dos pais!                                


"
37,"
A mãe que sempre foi pai também


                                    Você foi, é e sempre será o maior exemplo de amor que algum dia conheci na vida. Neste dia dos pais eu quero lhe desejar a jornada mais linda de todas, porque você é mãe e é pai ao mesmo tempo e merece ser feliz!

Eu a amo profundamente! Não há um só momento em duvide do meu sentimento. Tudo que me proporcionou, todas as coisas lindas que me ofereceu, tudo, tudo isso está gravado na minha memória. 

Saiba também que é a minha inspiração número um. Não é qualquer pessoa que tem a força e a dedicação que você tem, mesmo no meio de grandes tempestades. 

Mãe, esta é minha homenagem. Eu a adoro e torço pelo seu bem-estar todos os dias! Nunca deixe de ser assim, uma autêntica guerreira da justiça e do amor. Feliz Dia dos Pais, mamãe!                                


"
38,"
Homenagem aos melhores pais



"
39,"
Meu Segundo Pai


                                    Você é o pai que qualquer pessoa gostaria de ter! Sua atenção constante, essa preocupação, todos os ensinamentos, todas as coisas que um pai deve oferecer a seus filhos, você dá para mim e nem sou sua filha. 

É por isso que não o vejo somente como um sogro exemplar, mas também como um segundo pai. É que a relação maravilhosa que você tem com meu marido – seu filho, é a mesma que tem comigo. Isso demonstra o quanto você é maravilhoso. Obrigada por tudo!                                


"
40,Pai significa amar muito
41,"
Ao Melhor de Todos os Pais


                                    Quando cheguei a este mundo
Jamais poderia imaginar que seria tão feliz.
Mesmo sem entender muita coisa no início
Já percebia os benefícios
De todo amor que tinha recebido.

Você inspirou os meus primeiros sorrisos
Esteve sempre ao meu lado
Em qualquer intuição de perigo.
E não tenho vergonha nenhuma de 
Declarar um bordão super antigo,
Que você além de meu pai
É o meu melhor amigo!

Saiba que as broncas que recebi
Não foram em vão.
Com você alcancei
Os melhores aprendizados
E hoje consigo perceber
Que tudo isso já vem incluído
Quando se tem um pai de verdade.

Espero que todo o trabalho lhe dei
Também tenha valido a pena.
Pois tenho um orgulho imenso
De ter você como a melhor referência,
Pois cada segundo ao seu lado
Tenho mais um momento de felicidade
À minha vida adicionado.

Parabéns pelo seu dia, pai!
Você será para sempre
Um personagem principal em minha vida!                                


"
42,"
Marido ideal e pai perfeito


                                    Você é o marido ideal e também o pai perfeito. Meu amor, feliz dia dos pais!                                


"
43,"
Melhor Namorado, Melhor Pai


                                    Feliz dia dos pais, meu amor! Você é um homem extraordinário, sempre foi o melhor dos namorados, e agora se revelou também como o melhor dos pais.

Estar do seu lado é um orgulho para mim, pois além do amor que compartilhamos hoje eu sei que melhor homem não existe!

Hoje eu desejava homenagear você da melhor forma, mas na verdade a melhor homenagem para você está no sorriso perfeito do nosso filho, quando você o contempla com seu olhar de ternura e amor sem fim.                                


"
44,"
Homenagem aos homens que sabem o valor de ser pai


                                    Hoje é o dia de celebrar a dedicação e o amor de pessoas muito especiais. Feliz dia dos pais a todos que exercem esta função com atenção e carinho.

Aos papais deste mundo, sintam-se abraçados! Todos vocês que sabem o verdadeiro significado de ser pai. Vocês que ensinam, educam e protegem seus filhos e filhas como ninguém merece todas as homenagens.

Abracem seus filhos, estejam com suas famílias e acima de tudo, sintam-se homenageados. Feliz dia dos pais!                                


"
45,50 frases de aniversário para pai que vão deixar o dia dele mais feliz
46,"
Uma palavra aos melhores pais


                                    A todos os pais que dariam a vida pelos seus filhos eu deixo uma palavra de gratidão e amizade. Feliz Dia dos Pais!                                


"
47,Dia dos namorados: as melhores dicas para alimentar a chama do amor
48,"
Agora que você vai ser pai


                                    Hoje me sinto no centro do mundo, portadora da boa nova que trará alegria sem fim. Vou ter que te contar, a notícia do dia, a mudança de uma vida. Meu querido marido, nosso amor dará mais um passo em frente, e você será ainda mais homem, uma vez que será pai também. Estou tão feliz por poder partilhar isto com você, que já não consigo esperar à hora de expressar esta emoção com um forte abraço.

Em breve seremos mais um e todos cresceremos com esta nova realidade. Você instruindo a criança com seus bons conselhos e eu cuidando dela com amor de mãe. Seu sonho vai finalmente se cumprir e o meu ganhará agora vida. Nossa família será abençoada com este presente. Hoje quando voltar para casa, passe sua mão em minha barriga e eu sorrirei em retorno, só porque sei que você vai ser pai.                                


"
49,"9 maneiras diferentes de dizer “bom dia, amor”"
50,"
Meu dia dos pais sendo papai de primeira viagem


                                    Ser pai de primeira viagem é uma aventura e tanto. Hoje é meu primeiro dia dos pais ao lado do meu lindo bebê e eu não poderia estar mais feliz. Quero passar o dia todo com ele no colo, curtindo cada momento deste afeto.

Tem sido uma jornada inspiradora e a cada dia aprendo um pouquinho mais o que é ser pai. Ainda temos muito pela frente. Mas passar este dia dos pais ao lado da minha família é o que faz tudo valer a pena! Estou muito feliz em ser papai!                                


"
51,"
Um Novo Pai em Minha Vida


                                    Sou feliz porque você existe em minha vida. Porque fazemos parte da mesma família! Querido sogro, eu adoro você; adoro com todas as letras. 

Somos amigos de verdade. Nossas conversas são prova de cumplicidade, são como pequenos abraços fraternos. E isso alegra meu coração. Sinto que posso contar com seu apoio para tudo. 

Parece que o mundo nos cruzou para me oferecer um segundo pai. Porque é assim que enxergo nossa união, é coisa de pai e filha! Obrigada por todas as coisas lindas que me oferece todo o dia! Obrigada de coração.                                


"
52,"
Meu Pai, um presente de Deus


                                    Meu pai, você é uma das maiores bênçãos da minha vida, um presente de Deus, pois você não me deu apenas a vida, mas desde o início a protege, cuida e orienta.

Amo muito você, meu pai, e todos os dias peço a Deus que continue iluminando seu caminho, e que em seu coração faça nascer alegrias sem fim, paz e generosidade. A Deus agradeço pelo pai maravilhoso que possuo, e a você dedico todo o meu amor!                                


"
53,"
Você Nunca Vai Partir


                                    Você partiu cedo demais. Levantou voo deixando saudade no coração de todos. Sinto muito sua falta, querido sogro! Devo dizer que aprendi muito ao longo de todo tempo que compartilhamos experiências, histórias e frases soltas. 

Na verdade, desde cedo reconheci qualidades maravilhosas em sua pessoa. É por isso e muito mais que você nunca vai desaparecer totalmente: seu nome vai sempre viver em minha palavra e memória. Até sempre!                                


"
54,"
Homenagem ao Pai


                                    Pai, você é a razão de minha vida. Deus é realmente maravilhoso, Ele criou o mar para encantar o universo com o mistério de suas águas. Ele criou a natureza, para brilhar no nosso amanhecer, com o frescor da sua beleza, Ele colocou estrelas no céu, para que iluminasse os nossos caminhos. E Ele, na obra máxima de sua criação, me deu você!

Pai querido que enfeita o meu caminho e alegra os meus dias com o sorriso e sua força. Sem você, Pai, o que eu poderia encontrar? Caminharia pelo mundo sem ter os braços abertos, mas de punhos fechados, de olhos cerrados, e coração solitário. Você representa todos os meus sonhos, é por você que construo castelos, é para você que escrevo histórias nas páginas da minha história, da nossa história, do nosso cotidiano.

Para mim, basta apenas, Pai, que caminhe comigo, ajudando a contar as estrelas do céu, ensinando-me a traçar novos rumos, ensinando-me novamente a ser aprendiz, porque você tem o poder de trazer ao meu mundo o brilho da lua, a magia da noite, a suavidade da brisa, o calor do sol.

Você foi o mais maravilhoso presente de Deus, sem você não haveria motivo para eu existir... Obrigado, te amo muito!                                


"
55,"
Afeto e empatia no dia dos pais

 


                                    Aos homens que criam seus filhos com afeto e empatia, e não fogem da responsabilidade e prazer que é ser pai, desejo um dia magnífico!                                


"
56,"
Homenagem a meu grande amor e pai exemplar


                                    Quando eu pensei que não poderia amar você com mais intensidade, nós tivemos um bebê e eu vi você ser pai. Meu amor, ver você cuidar da nossa criança é algo que acendeu ainda mais a paixão e o respeito que tenho pela sua pessoa.

Você se mostrou um pai incrível, que protege, ama e cuida como ninguém. Hoje é o seu dia e eu falo isso por toda nossa família: você merece a maior homenagem do mundo. Agradeço muito por ter sua parceria durante esta aventura! 

Você é o melhor companheiro do mundo!

Feliz dia dos pais, meu amor!                                


"
57,"
Agradeço por ter você como pai









Todos os dias agradeço por ter você como pai. Feliz Dia dos Pais!                                    


"
58,"
Feliz Dia dos Pais para um grande homem


                                    Feliz Dia dos pais.
Um homem amou e cuidou de 
mim de uma forma quase sem 
igual no mundo; esse homem
é você; esse homem é meu pai.

O ser que me eleva ao melhor 
de mim, que me faz encontrar
o caminho, esteja eu aqui ou
em outro lugar, esse homem é
meu pai.

E neste dia tão especial, nesta
data tão bonita eu lhe agradeço
por fazer de mim a pessoa que
um dia quis ser, esse homem é
meu pai.

Eu lhe devo tudo, eu lhe devo
quem sou; lhe devo meu amor
que voluntariamente lhe dou;
ao meu amor, ao meu herói.
Feliz Dia dos Pais.                                


"
59,Aniversário do irmão: ideias para tornar mais especial o dia do seu irmão
60,"
Saudades de Meu Pai

 


                                    Uma parte de mim foi embora com você, meu pai! Desde a hora que você se foi, minha vida virou mar sem onda. Não importa o tempo, não interessam novas chances na vida, porque sem você junto a mim tudo é cinzento, tudo é sem graça. Na verdade, meus sonhos viraram nostalgia, meus projetos não passam de pedra na calçada! Sinto muito sua falta!

Você foi embora faz tempo. Sinto que é hora de retomar minha vida, de colocar um sorriso no rosto sem sentir culpa. Eu sei que você pretende o melhor para mim, mas não tenho conseguido viver direito. Então, me ajude! Me dê força! Faça com que a fé invada novamente meu coração. Preciso de jogar fora essa tristeza que me impede de continuar meu caminho! 

Eu vou conseguir dar a volta por cima! Tenho de acreditar que a vida continua. Preciso honrar seu nome através de minha felicidade, de meu sucesso. Esse será meu grande objetivo, meu pai! Até um dia!                                


"
61,"
Meu padrinho também é um exemplo de pai e de fé

 


                                    Meu padrinho querido, feliz Dia dos Pais! Você também é pai e não poderia deixar esta data passar sem lhe dar os parabéns! Deus foi bom comigo quando lhe colocou no meu caminho!

Você é um exemplo muito bonito para todos homens que pretendem ser o que seus filhos precisam para serem pessoas de bem. Deus fez de você um padrinho sem igual e um orgulho de ter na minha vida.

Tenha um ótimo dia e espero que seja tudo que você merece que seja! Parabéns e um grande abraço!                                


"
62,20 cartas para o Dia dos Pais para você expressar todo o seu amor
63,"
Meu Pai, Meu Amigo, Meu Tudo!


                                    Sei que nestes últimos tempos posso não ter sido o melhor de todos os filhos, mas independente disto, jamais poderia deixar de declarar hoje todo o amor que por você eu sinto. 

Um amigo para os melhores e piores momentos da vida, que sempre faz o possível para me ver feliz, mesmo quando ela parece estar completamente perdida. Mesmo com tantos sentimentos envolvidos, nunca serei capaz de esquecer os inúmeros sorrisos, as aventuras sem medidas e principalmente os conselhos que não foram ouvidos, que me custaram consequências nada bem-vindas.

Mesmo demorando um pouco para acordar para a vida, hoje tenho total consciência dos exemplos maravilhosos que você compartilhou comigo. Pelo menos a descoberta tão tardia me renderam bons aprendizados e muito mais experiência de vida.

Quero que saiba que todo o seu esforço não foi em vão, tenho plena consciência do seu empenho para conseguir ser o melhor pai do mundo. Hoje você pode ter a certeza que além ser ser meu melhor amigo e companheiro, você é um pai por inteiro, com inúmeras qualidades e alguns poucos defeitos.

Amo você!                                


"
64,Agradeço por ter você como pai
65,"
Abençoado seja meu querido pai na sua data especial


                                    Abençoado seja o dia do melhor pai que Deus poderia me dar! Parabéns pela sua data especial. Espero que possa aproveitar este dia recebendo todos os elogios que merece.

Você é um exemplo de força, de determinação, de fé e de coragem e eu levarei seus ensinamentos sempre comigo. Agradeço por ter me ensinado tudo que sei e por me fazer acreditar na palavra do Senhor.

Amo você e desejo um grande Dia dos Pais!                                


"
