,0
17,"
Que sorte a minha ter uma tia assim


                                    O amor que tenho por você não tem explicação, tia. É fruto da história que já temos em conjunto, dos momentos especiais que passamos lado a lado, de saber que posso contar com sua amizade em todas as ocasiões. A diferença de idades que temos não nos afasta. Pelo contrário, funciona quase como uma passagem de testemunho, em que aproveito todos os instantes vividos em conjunto para aprender algo de novo.

É difícil conhecer você e não sentir um carinho imediato. Sorriso doce, olhar meigo, voz agradável sempre acompanhada de palavras genuínas, tudo isso faz de você uma pessoa única e especial. Sua personalidade é cativante, sua alegria de viver contagiante, e quando não posso estar na sua presença bate sempre uma saudade intensa e profunda.

Que sorte a minha ter uma tia assim! Quero aproveitar todas as ocasiões para expressar meu amor, para demonstrar meu respeito, para retribuir o que recebo da sua parte. Você merece ser muito feliz, tia, e é por essa mesma felicidade que também continuarei lutando todos os dias.                                


"
18,"
Volte rápido, por favor


                                    Boa viagem amor! Não vou mentir para você dizendo que estou que nem menino jogando à bola, brincando, mas apoio sua decisão. Sinto a saudade entrando sem pedir licença em meu pobre coração que tanto ama seu marido – você, meu bem.

Não há mar nem há terra que separe o sentimento que une a gente. Mas vai custar. Vai custar muito! Ambos sabemos que será árduo e difícil ultrapassar a distância, a saudade e o vazio mas essa é a prova que a gente vai dar – sem medo, para nossa união tão bela, tão próspera. Tão única.

Por vezes a vida obriga a decisões complicadas. E decisões dessas, difíceis, estão somente ao alcance dos grandes. Dos verdadeiros guerreiros. Sua decisão em partir para trazer para nossa família uma vida mais justa e merecida é algo doloroso mas tem seu sentido. Tenho muito orgulho por ver em você um homem tão corajoso.

Em breve você regressa para seu lar onde o amor está aguardando sua chegada.

Boa viagem.
Amo você – agora e amanhã.
Beijo cheio de saudade.                                


"
19,"
Saudades da minha namorada


                                    É normal sentir saudade agora, se te vi à noite e ainda nem é madrugada? É normal essa saudade danada que sinto, quando não te vejo pela manhã ou no fim do dia? É normal essa saudade que acaba com a minha alegria?

Ai, se eu pudesse eu te tinha aqui colada em mim toda hora, eu te trazia nos meus braços para onde quer que eu fosse. Mas como não posso, eu te trago comigo dentro do meu peito. Mas com você longe de mim,  dentro do meu peito a saudade aperta.

Como dói estar longe de você, não vejo a hora de contigo poder amanhecer, ver nascer o dia, e ver o dia morrer. Quero ficar contigo até o fim da vida, até a gente envelhecer! 

Eu te amo, minha linda!                                


"
20,"
Saudade é solidão


                                    Se queres compreender
O que é saudade
Terás que antes de tudo conhecer
Sentir o que é querer e o que é ternura
E ter por bem um grande amor viver
Então compreenderás
O que é saudade
Depois de ter vivido um grande amor.

Saudade é solidão, melancolia
É nostalgia, é recordar, viver!

""Saudade""
Música de Renato Teixeira                                


"
21,A saudade mais dolorosa
22,"
3 Anos a Conviver com a Saudade

 


                                    Todos os relacionamentos são difíceis, mas o nosso é ainda mais. Somos apaixonados, mas convivemos com a distância. E é por isso que hoje celebramos uma grande vitória. Parabéns por nossos três anos de namoro, meu bem! 

Gostaria de sentir seu toque no meu cabelo ou de escutar sua voz carinhosa no meu ouvido. Mas estamos longe um do outro. Eu entendo. Mas ficarei aguardando nosso reencontro para beijar seu rosto e não mais largar seu corpo. Te amo, meu bem!                                


"
23,"
Saudades de um delírio


                                    No desespero de provar,
Que no mundo não estou só,
Passo o dia a sonhar, 
Imaginar que estou a lembrar,
Um amor que não virou pó.

Te olhava de longe, 
De trás de uma cortina de medo,
De boca calada,
Na mente o mundo girava,
Em função de uma farsa.

Paralizado pela insegurança,
Nunca fui ao teu encontro,
E hoje, não mais te vejo,
Sem saber para onde se foi,
O amor que no fundo desejo.

Fico parado esperando em vão,
Percorro as ruas,
Procuro por todos os lados,
A esperança de um dia de novo,
Poder olhar mais uma vez o teu rosto.

É uma mistura de saudade,
Decepção e tristeza,
Saber que para ti não existo,
E no fundo ter a certeza,
Que do que sinto falta era da fantasia.                                


"
24,"
Esta inesquecível data de amor


                                    bastou um olhar seu 
para me deixar assim
um olhar tão delicado
um olhar flor de jasmim
eu e você lado a lado
celebramos hoje o amor
é dia dos namorados
será sempre para nós dois
e se um dia nos esquecermos
deste dia jamais 
talvez por ser o primeiro
ou o mais belo dos demais
você e eu somos o amor
aquela espécie de beleza 
um gênero ímpar de saudade
que mesmo não sentindo
sempre parece verdade 


"
25,"
Te amo tanto e sinto tanta saudade


                                    Todos os dias; a toda hora você surge no meu pensamento. E aí descubro uma saudade sem fim. Te amo tanto!                                


"
26,"
Em mim


                                    O tempo chegou trazendo marcas de lembranças. Revivi a vida, reencontrando em mim momentos de você. Sufoquei minha voz na dor de lembrar lembranças absorto. Senti o vento me aproximar da saudade. Meus passos voltaram para 
desfilar por lugares vividos, e acariciar sorrisos delirantes que um dia 
ornamentaram cenas de amor.

Desfilaram em minha mente e o sopro de saudade procurou meu corpo para se aconchegar. Me aproximei mais para ouvir o grito de saudade trazendo para mim momentos para reviver. Despertei dentro de mim cenas adormecidas. Da primavera, do quarto, com corpos em desalinho ocupando espaços com amor. Vozes felizes e sorrisos ocupando bocas acariciantes. 

O vento me empurrou para a última saudade. Traguei meus últimos sussurros me agarrando ao silêncio, e meus pensamentos se perderam na última moldura de você.                                


"
27,"
Orgulho nos meus primos

 


                                    Queridos primos, passei só para dizer que sinto muita saudade de todos, mas também um grande orgulho de ter crescido ao lado dos melhores. 

Em nome de todas as aventuras que vivemos, de todas as bagunças que juntos fizemos, eu agradeço. Pois memórias dessas não têm preço, assim como vocês não têm comparação. 

Todos vocês vivem no meu coração, e para todos deixo um abraço bem apertado!                                


"
28,"
Dia de São Valentim longe do meu bem


                                    Fomos atingidos pelo cupido ao mando de São Valentim padroeiro do amor. O cupido nos flechou e a flecha nos une e vai unir sempre, não importa onde estivermos. Fomos acometidos pelo amor eterno e verdadeiros, e este amor supera tudo, supera a distância e a saudade, porque a esperança é mais forte que tudo.

Meu amor, é dia de São Valetim e não estamos juntos, mas meu coração está aí com você, foi levado pela flecha do cupido, e eu posso sentir o seu amor também aqui comigo. Eu sei que muito em breve estaremos juntos, e eu vou poder te dar todos os abraços e beijos que a saudade me obriga a guardar. 

Hoje, estarei todo o dia pensando em você. Você é o meu bem maior, o meu doce amor. Te amo!                                


"
29,"
Te Encontro


                                    Te encontro,
Na melodia da mais linda canção.
O vento sopra seu nome,
O frio traz a solidão.
Te encontro,
Não apenas em pensamentos,
Mas na combinação perfeita dos sonhos...
Sinto a presença de seu toque,
Como se a eternidade abençoasse simples momentos.
Te encontro,
Sem que meus passos te sigam.
Te encontro,
Sem planejar procuras.
Basta pensar em você,
Que navego com a saudade
Em busca do tempo em que éramos
O mesmo refúgio do amor...
Te encontro,
Nas simples palavras da poesia.
Te encontro,
Nas simples notas da canção.
Te encontro,
Nas noites turbulentas do coração,
Onde sem querer sou refém da saudade.
Como fugir,
Se em cada destino,
Te Encontro!!!                                


"
30,"
A Sinceridade do Amor


                                    A distância é um problema. Ela está repleta de armadilhas que ninguém imagina, principalmente quando duas pessoas que se amam ficam separadas. É o nossa situação, meu bem! Mas nós somos fortes; nosso amor é invencível, nossa união é de pedra. 

E certamente não vai ser a distância ou a saudade que nos vai fazer desistir de continuar com essa união tão especial que temos. Nosso amor é sincero, meu bem, e vai durar uma vida inteira. Beijo, amor! Até breve.                                


"
31,"
Saudades suas, minha princesa


                                    Minha princesa, eu amo tanto você que em cada segundo que estamos separados eu enlouqueço de saudades. Às vezes, mesmo ao seu lado eu sinto saudades suas, pois temo a todo instante ficar longe de você.

Quando estamos afastados, no silêncio da sua ausência, eu penso escutar sua voz me sussurrando palavras de amor. Mas na verdade, é apenas a saudade que eu escuto reprovando a minha existência longe da sua.

São as saudades dos seus beijos doces que me enfeitiçam; são as saudades do calor da sua pele macia, da suavidade do seu toque, da intensidade do seu abraço. 

Você é o combustível que alimenta e a luz que ilumina os meus dias, e sem você por perto a luz se apaga, o silêncio reina e a saudade consome...                                


"
32,"
Quantas saudades eu vivo

 


                                    Mais um mês se passou e eu estou longe de você. Há dias que acordo e me pergunto se o meu coração não parou. Há dias em que o meu peito dói, e a sua falta me faz até ficar sem ar. Eu vivo em estado constante de saudade. Mas penso que em breve vou encontrar você, e então tenho forças para seguir adiante, seguindo o caminho que escolhi para a minha vida. 

Quero que saiba que eu a amo muito, e que penso em você todos os dias! Mesmo longe, você continua influenciando a minha vida. Tudo que aprendi e vivi com você fazem parte de mim. Por isso, a distância nunca vai apagar ou diminuir o que sinto por você. 

Eu agradeço imensamente o respeito que você tem pelas minhas decisões, mesmo sabendo que isso significa ficarmos distantes por tanto tempo. E esse respeito só me faz amá-la ainda mais, e ver como você é generosa e solidária.

Obrigada por acreditar nos meus sonhos e por torcer por mim! Para a minha felicidade ser completa, só me falta você aqui.  Sinto muito a sua falta! Te amo!                                


"
33,"
Já não aguento mais tanta saudade, amiga


                                    Por favor, volte logo, amiga, porque já não aguento mais um dia sem você aqui! Estou morrendo de saudade!                                


"
34,"
Com muito carinho, para filha que está longe


                                    Querida filha, você está longe de casa, da sua família, daqueles que mais a amam ou alguma vez amarão na vida, mas certamente não está longe dos corações de todos nós. 

Nós amamos muito você, sentimos a sua falta, mas também estamos felizes com seu progresso, mesmo que a leve por caminhos que afastam você da família. Nosso carinho e amor são eternos e incondicionais e sempre vamos apoiar você e suas escolhas de vida. 

Você tem sido fonte inesgotável de orgulho, e apesar das profundas saudades que deixou para trás, nós nos alegramos com seu percurso. Tudo que desejamos é que seja muito feliz e tenha muito sucesso.

Mas desejamos que volte rápido também, nem que seja apenas para uma curta visita, pois estamos morrendo de saudades suas!                                


"
35,"
Confissões de uma saudade


                                    É verdadeiro
o sentimento
que me faz chorar
e gritar ao mundo
a falta que me faz
aquela pessoa
que está longe

É o sentimento da 
saudade
É o sentimento da 
verdade
É uma angústia que 
assalta
É uma ferida que
sangra 

É honesto e 
dói talvez por
honesto ser, não sei
talvez por doer, sei
que talvez seja por
querer ficar ao
lado de você                                


"
36,"
A saudade de quem já se foi


                                    Neste dia a saudade aperta ainda mais, e a lembrança da nossa despedida silenciosa invade minha memória, e traz junto uma tristeza que faz doer e escorre pelos olhos.

Todos os dias recordo nossa história, tudo o que vivemos, e falo com você, esperando que lá onde estiver possa me escutar. 

Todos os dias também agradeço a Deus por ter conhecido você, por ter podido compartilhar da sua vida. E a Ele peço também que lhe conceda paz eterna, e a mim um pouco de alívio.

Talvez um dia nos voltemos a encontrar, talvez esse ‘adeus’ tenha sido apenas um ‘até já’. Mas até lá vou levar você sempre comigo, no meu coração, na minha saudade, no meu amor...                                


"
37,"
No seu coração quem partiu viverá para sempre


                                    Quando a morte chega e nos rouba um ente querido, facilmente nos entregamos à dor. Mas por muito que custe aceitar você deve confiar nos desígnios e planos de Deus. Mantenha a fé e a esperança; tenha força!

A melhor forma de honrar a pessoa que se foi é seguindo a sua vida e recordando sempre quem partiu. Reviver lembranças, contar as histórias dessa vida que acabou e prestando homenagem a quem se foi. 

Lembre-se, enquanto viver no seu coração, na sua saudade, quem se foi nunca desaparecerá por completo! Meus sentimentos.                                


"
38,"
A saudade anunciada


                                    A saudade volta toda vez que você vai embora, e ela já me disse quando volta. O meu coração já começa a ficar apertado, os meus olhos enchem de lágrima e apesar de ainda ter você comigo, não consigo conter a tristeza de saber que mais uma vez você estará longe de mim.

Sabemos que o sentimento que temos por alguém é verdadeiro quando sentimos saudade, e saudade é diferente de apenas sentir falta. Sentir falta e estar desabituado a ausência, é estar acostumado demais com o outro. Mas a saudade é mais profunda, é um sentimento intenso, que surge do amor, da amizade, do carinho.

Quando você vai embora, eu sempre me agarro a saudade. Fico triste por uns dias, com frequência choro. Mas depois começo a lembrar de você com alegria, ainda que o coração se mantenha apertado! O que me conforta é que eu sei que vou voltar a te ver novamente, por mais que demore algum tempo. O que me conforta é saber que você continua em meu coração, em minha vida.

Quando você me diz que vai embora, a saudade anuncia a chegada dela. Quem me dera poder trocar a saudade por você. Mandar a saudade embora e te guardar nos meus braços.                                


"
39,"
Sentir


                                    Sentir que você pensa em mim,
Sentir que você me olha, 
Mesmo a tantos quilômetros, 
Poderia me fazer duvidar, 
Mas mesmo sem compreender,
Acredito nessa paixão,
Mesmo que seja um amor 
Como que escondido entre nós dois, 
Porque entre gestos e palavras 
Sentimos que para o coração. 
E sem notar o ruído, 
De toda a gente, ao redor, 
Deixamos que se passem 
Os minutos e os dias, 
Tendo por companhia apenas 
A lembrança. 
Falo de mim, sem medo do que digo, 
Sobre aquilo que em mim nasceu.
Lembro dos seus olhos, 
E neles o brilho relata 
A tristeza da distância
Que se põe entre nós dois.
Falo de palavras sempre belas, 
De dias cheios de emoções. 
Escuta-me, porque falo de sonhos, 
Que surgiram desse amor.
Não queira nada quando o 
Sentimento gritar, 
Porque eu serei capaz 
De tudo para atendê-lo. 
Sairei em sua direção, 
Mesmo sabendo que não deveria. 
Sei disso, porque mesmo 
Contra a minha vontade 
A esperança está aqui, 
Nessa minha vida que se tornou 
Vazia desde que você foi embora. 
Hoje nada mais responde 
Às minhas perguntas, 
Porque nada me importa sem você. 
Percebi que se foi o mel dos seus lábios 
E ficou só o veneno da saudade; 
Que se foi seu perfume, 
E já não posso respirar; 
Que se foi seu sorriso, 
E em lugar dele me vieram as lágrimas. 
Meu amor se cobriu de medo, 
Porque com tudo se foi também 
A minha vida. 
Estou presa a noites de loucura, 
Porque sei que sem você 
Toda uma vida não basta 
Para eu ser feliz.                                


"
40,"
Perdão amiga


                                    Peço perdão, perdão pela minha confusão.
Confesso que por um momento
achei que teria seu coração,
mas quando dei por mim,
vi que era tudo uma ilusão.
Nossa amizade era tão verdadeira e real,
quando vejo que ela acabou me sinto mal.
Na verdade a culpa foi minha,
ou talvez do sentimento que eu tinha.
Acho que sua foi a culpa.
Quem mandou ser tão culta?
Quem mandou ser tão bela,
e ao mesmo tempo sincera?
Quem mandou ser tão responsável
e ao mesmo tempo tão amável?
Quem mandou me dar tanta atenção,
isso cativou meu coração.
Hoje quase não nos falamos.
Sinto saudade,
saudade do meu celular tocar,
que sempre era você a me acordar.
Saudade ouvir suas críticas
por mais que eu não gostasse,
mas que para mim eram preocupação
de quem talvez me amasse.
Não podemos colocar
quem queremos em nosso coração,
mas também não podemos evitar gostar
de quem nos trata apenas como irmão.
É, a vida é mesmo uma comédia.
Gostamos de quem gosta da gente,
mas que não gosta
como queremos que gostasse realmente.                                


"
41,"
Incombatível Saudade


                                    Saudade faz sempre doer
E é difícil de superar
Mas há saudade que é
Simplesmente impossível
De combater...
Quando ela vem não há
Nada a fazer
Apenas podemos nos
Segurar às memórias.
É uma saudade que 
Conheço muito bem,
Pois é ela que todas as
Noites me faz chamar seu
Nome em silêncio.
É uma saudade incombatível
A que eu sinto por você e
Também eterna...                                


"
42,"
Quando eu era Criança


                                    Sou uma daquelas pessoas que olha para trás e sente saudade da sua infância! Recordo com muita nostalgia momentos que passamos quando éramos crianças. 

Você sempre foi uma grande amiga, uma amiga antiga e que sempre preservei! Na verdade, sempre foi um privilégio contar com sua amizade. Poucas coisas aqueceram tanto meu coração! Adoro você, amiga! Beijo.                                


"
43,"
Quero você de volta aos meus braços


                                    Nosso namoro terminou. Dele decidimos o final de forma repentina, e hoje eu tenho certeza que fizemos de forma irrefletida, de forma precipitada.

Dissemos adeus a um amor que eu sinto não ter acabado. Pois em mim arde ainda vivo e intenso, me empurrando cada vez mais ao desespero da saudade daquele que agora chamo de ex-namorado. Daquele que eu quero de volta aos meu braços: você!                                


"
44,"
Tudo o que eu quero é ter você de volta


                                    Enquanto eu respirar este ar de paixão e as saudades consumirem minha alma, não vou conseguir ficar de braços cruzados, deixando que o tempo leve você para longe de mim. Tudo o que eu sinto é verdadeiro amor, um sentimento que não desapareceu, mesmo que o nosso relacionamento tenha terminado.

Ainda é possível voltarmos e esquecermos o que nos fez tomar rumos opostos. Só quero ter você de volta na minha vida e mostrar como juntos podemos ser felizes. 


"
45,"
Sinto saudade do meu pai dia após dia


                                    Todos os dias sinto falta do meu pai, do bem que ele me fazia, das palavras que gravou no meu coração.                                


"
46,"
Saudades de você, minha esposa


                                    Querida esposa, tesouro da minha vida e rainha do meu coração, em cada palavra que faço chegar até você, nesta sincera mensagem, vai um pouco da saudade que sinto. Tudo que eu queria era que elas pudessem trazê-la de volta a mim, nem que fosse por breves segundos, apenas para sentir o seu abraço.

A distância que nos separa, por vezes parece que sufoca e me mata a alma. É um vazio que só você sabe preencher e, na verdade, eu não quero mais ninguém. Estes dias têm me feito perceber o valor que sua presença tem na minha vida. Nunca pensei que fosse tão difícil estar longe de você, mas acredite que não permitirei que isso nos afaste de alguma forma.

Hoje vou sonhar com você e sou muito feliz por isso. Vou imaginar que está ao meu lado e que posso olhar seu jeito meigo de sorrir. Esteja onde estiver, seu rosto não me sai do pensamento. Não há um dia em que não deseje poder regressar para perto de você. 


"
47,"
Esperando seu regresso, meu amor


                                    Em momentos de solidão e em instantes de silêncio a tristeza começa a invadir meu coração, mas depois eu imagino que você está aqui e tudo fica mais calmo. A saudade torna cada segundo que passa em hora e faz cada dia parecer uma eternidade. Sinto muito sua falta, pois sem sua presença me sinto incompleta.

Aguardo com ansiedade nosso reencontro sem nunca esquecer o quanto gosto de você. Volte rápido para junto de mim, meu amor!                                


"
48,"
O doce desejo de amar


                                    é uma doce vontade de querer estar perto
uma terrível saudade em cada distância
e um sentimento infinito entre nós dois

e é um abraço que não sabe como finalizar
um beijo ou um olhar que desconhece acabar
e uma ternura em cada toque das suas mãos

e é um amor eterno que percorre meu corpo
e um desejo louco de adormecer ao seu lado
uma sede infinita de acordar na sua pele

é assim o amor de quem ama todos os dias
mesmo que esse amor desconheça quem é
mesmo que ele exista devagar no coração 


"
49,"
Construa Boas Lembranças


                                    Uma das poucas coisas que levamos para o resto das nossas vidas são as lembranças. Sejam elas boas ou más, estão sempre lá, despertadas por um cheiro, uma música ou até outro momento parecido. Poucas pessoas devem pensar nisso, mas nossas lembranças são determinadas pelas nossas atitudes no presente, produzidas a partir da forma como lidamos as situações já esperadas no futuro.

Além de pensar nas consequências que seus atos podem provocar, não se esqueça principalmente das lembranças que irão ocasionar. Certas recordações são praticamente impossíveis de esquecer e nosso cérebro sempre foca naquelas mais marcantes, independentemente de causarem alegria ou sofrimento.

É por isso que devemos ser cautelosos, sejam qual for o momento, pense na forma que lembrará dele para o resto da sua vida e tente construir boas lembranças. Faça das más recordações uma exceção, com uma grande quantidade de bons momentos, aumentará também a possibilidade de boas lembranças surgirem no seu pensamento.                                


"
50,"
Sinto falta do abraço do meu pai


                                    Saudade é pouco perto do que sinto quando lembro do meu pai. Queria compartilhar só mais um abraço apertado com ele.                                


"
51,"
A Salvação no seu Olhar


                                    A saudade cresce a cada instante; a distância machuca – não tem piedade. Sinto muito sua falta, mãe! Não vejo a hora de estar junto com você novamente! Preciso do seu carinho, do conforto do seu toque; da salvação no seu olhar. 

Por vezes fico até pensando na gente e no quanto nos amamos. Não somos do mesmo sangue, mas temos algo para toda vida. E você é simplesmente a melhor mãe do mundo. Volte logo! Beijo.                                


"
