,0
40,O mundo fica mais bonito quando a gente carrega coisas boas no peito.
41,Paciência é o intervalo entre a semente e a flor.
42,"Existem duas coisas infinitas: o Universo e a tolice dos homens, mas não estou certo sobre o Universo."
43,Sonho é tudo que a gente tenta pegar com as mãos mas só consegue alcançar com as asas.
44,Seja forte o suficiente para deixar ir e paciente o suficiente para esperar por aquilo que você merece.
45,"O machado era de Assis. A rosa, do Guimarães. A bandeira, do Manuel. Mas feliz mesmo era o Jorge, que era amado."
46,Pensamentos felizes fazem a gente voar.
47,As pessoas entram na nossa vida com um propósito: ou para construir ou para destruir.
48,Tristeza não tem fim. Felicidade sim.
49,"Seja um amigo, um profissional e um cidadão que você gostaria que alguém fosse com você no dia a dia."
50,Que a gente saiba agradecer o pouco para que possamos merecer o muito.
51,Não perturbe o seu coração com problemas da sua cabeça.
52,"Na vida, as coisas mais doces custam muito a amadurecer. Mas isso é pensamento de gente grande, deixa pra lá."
53,"Eu brinco, eu erro, eu choro, eu sorrio, eu falho. Não sou perfeito, nem prometi que seria."
54,A sua vida só vai pra frente depois que você se desapega das pessoas que te levam pra trás.
55,Um barco só afunda se a água ao redor o inunda.
56,Não há ousadia maior que perdoar.
57,Nunca tive os olhos tão claros e o sorriso em tanta loucura.
58,Não se importe com o que as pessoas estão falando por suas costas. Elas estão atrás por uma razão.
59,"Quando a gente acha que sabe todas as respostas, a vida muda todas as perguntas.

 "
60,"A vida não oferece promessas e garantias, apenas possibilidade e oportunidades."
61,Dizem que tudo vai dar certo. Mas eu só quero saber quando.
62,A vida de um homem é o que seus pensamentos constroem.
63,"Seja humilde, pois, até o Sol com toda sua grandeza se põe e deixa a Lua brilhar."
64,"O amor é uma agonia; vem de noite, vai de dia. É uma alegria. E de repente, uma vontade de chorar."
65,"Se quer colher o bem, porque plantar sementes podres?"
66,Um dia a gente cansa de bater na porta que não quer abrir e prefere pular uma janela que já estava aberta.
67,Seja seletivo em suas batalhas. Algumas vezes a paz vale mais do que estar certo.
68,O amor tem o poder de nos fazer observar detalhes.
69,"Quem quer de verdade, acha um caminho. Quem diz querer, acha uma desculpa."
70,Tudo vem com um propósito e vai por uma razão.
71,"A tua mente, atualmente, atua ou mente?"
72,"Se eu não mudar o que faço hoje, todos os amanhãs serão iguais a ontem."
73,"Às vezes tudo dá errado, e então acontecem coisas maravilhosas que jamais teriam acontecido se tudo tivesse dado certo."
74,A bondade é a língua que o surdo pode ouvir e o cego pode ver.
75,"Às vezes, tudo o que precisamos, é apenas uma pessoa que se importe."
76,"Não espere o futuro mudar tua vida, porque o futuro é a consequência do presente."
77,Há momentos em que você precisa escolher entre virar a página ou fechar o livro.
78,O mundo precisa de loucos... Loucos uns pelos outros.
79,Madrugada é a hora que você pensa em todas as coisas que não pensou o dia inteiro.
80,"Para toda malícia, tem uma inocência. Para toda chuva, tem um sol. Para toda lágrima, tem um sorriso."
81,"Normal não me serve, não encaixa, não acalma."
82,"Chega um tempo na vida que a gente aprende que ninguém nos decepciona, nós que colocamos expectativa demais sobre as pessoas. 
Cada um é o que é e oferece aquilo que tem para oferecer."
83,"Existem três classes de pessoas que são infelizes: a que não sabe e não pergunta, a que sabe e não ensina e a que ensina e não faz."
84,"Sem cuidar nada floresce.

 "
85,A luz que me guia é bem mais forte do que os olhos que me cercam.
86,Coisas simples podem se tornar complicadas quando você cria muita expectativa.
87,"Para quem não tem sonhos, até o céu é uma prisão."
88,"Quem não sabe o que fazer com o frio na barriga, esfria também o coração."
89,"Quando as coisas não fizerem mais sentido e nada mais prender você, não tenha medo de trocar o roteiro. Você só descobre novos caminhos quando muda a direção."
90,Tudo o que passamos na vida nos molda para sermos uma pessoa melhor no futuro.
91,Às vezes o pior que acontece é o melhor que poderia ter acontecido.
92,Tome cuidado com o vazio de uma vida ocupada demais.
93,"Aeroportos já viram mais beijos sinceros do que casamentos. Paredes de hospitais já ouviram preces mais honestas do que igrejas. A verdade absoluta das pessoas, na maioria das vezes, só aparece no momento da dor ou na ameaça da perda. Portanto, não deixe para depois o que pode ser feito ou dito agora."
94,Às vezes temos que descer até o abismo da nossa alma para aprender a escalar até o paraíso.
95,A vida não é uma competição de problemas. Cada um sabe exatamente o quanto pesa a sua dor.
96,"Eterno, é tudo aquilo que dura uma fração de segundo, mas com tamanha intensidade, que se petrifica, e nenhuma força jamais o resgata."
97,"Se lembra quando a gente chegou um dia a acreditar que tudo era para sempre, sem saber que o para sempre, sempre acaba."
98,"Que seja livre o que chegar, que seja doce o que ficar e que seja breve o que tiver que ir."
99,Me disseram que quem sonha alto o tombo é grande. Só que se esqueceram de me perguntar se eu tenho medo de cair.
100,A paciência é a arte de sofrer sem perder a compostura.
101,Escute sua alma.
102,"Às vezes o mundo dá umas voltas que a gente fica por entender, mas é bom mudar de lugar."
103,"É justamente no momento em que tudo começa a dar certo, que é preciso prestar mais atenção."
104,"Quando não é pra ser, o universo também conspira, mas é pra te proteger."
105,A melhor maneira de prever o futuro é criá-lo.
106,O sonho da igualdade só cresce no terreno do respeito pelas diferenças.
