,0
10,"
Além do horizonte


                                    Se além do horizonte encontrares alguém que te ame mais do que eu, esquece-me. Mas quando a brisa fria e mansa tocar em teu rosto sereno, não te assustes! São minhas saudades que te beijam em silêncio. Eu te Amo!                                


"
11,"
Minha musa, minha namorada


                                    Eu pintarei para sempre o céu de azul, pintarei na minha vida um mar de rosas. Vou pintar o meu corpo em você. Eu vou desenhar os meus braços em torno do seu corpo. 

Quero o teu beijo marcado para sempre em minha boca. Vou pintar a tua silhueta à luz do abajour. Eu vou pintar de cor de mel a luz da lua para banhar o teu corpo. Vou desenhar um vento suave para tocar a tua pele, e um brilho perfeito nos teus olhos. 

Eu vou tatuar a felicidade na tua alma e sobrepor o meu coração ao teu. Vou desenhar asas em nós, para que possamos sobrevoar os sete mares. Pintarei o calor suave luz do sol a tocar os nossos corpos e a aquecer os nossos rostos. Eu quero pintar um mundo de delicadeza e perfeição para receber o nosso amor.  

Você inspira a minha vida. Eu te amo, minha musa, minha namorada.                                


"
12,"
Amar todas as mudanças em nós


                                    O tempo vai passar e eu vou amar todas as mudanças que ele irá trazer para nós. Te amo para sempre!                                


"
13,"
Foi Sem Querer


                                    Sem querer te encontro,
Se te encontro, 
Sem querer te olho,
Se te olho, 
Sem querer te sinto,
Se te sinto, 
Sem querer descubro que te amo.
Mas como todas as coisas da vida 
Sem querer pedimos desculpas.
Desculpa por te encontrar,
Desculpa por te olhar,
Desculpa por te sentir,
Mas desculpa mesmo foi por te amar
FOI SEM QUERER.                                


"
14,"
A Sinceridade de um Amor


                                    Você sabe que o amor que sinto por você é gigante, maior do que qualquer coisa, mais forte do que qualquer problema. Eu sei que errei, você também já falhou, mas acho que deveríamos estar juntos novamente. 

O amor que nos une é sincero! E acho que isso é raro demais para ser jogado no lixo! Por favor, meu bem! Volte para mim, volte por nós! Eu te amo.                                


"
15,"
Nosso amor foi abençoado por Deus


                                    Todos os dias Deus me demonstra sua generosidade através de muitas bênçãos, mas a maior de todas sem dúvida que é você, meu amor. 

Quando Deus colocou você na minha me deu o maior presente e me abençoou com um amor verdadeiro e eterno. Sou muito feliz com você e todos os dias agradeço a Deus por ter você ao meu lado. 

Te amo! Hoje e para sempre eu vou amar você; aconteça o que acontecer este amor será mais forte, pois foi abençoado por Deus!                                


"
16,"
Para minha princesa doentinha

 


                                    Quando a pessoa que amamos está sofrendo não há como não sofrer junto, e em dobro. Minha princesa, ver você doentinha e nada mais poder fazer, quebra meu coração em pedaços. 

Mas sei que rápido recuperará, pois eu conheço muito bem minha namorada: você é uma guerreira! Você é especial e muito forte, jamais duvide disso. 

Este momento em breve será passado e quando menos esperar estaremos no futuro, juntos e felizes, e já nem lembrará destes dias passados. Eu te amo!                                


"
17,"
Te amo tanto e sinto tanta saudade


                                    Todos os dias; a toda hora você surge no meu pensamento. E aí descubro uma saudade sem fim. Te amo tanto!                                


"
18,"
Em todo momento


                                    Todo dia eu penso
Todo dia eu me declaro
Todo dia eu rezo
Todo dia eu peço
Todo dia eu te ouço
Todo dia eu te amo
Todo dia eu me sinto livre...

Livre para pensar em você
Livre para me declarar
Livre para rezar por você
Livre para te pedir
Livre para te amar!                                


"
19,"
Dia de São Valentim longe do meu bem


                                    Fomos atingidos pelo cupido ao mando de São Valentim padroeiro do amor. O cupido nos flechou e a flecha nos une e vai unir sempre, não importa onde estivermos. Fomos acometidos pelo amor eterno e verdadeiros, e este amor supera tudo, supera a distância e a saudade, porque a esperança é mais forte que tudo.

Meu amor, é dia de São Valetim e não estamos juntos, mas meu coração está aí com você, foi levado pela flecha do cupido, e eu posso sentir o seu amor também aqui comigo. Eu sei que muito em breve estaremos juntos, e eu vou poder te dar todos os abraços e beijos que a saudade me obriga a guardar. 

Hoje, estarei todo o dia pensando em você. Você é o meu bem maior, o meu doce amor. Te amo!                                


"
20,"
Ao Ritmo do Coração


                                    Meu coração recebeu o seu e juntos baterão ao mesmo ritmo para sempre. Te amo!                                


"
21,"
Gritar o Amor


                                    Falar que te amo é mentir; é falar
verdade sem medir a honestidade
do sentimento que se tem.

Gritar seu nome alto, bem alto, é 
agradecer aos deuses uma prova 
de vida maior que a minha.

E é seu nome que grito e por você
que choro se necessário.

E é a você que falo “te amo” na
mentira das dimensões.                                


"
22,"
Eu te Amo até às Estrelas do Céu


                                    Eu não consigo esconder que amo você até às estrelas do céu. Não vou sequer tentar enganar meu coração falando que não é verdade que o que sinto não é amor. 

Eu adoro namorar com você, viver ao seu lado e compartilhar meus dias com o homem da minha vida. Só desejo que nada consiga nos separar. E que até os astros nos unam sem parar, pois eu sou louca por você! Te amo, meu bem!                                


"
23,"
Te amo em todas as línguas


                                    Africano - Ek het jou liefe
Albânio - Te dua
Alemão - Ich liebe dich
Alentejano - Gosto de ti, porra!
Amárico - Afekrishalehou
Árabe - Ana Behibak (para um homem)
Árabe - Ana Behibek (para uma mulher)
Bávaro - I mog di narrisch gern
Birmanês - Chit pa de
Boliviano - Qanta munani
Búlgaro - Obicham te
Cantonês - Moi oiy neya
Catalão - T""estim
Checo - Miluji te
Chinês - Ngo oi ney
Cingalês - Mama oyata adarei
Coreano - Tangsinul sarang ha yo
Corso - Ti tengu cara (para uma mulher)
Corso - Ti tengu caru (para um homem)
Croata - Ljubim te
Dinamarquês - Jeg elsker dig
Eslovaco - Lubim ta
Esloveno - Ljubim te
Espanhol - Te amo
Esperanto - Mi amas vin
Flamengo - Ik zie oe geerne
Filipino - Mahal ka ta
Finlandês - Mina rakastan sinua
Francês - Je t""aime
Francês Canadiano - Sh""teme (falado, tem este som)
Frisão - Ik hald fan dei
Gaélico - Tha gra agam ort
Grego - S""ayapo (diz-se s""agapo, a 3ª letra é a letra minúsculo ""gamma"")
Grego antigo - Ego philo su
Gronelandês - Asavakit
Havaiano - Aloha i""a au oe
Hebreu - Ani ohev otach (para uma mulher)
Hebreu - Ani ohevet otcha (para um homem)
Holandês - Ik hou van jou
Húngaro - Szeretlek
Iídiche - Ich han dich lib
Indonésio - Saya cinta padamu
Inglês - I love you
Iraniano - Mahn doostaht doh-rahm
Irlandês - Taim i"" ngra leat
Islandês - Eg elska thig
Italiano - Ti amo
Japonês - Kimi o ai shiteru
Javanês - Kulo tresno
Jugoslavo - Ya te volim
Klingon* - Qabang
Latim - Vos amo
Latim antigo - Ego amo te
Letão - Es milu tevi
Libanês - Bahibak
Lisboeta - Gramo-te bué, chavalinha
Lituanio - Tave myliu
Macedoniano - Sakam te
Madrileno - Me molas, tronca
Malaio - Saya cintakan mu
Mandarim - Wo ai ni
Mohawk - Konoronhkwa
Norueguês - Eg elskar deg
Panjabi - Mai taunu pyar karda
Paquistanês - Mujhe tumse muhabbat hai
Persa - Tora dost daram
Polaco - Kocham cie
Português (Portugal) – Amo-te
Portuense - Amo-te, carago!
Queniano** - Tye-mela""ne
Romano - Te iu besc
Russo - Ya tebya liubliu
Sergipano - Gostchu muintchu
Sérvio - Ljubim te
Servo-Croata - Volim te
Sioux - Techihhila
Sírio/Libanês - Bhebbek (para uma mulher)
Sírio/Libanês - Bhebbak (para um homem)
Sueco - Jag alskar dig
Suíço/Alemão - Ch""ha di ga""rn
Tagalo - Mahal kita
Tailandês - Khao raak thoe
Taitiano - Ua here vau ia oe
Tâmil - nan unnaik kathalikkinren
Télego - Neenu ninnu pra""mistu""nnanu
Tunisino - Ha eh bak
Turco - Seni seviyorum
Ucraniano - Ja tebe kokhaju
Vietnamita - Em yeu anh (para um homem)
Vietnamita - Anh yeu em (para uma mulher)
Vulcan* - Wani ra yana ro aisha
Zulu - Mena tanda wena
* - falada na série Star Trek
** - linguagem dos Elfos                                


"
24,"
Me encho de alegria quando lembro nosso primeiro olhar


                                    Meu amor, quando penso em nossa história, meus olhos se enchem de lágrimas de felicidade. É muita emoção lembrar daquele nosso primeiro olhar. Desde aquele momento eu já sabia que você era meu grande amor.

É muito bom ver que continuamos lado a lado hoje com o mesmo amor da primeira vez. Tenho certeza que continuaremos nosso caminho com muito carinho, pois nosso amor é especial.

Te amo, meu amor!                                


"
25,"
Juro amar-te, princesa


                                    És a minha princesa, aquela por quem meu coração bate, a mulher os meus sonhos. Te amo!                                


"
26,"
Amanhã pode ser tarde


                                    Ontem? Isso faz tempo!
Amanhã? Não nos cabe saber.
Amanhã pode ser muito tarde
Para você dizer que ama, 
Para você dizer que perdoa,
Para você dizer que desculpa,
Para você dizer que quer tentar de novo.

Amanhã pode ser muito tarde
Para você pedir perdão,
Para você dizer:
Desculpe-me, o erro foi meu!

O seu amor, amanhã,
Pode já ser inútil; 
O seu perdão, amanhã,
Pode já não ser preciso; 
A sua volta, amanhã,
Pode já não ser esperada; 
A sua carta, amanhã,
Pode já não ser lida; 
O seu carinho, amanhã,
Pode já não ser mais necessário; 
O seu abraço, amanhã,
Pode já não encontrar outros braços;
Porque amanhã 
Pode ser muito, muito tarde!

Não deixe para amanhã para dizer:
Eu te amo!
Estou com saudades de você!
Perdoe-me! Desculpe-me!
Esta flor é para você!
Você está tão bem!

Não deixe para amanhã:
O seu sorriso, o seu abraço,
O seu carinho, o seu trabalho,
O seu sonho, a sua ajuda.

Não deixe para amanhã as perguntas:
Por que você está triste?
O que há com você?
Ei! Venha cá, vamos conversar.
Cadê o seu sorriso?                                


"
27,"
O que você me ensinou


                                    Não choro, porque você me ensinou a sorrir.
Não sofro, porque você me ensinou a amar.
Não morro, porque você me ensinou a viver.
Mas se um dia você deixar de existir eu choro,
sofro e até morro, porque a única coisa
que você não me ensinou foi viver sem você.
Eu te amo!                                


"
28,"
Uma Vida de Amor Sincero


                                    Estamos juntos desde sempre. Às vezes nem consigo recordar há quantos anos estamos casados, mas você pode ter certeza de uma coisa: meu amor sempre foi sincero! 

Nunca usei mentira ou engano na nossa vida, até porque a verdade sempre foi meu grande princípio. Só desejo que algo ou alguém nunca nos separe, e prometo cuidar de você do mesmo jeito que tenho feito até hoje. Te amo, meu bem!                                


"
29,"
As razões para te amar para sempre

 


                                    Motivos para te amar não me faltam. Seja pelo teu sorriso encantador, o carinho com que cuida de mim, ou as demonstrações de afeto que parecem que foram minuciosamente calculadas para me fazer feliz.

Vejo tantas qualidades, tantos exemplos para seguir, que é fácil se deixar levar por um sentimento de plenitude que só pode ser descrito como amor.

Mas de todas as razões a principal é que te amo por fazer eu me sentir bem comigo, por me ajudar a enxergar meu valor próprio. Te amar fez com que eu me amasse mais também e, por isso, nunca vou deixar de te agradecer.                                


"
30,"
4 Meses Rápidos e Deliciosos


                                    Parece que foi ontem que começamos nosso namoro, mas já passaram quatro meses. Acho que passaram rápido demais e nem deu para aproveitar tudo. Mas já deu para ver que é ao seu lado que desejo permanecer. 

Nunca desista de mim e lembre-se sempre que meu coração é seu e só seu. Minha vida é ao seu lado e só assim sou feliz de verdade. Te amo e prometo continuar a amar para sempre.                                


"
31,"
Eu me lembro como se fosse agora


                                    Eu me lembro como se fosse agora quando nós dois falávamos do nosso amor juntinhos. Durante tantas noites a lua foi nossa única testemunha, mas hoje ela apareceu e me encontrou triste, sozinho sem a sua presença.

Queria estar com você mais uma vez; queria falar palavras de amor em seus ouvidos; falar de mim e de nós dois.

Quando se ama ficamos cegos sem direito de reagir, pois o nosso coração não tem culpa de se apaixonar. 

Você está em toda parte por onde passo, pois todo lugar me lembra do seu olhar, de você. E fico imaginando que está pensando em mim, fico na expectativa de saber se também fala de mim.

Fico sonhando que também ainda me ama, que gostaria de me ver... Eu preciso de você, pois sem você eu não posso viver. Te amo muito!                                


"
32,"
Feliz Bodas de Açúcar para meu docinho tão amado


                                    Você é a pessoa mais querida, bela e apaixonante que algum dia conheci em toda minha vida. E felizmente hoje celebramos seis anos de união no casamento. Feliz Bodas de Açúcar para nós, meu docinho! 

Estes anos passaram a voar. Ainda ontem estava me apaixonando e hoje estou comemorando mais um ano e outro e outro de muito amor. É claro que a vida nem sempre é fácil e todo casamento conhece dificuldades.

Mas a verdade é que sempre nos soubemos comportar. Nunca voltamos as costas ao que está certo e acima de tudo sempre escutamos nosso coração. E ele tem sido consistente quando fala que nosso lugar é um ao lado do outro.

É assim que quero viver mais seis e sessenta e seiscentos anos ao seu lado. Estamos ainda no começo de algo maior e mais bonito, meu bem! Eu prometo que juntos seremos eternamente felizes. Te amo.                                


"
33,"
Nós dois

 


                                    O meu coração é o maior do mundo
Não mede esforços para te conquistar
E já conquistado não quer te perder
Pois sem ti a felicidade não existe
E na esperança de estar ao teu lado 
Um dia nos vamos encontrar
E vou te beijar e vais saber
Que o tempo todo o meu coração foi 
E é só teu!
Não precisa de palavras para dizer 
O que eu sinto, eu sei!
Mas são enfeites que alegram o 
Sorriso, e o meu maior sentimento é 
Revelado: Te amo, e não é mais 
Segredo, é coisa que voa sem lugar
Para parar, infinito... Enquanto durar!                                


"
34,"
Perdido de Amor


                                    Perdido estou
Minhas palavras são suas 
Suas lágrimas são minhas 
Não encontro saída 
A cada sorriso seu 
me encontro mais perdido 
Sinto o seu cheiro na minha pele
Ouço a sua respiração 
Ele é sempre assim 
Quando chega tudo fica confuso
Tudo me faz lembrar você 
Esse é o seu principal sintoma 
E eu mais um infectado 
Mesmo assim estou feliz 
Pois hoje sei que te amo e
te sinto a todo momento em mim.                                


"
35,"
Um namorado e homem encantador e maravilhoso


                                    Você é o namorado e o homem que sempre desejei conhecer em toda minha vida. Não encontro palavras que descrevam quão importante é seu papel na minha vida e quanto me sinto feliz e realizada.

Desde aquela hora abençoada que a vida nos ligou para sempre que eu descobri uma nova forma de viver bem. Quando você toca meu cabelo eu estremeço e quando me olha com esse olhar profundo eu me sinto sua, só sua.

Nunca conheci alguém com um coração tão digno de bater, tão belo de existir. Você, meu amor, tem tudo para ser e fazer felizes aqueles que se cruzam no seu caminho. E eu tenho muita sorte porque de outro jeito não seria tão feliz. 

Gosto muito de você, meu bem, e prometo que estarei sempre ao seu lado em todos os momentos. Sejam instantes fáceis ou difíceis, pode ter certeza que estará coberto pela minha sombra. O amor é assim: poderoso. Te amo!                                


"
36,"
Um mês de um sorriso que não acaba


                                    Um mês depois da nossa cerimônia de casamento e ainda não consigo tirar o sorriso do rosto. Te amo demais!                                


"
37,"
Enquanto espero que você volte


                                    Enquanto espero por você, esta distância me sufoca impiedosamente. Meu coração bate forte de saudade e a falta que você me faz, traz frio para minha vida. 

Enquanto espero que você volte, mesmo sabendo que não vai demorar, eu percebo o quanto te amo. É por este beijo que tenho guardado. É por este abraço que preciso de te dar. 


"
38,"
Palavras de carinho para uma avó muito especial


                                    Você é linda, cada vez mais linda, de uma beleza que tem um encanto muito especial. Seus cabelos brancos são fascinantes, pois retratam toda a sabedoria que acumulou durante anos de experiência. 

O tempo passou e deixou várias marcas na sua pele. Mas acredite, querida avó, que quando suas mãos tocam em mim, eu percebo que ninguém consegue dar um carinho tão genuíno como você. Eu te amo, vovó!                                


"
39,"9 maneiras diferentes de dizer “bom dia, amor”"
40,"
Completamos um mês de namoro


                                    Completamos um mês de namoro, e estes foram os dias mais felizes da minha vida até hoje. Te amo, muito! E só posso agradecer por tudo de maravilhoso que você me faz sentir, e por todas as memórias que já me deu. Que venham mais meses, anos, décadas...                                


"
41,"
Comigo, Você Nunca Vai Estar Sozinho

 


                                    Vou estar sempre do seu lado. Independentemente das dificuldades, dos obstáculos a ultrapassar, tudo; você nunca está sozinho, porque te amo. Porque você é o melhor namorado do mundo. 

Acontece que você anda em baixo, triste. Parece até desiludido com a vida. Eu sei que esta não tem sido a melhor etapa da sua existência, mas você precisa olhar no espelho e encontrar a confiança que merece, porque você é lindo – por dentro e por fora. Beijo, meu amor!                                


"
42,"
A chama do amor









O amor é a chama que nos mantém vibrantes, que nos faz querer dormir para sonhar e acordar para viver todos os sonhos.                                    


"
43,"
7 meses de dias felizes ao seu lado

 


                                    Meu amor, estou muito feliz de poder compartilhar 7 meses de namoro com você. Você torna meus dias mais felizes e minhas noites mais calmas.

Gostaria de dizer a você que sou muito feliz por estar ao seu lado, por receber seu abraço e seu beijo todos os dias e por ter uma pessoa tão especial como você em minha vida.

Te amo! Feliz 7 meses!                                


"
44,"
Namorar é Lindo


                                    Você é a razão de toda minha alegria, o dono da minha felicidade e o responsável pelo meu bem-estar. Jamais imaginaria que namorar fosse tão lindo assim. Só desejo que nosso amor termine nunca. 

Você é uma pessoa maravilhosa e com atitudes muito inspiradoras. Tenho muita sorte em ter encontrado você. É que agora eu sei que antes não fui verdadeiramente feliz. Eu te amo de verdade meu bem! Beijo.                                


"
45,"
Juntos há 3 anos


                                    Juntos há 3 anos e continuo me apaixonando por você todos os dias. Te amo!                                


"
46,"
Você fez do amor uma realidade na mina vida


                                    Eu sempre acreditei no amor, sonhei durante muito tempo com a possibilidade de encontrar alguém que preenchesse o vazio da minha solidão, mas foi apenas quando vi você que esse sonho ganhou força e acabou por se tornar um desejo forte no meu coração.

É maravilhoso ter ao meu lado uma pessoa que excedeu minhas maiores expectativas. O amor é belo porque trouxe você até mim, e eu só quero lhe agradecer por estar presente dessa forma tão especial dia após dia.                                


"
47,"
Obrigada por existir, meu amor


                                    Meu amor, meu noivo, meu futuro 
marido, obrigada por tudo! 
Obrigada por estar vivendo este 
momento mágico comigo, por ser 
tão maravilhoso, por me amar, por 
me fazer a mulher mais feliz 
do mundo!

Meu amor, como é grande meu 
entusiasmo, como é indescritível 
a alegria que agora sinto, quando 
estamos tão perto de transformar 
o sonho em realidade. 
Eu te amo, tanto! 
Simplesmente obrigada por existir!                                


"
48,"
É Maravilhoso Namorar com Você


                                    Namorar é bom, mas ao seu lado é ainda mais maravilhoso. Te amo, meu bem!                                


"
49,"
Por todas as vezes


                                    Por todas as vezes que você está ao meu lado,
Por toda a verdade que você me faz ver,
Por toda a alegria que você traz para a minha vida,
Por tudo de errado que você torna correto,
Por todo sonho que você torna realidade,
Por todo amor que encontro em você,
Serei eternamente agradecido.

Você é minha força quando eu estou fraco,
Você é minha voz quando eu não posso falar,
Você é meus olhos quando eu não posso ver.

Você vê o melhor que há em mim,
Me levanta quando eu não posso alcançar.
Você me dá fé porque você acredita.

Eu sou tudo o que sou porque você me ama.
Você me dá asas e me faz voar,
Segura minha mão e eu consigo tocar o céu.
Perco a minha fé,você a traz de volta.

Você diz que nenhuma estrela está fora de alcance,
Com você do meu lado eu me sinto maior,
Eu tenho o seu amor e tenho tudo.
Eu fui abençoado porque sou amado por você.

Você é minha inspiração,
Entre as mentiras você é a verdade.
Meu mundo é um mundo melhor por sua causa.
Por isso eu te amo!                                


"
50,"
Gosto de Você

 


                                    Eu mesma não sei por que
gosto tanto de você.
Palavra, eu vivo a sonhar
procurando adivinhar, 
a razão deste por quê.
E para dizer a verdade, 
tenho uma grande vaidade 
deste meu secreto amor
que embora feito de dor 
tem cor de felicidade.
Eu gosto de você
sem mesmo saber porquê 
e sem saber qual a razão
depois de tanto tempo; 
tantos desencontros, 
tantas andanças pela vida,
encontrei você
Eterno e Grande Amor.
Amor adormecido em meu peito, 
sem saber o por quê;
meu coração se rendeu a você 
outra vez.
Te amo e sempre te Amarei!                                


"
51,"
Enlouquecer de Amor


                                    Só você, meu amor, tem o poder de me enlouquecer e dar sobriedade quando bem entender. Eu te amo!                                


"
52,"
11 meses compartilhando sorrisos


                                    Já se foram 11 meses
compartilhando sorrisos,
aproveitando cada segundo,
rindo da vida e de nós mesmos.

A alegria que encontrei
ao estar com você,
é algo que nem poderia imaginar.

Eu mal sabia que você iria chegar,
virando meu mundo de pernas para o ar
e enchendo minha vida de amor e carinho.

Eu te amo muito,
meu amor,
meu bem,
minha vida.                                


"
53,"
Tudo pelo seu amor


                                    Tudo que você representa para mim é o amor, a amizade e o carinho e respeito sem igual. Nosso namoro é minha casa, meu lar apaixonado e eu amo você por mil e uma razões. 

É ao seu lado que me reconheço. Na verdade, só desde que estamos juntos é que sei o que é ser feliz. E agora não quero outra coisa senão amar e cuidar de nós dois. Faria qualquer coisa pelo nosso amor; pela nossa história de vida. Eu te amo, meu bem!                                


"
54,"
Para a Namorada mais Perfeita do Mundo


                                    Você é o meu amor, a minha vida! Você, meu bem, é tudo que existe de maravilhoso nos meus dias. Não existe namorada mais perfeita, ser humano mais deslumbrante que você, princesa! 

Prometo amar e cuidar do seu coração desde acordar até cair no sono dia após dia. Quero seu abraço; quero seu carinho! Quero oferecer e receber todo amor do mundo, meu bem! Você é todos os meus sonhos. Te amo.                                


"
55,"
Palavras de amor para marido


                                    Meu marido, depois de tantos anos ao lado um do outro, sinto que fui muito abençoada, pois é a luz dos seus olhos que todos os dias continua iluminando meu coração. 

E hoje, como no dia em que prometemos que ficaríamos juntos para sempre, eu olho você e vejo o grande amor da minha vida, a minha alegria e razão de viver.

Obrigada, meu amor, por ser tão maravilhoso e me fazer sentir tão feliz e realizada! Você é muito generoso, e dá sem nunca exigir, mas minha prioridade eterna é fazê-lo feliz. Te amo!                                


"
56,"
A distância não enfraquece o nosso amor


                                    Meu amor, eu sei que estes tempos distantes têm sido complicados para nós, mas saiba que nada e nem ninguém é capaz de abalar ou enfraquecer o nosso amor. A distância só nos faz ter mais certeza do que sentimos um pelo outro e traz determinação para lutarmos para podermos ficar juntos e pertinho um do outro para sempre.

Não se desanime, meu amor! Você tem agora uma importante missão a cumprir e eu estou aqui torcendo por você, e esperando por você como uma mulher espera o seu herói de guerra. Eu tenho muito orgulho de você, por você ser essa pessoa tão batalhadora e corajosa. 

Saiba que eu sempre te apoiarei naquilo que você quiser fazer, naquilo que você acredita ser o melhor para a sua vida e para nós. Mesmo longe, estarei sempre do seu lado, e você estará sempre no meu coração e nos meus pensamentos.

Te amo, meu amor. Muita força e determinação. Estou aqui torcendo por você sempre!                                


"
57,"
Eu Amo Tudo em Você

 


                                    Eu adoro tudo em você; eu amo tudo em você! Nosso namoro é tudo aquilo que sempre sonhei ter e acredite que nada me faz mais feliz do que compartilhar meus dias com você, meu bem. O amor que nos une é incondicional. 

A vida até pode dar muitas reviravoltas, mas pode ter certeza que nada fará com que deixe de amar você. Só desejo que a vida nos mantenha unidos, porque juntos vamos construir uma linda história de amor. Beijo, meu bem! Eu te amo!                                


"
58,Os Encantos do Amor
59,"
Esperarei por ti, amor


                                    Morro de saudades todos os dias, mas espero por você até à eternidade se for preciso. Te amo!                                


"
60,"
Hoje eu sei


                                    Hoje eu sei... Eu sei o que é amor! Amor é este sentimento de carinho, respeito, admiração que sinto por você; é esta segurança de conquistar sonhos, objetivos ao seu lado.

É o sentimento mais doce e belo; e como é doce e aconchegante poder sentir seu corpo, e do fundo dos seus olhos a sua alma.

É grandioso o sentimento de entrega de um para com o outro. É lindo este amor que nos faz sentir completos, que nos faz ver o mundo mais fácil de conquistar.

Tudo com o amor fica mais fácil, mais claro e significativo para vencer os obstáculos da vida. Te amo, te adoro! Você é meu coração e por estar nele, minha vida é você!                                


"
61,"
Dizer que te amo


                                    Tudo começou quando não conseguia mais tirar você da minha cabeça. O dia todo era sua imagem que sempre aparecia em minha mente. Mas por quê? Não sabia se era apenas desejo, uma atração, um fascínio momentâneo ou algo mais.

Apenas sei que penso em você o tempo todo, que quero você perto de mim, que você exerce profunda atração sobre mim. Apenas sei que quando você está perto não existe mais nada além de nós. Que o futuro só existe se você estiver lá. Que quando você está longe tudo perde a cor, o sabor e a alegria. 

Sim, talvez seja mais fácil simplesmente dizer que eu amo você!                                


"
62,"
A certeza do amor


                                    Todos os dias acordo com a mesma certeza, e a sensação que o meu amor por você nunca vai parar de crescer. A certeza é que ter casado com você foi a melhor decisão da minha vida, minha amada esposa!

Você, seu companheirismo, apoio e amor incondicional me dão forças, me fazem sonhar e alcançar muito mais. Sinto que ao seu lado não existem dificuldades demasiado grandes ou impossíveis de superar. Com você não existe medo ou dúvida, pois ao seu lado apenas existe a certeza do amor... Eu te amo!                                


"
63,"
O nosso amor será eterno


                                    Encontrei ao seu lado mil razões para acreditar que o amor pode ser para toda vida.                                


"
64,"
O Vocabulário do Amor


                                    Não encontro palavras para descrever o tamanho do meu amor por você. Já pesquisei no dicionário e até enriqueci meu vocabulário, mas não consigo falar tudo que sinto. 

Acho que este amor é indescritível! Você é o homem da minha vida e o namorado que toda mulher sonha ter na vida. E por isso tenho sorte; sorte por receber seu carinho. 

Tenho muito orgulho e admiração na pessoa que você está se tornando. E prometo amar e cuidar todos os dias do seu coração. Eu te amo para sempre!                                


"
65,"
Você ilumina meus dias


                                    Você ilumina até meus dias mais escuros. Te amo!                                


"
