,0
10,"
O Dia Mais Belo: HOJE


                                    O dia mais belo: hoje
A coisa mais fácil: errar
O maior obstáculo: o medo
O maior erro: o abandono
A raiz de todos os males: o egoísmo
A distração mais bela: o trabalho
A pior derrota: o desânimo
Os melhores professores: as crianças
A primeira necessidade: comunicar-se
O que traz felicidade: ser útil aos demais
O pior defeito: o mau humor
A pessoa mais perigosa: a mentirosa
O pior sentimento: o rancor
O presente mais belo: o perdão
o mais imprescindível: o lar
A rota mais rápida: o caminho certo
A sensação mais agradável: a paz interior
A maior proteção efetiva: o sorriso
O maior remédio: o otimismo
A maior satisfação: o dever cumprido
A força mais potente do mundo: a fé
As pessoas mais necessárias: os pais
A mais bela de todas as coisas: O AMOR!!!


(Madre Tereza de Calcutá)                                


"
11,"
Comigo, Você Nunca Vai Estar Sozinho


                                    Vou estar sempre do seu lado. Independentemente das dificuldades, dos obstáculos a ultrapassar, tudo; você nunca está sozinho, porque te amo. Porque você é o melhor namorado do mundo. 

Acontece que você anda em baixo, triste. Parece até desiludido com a vida. Eu sei que esta não tem sido a melhor etapa da sua existência, mas você precisa olhar no espelho e encontrar a confiança que merece, porque você é lindo – por dentro e por fora. Beijo, meu amor!                                


"
12,"
Esforço, Determinação e Esperança


                                    As melhores coisas da vida; as mais raras, as mais singulares, são conquistadas com esforço, determinação e uma infinita esperança. Esta guerra vai ser ganha por você. Eu sei que vai! 

Pode ser duro, difícil. Mas é possível e vai acontecer! É que as coisas quando são fáceis demais perdem a graça. Força! Melhoras!                                


"
13,"
As Perguntas Sábias do Amor


                                    Por que razão você ainda fica aguardando amor, carinho, elogio e todo gênero de afeto de outras pessoas? Será que ainda não entendeu que sem seu amor próprio ninguém consegue sentir o verdadeiro amor? 

Se liga, amiga! Você é uma pessoa tão querida, tão especial. É hora de se amar! Ame-se agora, porque mais um segundo sem auto-estima é um segundo perdido na sua vida. É urgente ser feliz, minha querida! Beijo.                                


"
14,"
Hoje é sexta-feira, meus amigos


                                    Hoje é sexta-feira, meus amigos! E não preciso de falar mais nada para vocês entenderem o que eu quero dizer. O fim-de-semana está chegando e os problemas serão deixados para trás. É tempo de revermos as pessoas importantes, vivermos novas aventuras e desfrutarmos de momentos de diversão. Só falta um pequeno esforço, mais umas curtas horas e a semana de trabalho terminará.                                


"
15,"
Liberte-se de tanta culpa!


                                    Quem nunca provocou um mal-entendido ou ou já cometeu um grande erro nesta vida? As duas situações certamente já acompanharam muita gente, e com elas muitas vezes aparece também uma intensa culpa.

É muito frequente que este arrependimento permaneça vivo por muito tempo, deixando a pessoa presa a um sentimento negativo que não atrai nem um pouco de otimismo. Permitir que esta culpa o domine é fazer com que supervalorize o seu erro, diminuindo cada vez mais as chances de se sentir livre.

Ao prolongar esta situação, afastamos cada vez mais a felicidade das nossas vidas, nos acostumamos a viver com um coração amargurado e eternamente culpado pelos erros do passado. Ao bloquearmos a chegada da felicidade tornamos cada vez mais difícil nossa libertação desta culpa infindável.

Empenhe-se ao máximo para conseguir o mais rápido possível a sua liberdade. Lembre-se que todo mundo erra e ainda não é possível mudar o passado, mas caso se sinta livre da culpa e mude de atitude, o seu futuro pode não ser menos amargurado.                                


"
16,"
Faça sua higiene mental


                                    Quem disse que só o corpo precisa de higiene? O homem é feito de corpo e alma. Limpar a alma também é fundamental para a saúde. Mas a alma não se suja com as mesmas substâncias que sujam o corpo. 

O corpo é matéria, e o que suja o corpo são coisas concretas. Já o que suja a alma são pensamentos e sentimentos. O que suja a alma é o rancor, a mágoa, a raiva, a inveja, a ansiedade, o medo, a desconfiança. 

A alma vai ficando poluída de sentimentos e pensamento ruins, vai ficando intoxicada, tornando a mente confusa e a visão embaçada.

Quando se sentir pesado, pessimista, desiludido, cansado, tente afastar os pensamento negativos. Nada melhor para limpar a mente do que pensamentos positivos, otimismo e ânimo.

Da mesma forma como o corpo precisa de higiene, a mente também precisa. E muitas vezes, é mexendo o corpo que se consegue limpar a alma, a mente… Não é à toa que existe o ditado ""mente sã, em corpo são""!                                


"
17,"
Nunca desista dos seus sonhos


                                    São os sonhos que nos fazem viver, são eles que nos levam a acordar todos os dias com uma grande motivação para enfrentarmos cada desafio. É a perspetiva de realizarmos projetos e concretizarmos objetivos pessoais que nos induz a acreditarmos que podemos realmente vencer. Então, sonhe sem limites e dê asas à sua imaginação.

É verdade que às vezes vislumbramos cenários que não se tornam possíveis, e muitas vezes as dificuldades que nos surgem trazem cansaço e parecem tornar nossa batalha cada vez mais difícil. Mas quanto maior for a nossa meta, maior também será a nossa recompensa, e tentar será sempre a garantia de que fizemos tudo por aquilo que queríamos.

Por isso, não desista seja qual for a sua situação. Deixe que seus sonhos comandem os passos que dá e os caminhos que escolhe, e seja feliz por fazer da persistência o seu maior aliado.                                


"
18,"
Cure a Tristeza com Otimismo


                                    Muitas vezes achamos que a tristeza invadiu a nossa vida como se nunca mais tivesse a pretensão de sair, mas se não lutarmos contra isso, ela realmente tem o poder de permanecer por muito tempo. Nós temos a decisão de como enfrentaremos nossos medos, nossas angústias e por quanto tempo esses sentimentos estarão ativos.

Não há mal em ficar triste quando passamos por algum problema, é até muito importante liberarmos aqueles sentimentos que ficam escondidos lá dentro, mas para diminuir a estadia da tristeza, a primeira ação que deve ser feita é pelo menos tentar ser otimista com relação ao problema. Por mais que a solução esperada não aconteça tão rápido quanto imaginava, o tempo que ficou pensando positivamente no mínimo levará para longe aquela tristeza.

Não se martirize pelo que ficou no passado, já aconteceu e não há como voltar atrás, a única solução está em arranjar formas de ultrapassá-lo, e não permanecendo no sofrimento. Não acontecerá nada de positivo se continuar pensando através do pessimismo e da negatividade. Deixe a fraqueza de lado e seja otimista, pois o mínimo que pode acontecer são os bons sentimentos começarem a fazer parte da sua vida.                                


"
19,"
Plante bons frutos no seu trabalho


                                    Quando o pessimismo bater à porta, coloque um sorriso no rosto e não deixe ele entrar. Ser otimista é sempre importante, principalmente no nosso trabalho.

Precisamos estar sempre ativos e olhando para o futuro. Plantando bons frutos para colher depois e a melhor forma de fazer isso é acreditando que nosso trabalho é importante.

Renove seu otimismo no trabalho e na vida para sentir sempre o coração batendo forte no peito!                                


"
20,"
Se Mantenha Sempre Confiante


                                    Desde pequenos ouvimos de todos os lados para acreditarmos em nossos sonhos como o primeiro passo para o ver realizado. Apesar da concretização também depender do esforço direcionado para ver o seu sonho realizado, o acreditar é uma parte muito importante do processo e jamais deve ser desvalorizado.

No longo período que abrange o primeiro momento da aspiração até o real acontecimento, muitas etapas não dependem apenas do nosso empenho. São nesses momentos que a confiança entra em cena e começamos a enviar boas energias para que tudo que sonhamos aconteça.

Seja através de alguma religião, ou apenas do simples otimismo, o essencial é acreditar de verdade que você vai conseguir. Quando tudo que estava ao seu alcance já foi efetivado, só resta mesmo manter a esperança de tudo será concretizado.                                


"
21,"
Acredite só Mais um Pouco


                                    Às vezes as coisas não são fáceis, amiga. Acordar é um problema e adormecer é difícil. A cabeça fica cheia de questões e nada faz sentido. Mas chega uma hora que devemos enfrentar as dificuldades. 

E eu sei que não está sendo fácil para você, querida! Mas eu também sei o tamanho da sua força, a dimensão da sua capacidade de superação. É por isso que tenho certeza que tudo vai ficar bem. 

Você só tem de acreditar mais; ter esperança, otimismo. Força! Você será capaz de ultrapassar essa etapa da sua vida!                                


"
22,"
Manual para um bom dia


                                    Para se ter um bom dia é preciso acordar com o humor certo e enfrentar tudo com ânimo e otimismo. Não se deixe desestabilizar pelos problemas e encare tudo com um sorriso de esperança e confiança no futuro. 

Ter um bom dia depende mais de você do que outra coisa qualquer. Pois só você pode escolher dar mais importância às coisas boas que acontecerem durante seu dia, e esquecer e minimizar as más. 

Então não se esqueça de sorrir sempre, com a boca e o coração, e tenha um bom dia!                                


"
23,"
O Sucesso Está na Dedicação

 


                                    Muitas pessoas se iludem achando que o sucesso está ligado apenas à sorte ou àqueles que herdam o prévio triunfo da família. Muitas vezes esses sentimentos podem estar relacionados com o acréscimo de alguma dificuldade para justificar a falta de empenho para alcançar bons resultados.

Não adianta ter nas mãos a fortuna de todas as empresas bem-sucedidas do mundo se não houver dedicação e esforço depositados. Com diz uma das leis da Física, nenhum objeto pode se mover se permanecer parado, é preciso exercer uma força sobre ele para que haja movimento.

O mesmo vale para a vida, não podemos nos enganar achando que a sorte pode chegar a qualquer momento, e somente a partir daí nos levar ao sucesso tão esperado. O acaso muitas vezes pode até ajudar, mas certamente só surgem para aqueles que já persistem na luta para alcançar bons resultados.                                


"
24,"
Tenha um bom dia de terça-feira abençoado


                                    Mas um dia nasceu e mais uma vez a dádiva da vida se renova. Tenha um bom dia e que a sua terça-feira seja abençoada. Que não falte a alegria, o otimismo e infinitas oportunidades para sorrir. 

E se ainda não for hoje que os seus maiores sonhos se realizem, não perca a esperança nem deixe de os tentar concretizar. Seja sempre feliz, e que o seu dia traga muitas bênçãos!                                


"
25,A derrota é desistir
26,"
A Filosofia do Sucesso


                                    Se você pensa que é um derrotado,
você será derrotado.
Se não pensar “quero a qualquer custo!”
Não conseguirá nada.
Mesmo que você queira vencer,
mas pensa que não vai conseguir,
a vitória não sorrirá para você.

Se você fizer as coisas pela metade,
você será fracassado.
Nós descobrimos neste mundo
que o sucesso começa pela intenção da gente
e tudo se determina pelo nosso espírito.

Se você pensa que é um malogrado,
você se torna como tal.
Se almeja atingir uma posição mais elevada,
deve, antes de obter a vitória,
dotar-se da convicção de que
conseguirá infalivelmente.

A luta pela vida nem sempre é vantajosa
aos fortes nem aos espertos.
Mais cedo ou mais tarde, quem cativa a vitória
é aquele que crê plenamente
Eu conseguirei!

(Napoleon Hill)
(pensador.uol.com.br)                                


"
27,"
O Milagre de um novo dia


                                    A vida é a maior das dádivas, um milagre que a cada novo dia se renova e podemos experimentar. E por essa grande bênção, pelo maravilhoso presente que é mais um dia de vida, todos nos deveríamos alegrar e agradecer.

Em você está o poder de viver mais um dia esplêndido, ou simplesmente um dia banal, pois você, e cada um de nós, pode decidir se quer reclamar do que está mal, ou tentar mudar isso. Se fica triste porque não tem o que deseja ou não é quem sonha ser, ou se tenta mudar e alcançar o que tanto almeja. 

Você pode se enfurecer com os transportes e o trabalho, ou ficar agradecido porque tem trabalho e saúde para o fazer. Há sempre duas formas de encarar tudo, e em você está o poder de escolher que pessoa você quer ser: aquela que em cada novo dia enxerga um novo milagre e infinitas possibilidades para ser feliz. Ou aquela que em tudo vê motivos para reclamar e ser infeliz.

Eu sei qual você deve ser, e desejo que todos os dias possa ser uma pessoa positiva, lutadora, agradecida e assim muito feliz!                                


"
28,"
Uma dose diária de otimismo


                                    O pensamento positivo é meio caminho andado para a felicidade. Acorde com um sorriso no rosto e diga a você mesmo que o dia será incrível!

Uma dose diária de otimismo ajuda a tornar a vida mais leve. Confie em você, acredite no seu potencial e assim, com certeza, chegará mais longe.

Na vida, nós recebemos sempre o que damos, por isso, comece o dia espalhando amor e tudo isso voltará em dobro para você!

Tenha um bom dia!                                


"
29,"
Encare os desafios do trabalho com otimismo


                                    Nada na vida se consegue sem trabalho, nem sem vencer uns quantos obstáculos.

Se quer ter sucesso na vida, tem que encarar os desafios do trabalho com otimismo e clareza de espiríto, só assim conseguirá encontrar o caminho do sucesso.                                


"
30,"
Não duvide de que você é capaz


                                    Você vai conseguir alcançar seus sonhos quando deixar de escutar quem tenta desanimar você. Confie nas suas capacidades e não permita que levem você a desistir dos seus sonhos.

Acredite que é possível, lute para provar ao mundo o seu valor, e conquiste com mérito o prêmio que você persegue. Seja feliz do seu jeito nesta longa caminhada que é a vida!                                


"
31,"
O Aniversário do Meu Pai Querido


                                    Parabéns, meu pai! Hoje você celebra mais um ano de vida e nada me deixaria tão feliz como poder comemorar esta data ao seu lado. É você quem enche meu coração de vida e minha mente de otimismo. 

Jamais vou conseguir reconhecer tudo que você me proporciona de positivo. Sou muito feliz por compartilhar minha vida com você e por correr nas minhas veias o mesmo sangue que o seu. Te amo, papai! Feliz Aniversário!                                


"
32,"
Reagir perante as dificuldades


                                    A vida é feita de contrariedades, estimado amigo, e nem sempre as conseguimos prever. Além disso, nunca conseguiremos fazer com que as dificuldades não surjam, mas podemos sempre reagir perante elas.

Não desanime, apesar de você ter perdido o seu emprego. Amanhã poderá surgir uma nova e boa oportunidade e você tem que estar com a atitude certa para a agarrar com toda a determinação. Não vai demorar até você estar de volta ao seu caminho.                                


"
33,"
O otimismo sempre me salvou


                                    Foi sempre o otimismo que me salvou das garras do que é negativo.                                


"
34,"
Supere seus limites em tudo que faz


                                    Todos temos objetivos para atingir, mas às vezes nos acomodamos com o estritamente necessário e acabamos desperdiçando nosso talento.

Olhe além da sua zona de conforto e acredite que, qualquer que seja o desafio, você sempre estará à altura de o superar. Confie na sua capacidade de se superar e prove a todos seu verdadeiro valor.                                


"
35,"
Na minha vida mando eu


                                    Não importa o que me digam, nem se me criticam ou julgam. Pelas decisões da minha vida, quem paga sou. Eu escolhi o meu caminho, e pago o pedágio todos os dias pelo rumo que tomei.

Eu não peço desculpas por nada, e faria tudo de novo. Eu planejei cada trecho da estrada, e cada erro de percurso me ajudou a acertar o passo. 

Confesso que algumas vezes cheguei a temer e duvidar de mim, mas eu sempre soube que quem fazia a minha vida era eu, e todas as vezes que cai, precisei ter forças para me reerguer sozinho. 

Por algumas vezes, eu me perdi, me perdi de amor, me iludi, chorei e ri, em alguns momentos até acreditei ter agarrado a felicidade. Mas logo percebi que a felicidade está sempre a fugir das nossas mãos, para nos fazer seguir sempre em frente, atrás dela.                                


"
36,"
Sonhe como uma criança

 


                                    Quando éramos crianças acreditávamos que vivíamos em um mundo cheio de fantasias! Pensávamos que podíamos ser qualquer coisa, pensávamos que os nossos pais eram super heróis e que nós um dia poderíamos voar. Pensávamos que a morte nunca iria chegar. 

Mas o sino do tempo tocou e nós crescemos. A mágica da infância acabou e nós só nos demos conta quando percebemos que os anos haviam passado e que não conseguimos voar quando o caminho estava difícil. 

Mas algumas vezes, se ficarmos muito atentos, ainda é possível ouvir novamente aquela canção que ouvíamos quando éramos crianças. A melodia nos vem à cabeça e podemos dar asas aos nossos sonhos, podemos desejar alcançar uma estrela, ou agarrar na cauda de um cometa e ir para lugares distantes. 

Não somos mais crianças, mas ainda guardamos aquela criança dentro de nós. E sempre que possível, podemos e devemos despertá-la com uma melodia alegre.                                


"
37,"
A derrota é desistir









Alguém que lutou até ao fim nunca será um fracassado, pois a verdadeira derrota é desistir!                                    


"
38,"
Não deixe a tristeza se acomodar

 


                                    A tristeza faz parte da vida, e muitas vezes ela chega sem que consigamos saber de onde, simplesmente está lá e a sentimos. Mas como tudo na vida tem um fim, também essa tristeza que agora pesa em seu peito um dia irá embora. 

O importante é não permitir que ela se acomode. Faça tudo que estiver ao seu alcance para se livrar dessa tristeza, mas acima de tudo, divida esse sentimento com alguém que você ama e que ama você. 

Quando falamos das coisas conseguimos enxerga-las de uma maneira diferente, e talvez assim você descubra a melhor forma de lutar contra esse sentimento. 

Força, o importante é nunca desistir e ter presente que a vida é feita de momentos bons, momentos mais ou menos bons e momentos maus, mas que todos acabam passando.                                


"
39,"
Ganhe Um Sorriso Através da Música


                                    Naqueles dias em que a tristeza parece ter grudado na sua vida de um jeito como se nunca mais fosse sair, um antídoto infalível para desaparecer com o abatimento é ouvir uma boa música e liberar a mente de todos os maus sentimentos.

Não importa o ritmo, somente as boas sensações que te permitam um bom momento. Assim que a tristeza chegar, escolha aquela música que te deixa mais feliz e ponha imediatamente para tocar!

Seja baixinho no escritório ou bem alto dentro do quarto, certamente um sorriso no rosto aparecerá e será muito válido. Deixe os sons viajarem pela alma, recarregando seu corpo e mente de boas energias para expulsar qualquer coisa que cause infelicidade.

A música é um remédio milagroso, sem contraindicação nem posologia, pode ser usado a qualquer hora da noite ou do dia. Tire bastante proveito das maravilhas que suas músicas preferidas podem trazer para sua vida, eliminando toda angústia, e fazendo o uso todos os dias.                                


"
40,"
Você É Minha Força


                                    Você é minha força quando eu estou fraco
Você é minha voz quando eu não posso falar.
Você é meus olhos quando eu não posso ver.
Você vê o melhor que há em mim...                                


"
41,"
Seja a inspiração da sua equipe!


                                    Com o passar dos anos nos deparamos constantemente com novas palavras para denominar as mesmas funções no meio profissional. Em pouco tempo o patrão passou a ser chamado de líder, mas essa mudança nem sempre transforma o principal, a forma de liderar sua equipe.

Logicamente muito mudou desde a formação das indústrias e com o aparecimento das grandes empresas, mas ainda vemos muitos líderes conduzindo suas equipes como se vivessem estagnados no passado, sem perceber o quanto evoluímos culturalmente.

Seja chefe ou líder, o principal objetivo da liderança é inspirar o bom trabalho na sua equipe, num primeiro momento isso só será conseguido através do bom exemplo. Não adianta querer uma ação dos outros que não é praticada por você, antes de tudo, o reconheça como funcionário da empresa, pois um mau funcionário dificilmente liderará uma equipe competente.                                


"
42,"
A bênção de Deus para a jornada de hoje


                                    Um dia feliz e abençoado é o que mais desejo para a jornada de hoje. Que todos possamos nos realizar enquanto seres humanos, sem esquecermos de praticar o bem a tudo que se mexe neste mundo. Bom dia!

Que Deus me dê sempre força e coragem para enfrentar os desafios, as grandes provas da vida. E que encha meu coração de alegria e esperança para olhar o mundo com clareza e muito otimismo.                                


"
43,"
Deus tem uma Resposta

 


                                    Você diz: ""Isso é impossível""  
Deus diz: ""Tudo é possível"" (Lucas 18:27)  

Você diz: ""Eu já estou cansado"" 
Deus diz: ""Eu te darei o repouso"" (Mateus 11:28-30)  

Você diz: ""Ninguém me ama de verdade"" 
Deus diz: ""Eu te amo"" (João 3:16 & João 13:34)  

Você diz: ""Não tenho condições"" 
Deus diz: ""Minha graça é suficiente"" (II. Corintos 12:9)  

Você diz: ""Não vejo saída"" 
Deus diz: ""Eu guiarei teus passos"" (Provérbios 3:5-6)  

Você diz: ""Eu não posso fazer"" 
Deus diz: ""Você pode fazer tudo"" (Filipenses 4:13)  

Você diz: ""Estou angustiado"" 
Deus diz: ""Eu te livrarei da angustia"" (Salmos 90:15)  

Você diz: ""Não vale a pena"" 
Deus diz: ""Tudo vale a pena"" (Romanos 8:28)  

Você diz: ""Eu não mereço perdão"" 
Deus diz: ""Eu te perdôo"" (I Epistola de São João 1:9 & Romanos 8:1)  

Você diz: ""Não vou conseguir"" 
Deus diz: ""Eu suprirei todas as suas necessidades"" (Filipenses 4:19)  

Você diz: ""Estou com medo"" 
Deus diz: ""Eu não te dei um espírito de medo"" (II. Timóteo 1:7)  

Você diz: ""Estou sempre frustrado e preocupado"" 
Deus diz: ""Confiai-me todas as suas preocupações"" (I Pedro 5:7)  

Você diz: ""Eu não tenho talento suficiente"" 
Deus diz: ""Eu te dou sabedoria"" (I Corintos 1:30)  

Você diz: ""Não tenho fé"" 
Deus diz: ""Eu dei a cada um uma medida de fé"" (Romanos 12:3)  

Você diz: ""Eu me sinto só e desamparado"" 
Deus diz: ""Eu nunca te deixarei nem desampararei""                                


"
44,"
Que o Senhor abençoe cada instante do seu dia

 


                                    Mais um dia nasceu pela graça de Deus, e a Ele devemos agradecer pela vida e por este mundo lindo que criou para nós. 

Encha o coração de alegria e gratidão, e enfrente mais um dia com otimismo. Quem tem fé triunfará, pois Deus tudo pode e Ele nunca abandona aqueles que O seguem. 

Que o Senhor abençoe cada instante do seu dia, e que em todas as situações sua fé se fortaleça. Bom dia!                                


"
45,"
Ouse viver, não apenas sobreviver


                                    A vida de cada um de nós é um pequeno passeio, uma curta passagem por este mundo, e o pior erro que alguém pode cometer é ficar vendo-a passar sem a viver plenamente.

Ter medo é natural, viver com cautela é sinal de inteligência, mas tudo isso em demasia acaba impedindo a pessoa de ser feliz, de experimentar. No final o que importa é tudo que viveu, não quanto sobreviveu.

Ouse mais, ouse com alegria! A vida é uma e é sua, apenas sua, não importa o que diga, não importa o que pensem, no final apenas ficam as memórias e a História apenas fala dos vitoriosos. 

Então ouse ser feliz, ouse recomeçar, ouse falar, ouse ousar, mesmo que dê medo, mesmo que pareça impossível, vá e faça, por você, pela sua felicidade!                                


"
46,"
Tenha Paixão pela Vida e Viva com Entusiasmo


                                    Entre tantos problemas e dificuldades que surgem no decorrer das nossas vidas, nos deparamos com duas opções, deixar que tudo isso seja absorvido de forma negativa arrasando sua vida, ou ultrapassar mesmo que seja com muito esforço e coragem.

Independentemente da situação a nossa forma de olhar para ela é que define como seremos atingidos, negativamente ou positivamente. Apesar de parece muito difícil, encarar uma dificuldade de maneira positiva pode ser menos complexo do que imagina, na verdade se trata muito mais de vontade e treinamento do que simplesmente já ter nascido com tal sentimento.

Logicamente a primeira vez será muito mais complicado, os pensamentos negativos virão com muita frequência, mas devem ser sempre rebatidos com muita positividade. Com o passar do tempo, verá os benefícios do entusiasmo e o problema seguinte com certeza será resolvido com muito mais facilidade.

Tenha amor pela sua vida, não gaste nenhuma porção do seu tempo com maus sentimentos, deixe todos eles fora da sua vida e verá as maravilhas dos pensamentos positivos. Se apaixone pela sua vida e deixe-se viver com muito entusiasmo!                                


"
47,"
Vamos lutar contra essa tristeza, amiga


                                    Querida amiga, sei que está triste e isso faz meu coração doer. Você é linda, uma mulher cheia de valor e qualidades, e uma pessoa maravilhosa que apenas merece ser feliz.

Lute contra esse sentimento e confie que o amanhã vai nascer cheio de alegrias para você. Eu sei que você tem a força necessária para superar esse momento, e a capacidade para olhar o futuro com otimismo.                                


"
48,"
Uma Amiga Que Nunca Desiste


                                    O segredo é nunca desistir. Nunca baixar os braços e olhar de frente para a dificuldade – olhos nos olhos! Você vai conseguir realizar seus sonhos, querida amiga, tenho certeza! 

É que você é forte, batalhadora e tem um coração do seu tamanho. O sucesso vai chegar em breve! Até lá, continue conquistando seu lugar com tranquilidade. Sinto um enorme orgulho em você, minha querida. Beijo!                                


"
49,"
Valorizes os que estão ao seu lado


                                    Em um mundo onde tantas pessoas passam pelas nossas vidas, poucos são aqueles que permanecem nela interferindo positivamente por um longo tempo. Cada um com sua característica especial que completa o que nos falta, acrescentando mais alegria nas nossas vidas.

Seja amigo, parente ou colega de trabalho, todos eles têm extrema importância nos sentimentos que envolvem sua vida e os que trazem alegria e felicidade devem ser especialmente valorizados. Com tanta inveja e maldade pelo mundo, encontrar pessoas que liberam o que temos de melhor já é um bom motivo para se achar agraciado.

Quando valorizamos as boas atitudes e deixamos de lado quem nos causa desconforto ou negatividade, passamos a mostrar àqueles que estão ao nosso lado, que desejamos nos alimentar de bons sentimentos e somos indiferentes aos que não compartilham com essa sensibilidade. Se permanecermos com este pensamento os que vivem de maneira contrária serão invisíveis e nunca mais atrapalharão nossa eterna felicidade.                                


"
