,0
10,"
Coragem para vencer a doença


                                    A sua coragem vencerá mais esta dura batalha. Estamos juntos, pai!                                


"
11,"
Sinto orgulho que seja meu pai


                                    Querido pai, hoje eu quero agradecer por tudo e dizer que o amo acima de tudo! Porque você sempre esteve aqui, ao meu lado; porque sempre me apoio e amou; porque você é o melhor pai do mundo. 

É um privilégio e um orgulho muito grande poder chamá-lo de pai!                                


"
12,"
A aventura começa agora, papai de primeira viagem


                                    A verdadeira aventura da sua vida começa agora! 

É isso mesmo, papai de primeira viagem, prepare-se porque agora tudo será diferente e você terá em suas mãos a coisa mais preciosa do mundo.

Não se assuste com os desafios e siga seu coração. Você é um homem incrível e tenho certeza que vencerá qualquer dificuldade. Esteja sempre presente, isso é o mais importante de tudo, pois o resto você irá aprender com o tempo.

Que seja uma jornada encantadora e que você e sua família possam aproveitar cada momento mágico que está por vir. Parabéns, papai!                                


"
13,"
Ter pais assim é felicidade garantida


                                    Ter pais como os meus é ter a sorte da felicidade na vida.  Aconteça o que acontecer, eu sei que nunca estarei só, que meus problemas e dificuldades serão superados em conjunto. Pai, mãe, vocês são espetaculares! 

A minha gratidão por todas as coisas que vocês me proporcionam não tem limitações. Só desejo que a vida sorria na direção dos dois e que sejam sempre pessoas lindas, por dentro e por fora.                                


"
14,"
Papai pela segunda vez


                                    A felicidade deve estar abraçando seu coração, pois Deus abençoou muito sua família. Em breve, você será novamente papai e tenho certeza que deve estar sentindo alegria e entusiasmo, como se fosse a primeira vez.

Agora será um pai mais experiente, ainda mais capaz de exercer a responsabilidade paternal com sucesso. São muitos os momentos de carinho que esperam você porque um bebê tem a capacidade de transformar por completo a vida de seus pais.

Desfrutem dessa gravidez, dessa fase inesquecível e permitam que o entusiasmo una ainda mais a família porque vocês merecem muito pelas pessoas maravilhosas que são.

Estou muito feliz por saber que no final dos nove meses você verá esse sonho cumprido. A família está crescendo e ficando cada vez mais linda. Que os próximos tempos sejam memoráveis e encham você de orgulho por tudo que tem conseguido com a bênção e a ajuda de Deus.                                


"
15,"
Minha filha, minha luz, seja sempre feliz


                                    Minha filha, minha querida princesa, eu desejo sua felicidade de uma forma intensa. Você é tudo que sempre desejei ter em toda minha vida, a minha luz, o meu grande amor. 

Sou um pai feliz e imensamente realizado; um pouco vaidoso também, mas isso é porque Deus me ofereceu a melhor filha do mundo. E desde esse dia tudo ganhou um significado maior, mais belo.

Desejo que seus sorrisos surjam sempre com facilidade e que nada de maravilhoso falte aos seus dias. Corra sempre atrás de tudo aquilo que lhe traz alegria e prazer. E seja feliz, querida, sempre.

Estarei sempre junto para tudo que você precisar e conte comigo para qualquer coisa. Nunca lhe faltarei, filha, eu prometo. Te amo e sempre amarei, princesinha do meu coração!                                


"
16,"
A emoção de um pai ao ver seu filho fazer 18 anos


                                    Ver meu filho completar 18 anos é um momento inesquecível para qualquer pai. Este é o momento que ele vira um homem, que ele atinge a maioridade e ganha mais responsabilidades.

Seja feliz, seja sempre você, filho. Busque seus sonhos de forma responsável. Saiba onde mirar e atire sem medo. Tenho certeza que você irá conquistar coisas incríveis porque você tem grande potencial.

E eu, como seu pai, estarei sempre aqui para quando precisar. Seja de um conselho ou de um abraço. Voe alto, filho! Parabéns pelos seus 18 anos.                                


"
17,"
Pai, tenha força e melhore logo


                                    Querido pai, meus pensamentos estão com você neste momento difícil. Não perca as forças e mantenha a calma. Tenho certeza que isso vai passar e em breve estaremos sorrindo juntos novamente.

Penso em você todo dia e estou mandando boas energias para que você melhore logo. Sei que tudo parece muito difícil no momento, mas lembre-se que é muito importante se manter positivo e otimista.

Eu não tenho dúvidas nenhuma que em breve você estará se sentindo forte novamente e eu estarei ao seu lado para lhe abraçar e comemorar essa vitória!

Tenha força, pai!                                


"
18,"
A bela tarefa de um pai


                                    Mais do que qualquer trabalho ou missão, educar um filho é a mais bela e complicada tarefa de um pai.                                


"
19,"
Oração pelo nascimento de um filho


                                    Chegou,
e a casa se encheu de fragrância.
Parece primavera.
Em Ti, Pai Santo, manancial de toda paternidade,
em Ti estão todas as nossas fontes.
Mandaste-nos um presente desejado e sonhado:
uma criança chegou para o banquete da festa.
Seja bem-vinda!
Como é que vamos Te agradecer,
Senhor da vida, com quê palavras?
Obrigado por seus olhos e por suas mãos.
Obrigado por seus pés e por sua pele.
Obrigado por seu corpo e por sua alma.
Em Tuas mãos de ternura nós o depositamos
para que cuides dele, e lhe faças carinhos
e o enchas de doçura.
Pai Santo e querido, põe um anjo ao seu lado
para que impeça a passagem da doença e
de todo o mal,
e o guie pelas sendas da saúde e bem estar.
Que o bem, a paz e a Bênção
o acompanhem todos os dias da sua vida.
Amém!                                


"
20,"
No fim só é saudade

 


                                    Enquanto pequenos, tudo roda em volta da nossa família mais próxima. Tudo é mãe, pai, irmãos quando existem. Todo o nosso mundo se resume a esse grupo pequeno e confortável.

Aos poucos nos vamos revoltando contra esse núcleo, e o vamos culpando por tudo que de mal começa a acontecer em nossas vidas. Os hormônios da juventude tomam conta de nós.

Mais tarde estamos mais calmos, mas a vida atira todo o tipo de obstáculos, desafios e distrações no nosso caminho, e vamos nos afastando, e esquecendo desse pequeno grupo que em tempos foi todo nosso mundo. Esquecemos de visitar, esquecemos de cuidar, esquecemos de dizer ‘te amo’!

E quando lembramos do esquecimento, quantas vezes não é já tarde de mais, e aqueles que verdadeiramente nos amaram, e que nunca deixamos de amar, apenas esquecemos de o dizer, foram chamados para junto de Deus. 
Então resta apenas a saudade.

Ficam as memórias. Fica o amor que será eterno. Fica o desejo impossível de um retorno. Fica o insustentável peso da saudade, a única que nunca morrerá.                                


"
21,"
A alegria de ter o seu bebê ao colo, meu filho


                                    Você será pai em breve, meu filho, e irá perceber finalmente a alegria que é segurarmos nos nossos braços um bebê que é carne da nossa carne e sangue do nosso sangue.

Sei que está pensando que não está preparado, mas tenho uma confissão a fazer, eu também julguei não estar preparado quando você nasceu. 

Todo o futuro pai sente receio de errar e de falhar. É uma enorme responsabilidade trazer uma nova vida para este mundo e nem todos estarão à altura. 

Mas você é filho de seu pai e se há algo que eu lhe ensinei, é que o amor é a chave de tudo e com amor até os nossos erros serão perdoados.

Vai correr tudo bem, filhão.                                


"
22,"
Para pai de primeira viagem


                                    Que bom será você ser pai. A primeira vez traz sempre muita responsabilidade. Tudo é novidade e nunca se está devidamente preparado. Mas quando se carrega um filho nos braços, a vontade de o proteger e o amor que se quer dar a ele, são sentimentos instintivos. 

Ser pai é uma qualidade que já nasce conosco e que simplesmente podemos desenvolver, para criarmos melhor desse bebê que é nosso.

Já pensou na bênção que será cuidar de uma vida que depende de você? Não há maior privilégio do que ver nossa criança crescer e poder ensinar-lhe assuntos importantes. 

As primeiras palavras, as primeiras conquistas, todos os momentos serão significativos e encherão você de felicidade. 

Ser pai de primeira viagem é uma experiência incrível que você nunca esquecerá. Desfrute de cada momento com seu filho e faça com que ele sinta muito orgulho de você!                                


"
23,"
Ter Deus na minha vida


                                    Existe uma força que sempre me guia quando estou perdido, uma orientação que me leva até ao melhor caminho. Ter Deus na minha vida é saber que nenhum lugar é escuro demais e sentir que a esperança no meu coração nunca será esmorecida.

Vou confiar eternamente no Pai que nunca me abandonará. Ele cuidará de mim em qualquer circunstância. Ter essa certeza é a maior bênção que um ser humano pode alcançar! 


"
24,"
O Reencontro Tão Desejado


                                    Ainda não me habituei a viver sem ter você do meu lado, meu pai! Sinto muito sua falta. Sempre que me lembro do seu abraço, das suas palavras de ternura e carinho, do seu apertar de mão forte e certeiro, surge a maior das nostalgias. 

Mas você está bem – algo me diz que você está bem e que um dia vai haver espaço para nosso reencontro. Até lá vou honrar seu nome e seu legado! Descanse, meu pai!                                


"
25,"
Você me protege como ninguém, meu pai


                                    Eu sou muito pequeno, mas sinto meu coração aumentar de tamanho cada vez mais. O amor que está crescendo dentro de mim por você, papai, é grande, quase gigante até. Sou um bebê feliz e me sinto protegido no seu colo.

Já antes de nascer eu sentia seu coração bater perto do meu. Talvez fosse quando você e a mamãe estavam se abracando. Que sensação boa era essa! Só espero escutar seu coração bater junto do meu todos os dias e em todos os instantes. 

Você é tudo para mim, papai, e eu prometo que quando for maior vou também proteger você e cuidar do seu coração e de tudo que precisar. Até essa hora eu vou chorar com fome, sono e às vezes por birra mesmo. E aí você me pegará no colo e dará aquele conforto delicioso que todo mundo deveria conhecer.                                


"
26,"
Parabéns ao papai de primeira viagem


                                    Parabéns para o recente papai mais feliz deste mundo! Pela primeira vez você está passando por uma experiência muito especial, e imagino que a alegria que está sentindo seja simplesmente indescritível.

Desejo que aproveite ao máximo as aprendizagens que terá nos próximos tempos. E acima de tudo que seu bebê cresça com saúde, e rodeado de todo o amor que você com certeza lhe dará.                                


"
27,"
Eu Lhe Desejo um Dia Lindo, Tio


                                    Tio, você é uma pessoa muito especial para mim. É quase como um pai que está sempre presente e tem sempre uma palavra amiga e de conforto para oferecer. Por isso e por outras razões lhe desejo um dia lindo. Feliz Aniversário! 

Não desista de ser feliz nem permita que a tristeza tome conta da sua vida. Você é um ser humano incrível! Lute, realize seus sonhos e sorria sempre. Parabéns, tio, por mais um ano maravilhoso!                                


"
28,"
Parabéns, vovô de primeira viagem


                                    Fazia muito tempo que você já tinha sido pai, talvez até já tivesse esquecido o que era segurar um bebê nos braço, mas Deus lhe deu agora a bênção de ter um lindo neto e sentir a alegria de ver sua família crescer ainda mais.

Muitos parabéns, vovô! Que essa nova experiência lhe traga muita felicidade e mais anos de vida para poder passar lindos momentos ao lado do seu netinho. 


"
29,"
A recente perda de meu querido pai


                                    Faz tão pouco tempo que papai faleceu, que parece nem ser realidade. Não passou muito desde que o ouvi batendo a porta, em jeito de despedida. Um adeus que eu pensava ser apenas até ao final da tarde, como acontecia todos os dias. Mas afinal, essa despedida era eterna. Era uma despedida de nosso mundo, de nossa família. Um adeus à vida, como a conhecíamos até àquele momento. 

Essas lembranças estão tão vivas em minha memória, que meu coração ainda espera o regresso dele, como se nada tivesse ocorrido. Há algo em mim que ignora o acontecimento dessa morte e é isso que talvez me continue impedindo de seguir em frente.

Meu pai me faz tanta falta, que sinto um vazio por dentro. As saudades aumentam a cada dia e custa a encarar verdadeiramente esta perda. Imaginar como será minha vida nos tempos que se seguem é um verdadeiro desafio. Mas quando nada podemos fazer para mudar nosso passado, resta honrarmos os valores que nos foram deixados por aqueles que amaremos eternamente. 


"
30,"
A fé que tenho em Deus


                                    A fé que tenho em Deus é a força que me faz acordar com vontade de viver e desfrutar do dia. Por saber que Ele está na minha vida, tenho certeza que as coisas vão correr bem.

Deus nunca abandona aqueles que o procuram e sempre guia todos os que se esforçam em seguir Seu caminho. E eu sou feliz em poder encará-Lo como Amigo e Pai. 


"
31,"
Sinto saudade do meu pai dia após dia


                                    Todos os dias sinto falta do meu pai, do bem que ele me fazia, das palavras que gravou no meu coração.                                


"
32,"
Aos pais que eu amo


                                    Mãe e Pai são sustento de vida, amor e carinho, pelo menos o são para mim, pois ao meu lado tenho os melhores pais do mundo, vocês!

Aqui deixo minha pequena homenagem e um sentido agradecimento aos dois, pela vida que me ofereceram, por todo o amor e apoio incondicionais que sempre me disponibilizaram. Mamãe e papai, aos dois agradeço por tudo. Amo vocês de coração!                                


"
33,"O que sinto por você, meu pai"
34,"
O Aniversário do Meu Pai Querido


                                    Parabéns, meu pai! Hoje você celebra mais um ano de vida e nada me deixaria tão feliz como poder comemorar esta data ao seu lado. É você quem enche meu coração de vida e minha mente de otimismo. 

Jamais vou conseguir reconhecer tudo que você me proporciona de positivo. Sou muito feliz por compartilhar minha vida com você e por correr nas minhas veias o mesmo sangue que o seu. Te amo, papai! Feliz Aniversário!                                


"
35,"
Sonhos Secretos de um Aniversário


                                    Pai, neste dia tão especial desejo que seja feliz e realize todos os seus sonhos. Feliz Aniversário!                                


"
36,"
Pai e Mãe, Feliz Aniversário de Casamento

 


                                    Que orgulho sentimos por vocês! Mais um aniversário de casamento. Mais uma temporada de amor. Queremos que vocês saibam que nós estamos muito felizes pela sua linda união. Parabéns por mais um ano! Obrigado por serem os melhores pais do mundo.

Nós estamos imensamente gratos por tudo que nos ofereceram desde sempre. Todos os seus ensinamentos são a razão da nossa educação. Não temos dúvidas que a sua felicidade como casal, como pais, como família, depende de empenho, de suor, de sacrifício. 

Vocês nos ensinaram que o amor é o caminho. Passaram para nós os princípios essenciais da importância de amar o próximo. Nunca alguém esteve tão certo. Vocês são absolutamente exemplares como seres humanos.     

Hoje, que é dia de seu aniversário de casamento, nós queremos muito que vocês encontrem nestas palavras o sentimento que nos une. O sentimento que estamos falando e que é a base da nossa família se chama “Amor”.

Feliz aniversário! Eterno obrigado.                                


"
37,"
Sinto falta do abraço do meu pai


                                    Saudade é pouco perto do que sinto quando lembro do meu pai. Queria compartilhar só mais um abraço apertado com ele.                                


"
38,"
A conversa de ontem, o pai de hoje


                                    Parabéns, papai novo! Finalmente chegou a maior fase da vida.

Parece que foi ontem que nós conversamos sobre como seria a vida depois que tivéssemos filhos e agora é a sua hora de descobrir se estávamos certos. 

Só consigo imaginar tudo que deve estar passando na sua cabeça nesse momento e o furacão de emoções que deve estar sentindo. Você é uma pessoa maravilhosa e merece muito esse momento único.

Beije, abrace e, o mais importante, ame muito essa criança. Afinal, agora ela é a sua vida.

Parabéns pela família e muitas felicidades!                                


"
39,"
Para o Futuro Papai Tão Amado


                                    Ainda estou no ventre da mamãe. Sinto que estou crescendo e ganhando força para em breve cair nos braços do papai mais generoso e dedicado que o mundo já viu. Adoro você, meu pai! 

Desejo que o tempo passe voando porque consigo sentir sua ansiedade por me pegar no colo, por me ensinar a caminhar e até a falar as primeiras palavrinhas. E sabe, papai? Isso enche meu coração de felicidade. Te amo!                                


"
40,"
O Coração de um Pai de Verdade


                                    Ser pai é ser amigo; é amar e se entregar ao carinho do seu filho. Ser pai é oferecer e é compartilhar tudo que se sabe. É dar abraço e um ombro para chorar, e é sorrir e insistir até a felicidade alcançar. 

Só quem é pai de verdade é que reconhece a dádiva da vida e o propósito da existência. Todo pai de coração repleto de sentimento sabe que a melhor coisa do mundo é seu filho. E tudo fará para o proteger.                                


"
41,"
Nossa prioridade deve ser a família


                                    Um pai pode até dar todos os presentes para um filho e ainda assim faltar o mais importante: sua atenção. Não há nada como pai e filho passarem tempo de qualidade juntos e nenhum dever profissional ou pessoal deve estar em primeiro lugar.

É necessário interiorizarmos e nos questionarmos sobre nossas prioridades. Quando uma criança cresce só e desamparada, o mais provável é que ela seja infeliz e um dia lamente a triste infância que viveu. 


"
42,"
A transformação das nossas vidas


                                    Hoje quero olhar para você de um jeito como nunca olhei. De agora em diante, você será uma pessoa diferente. Tudo mudará entre nós e nossas vidas em breve sofrerão uma grande transformação. Mas não fique preocupado, meu amor, porque o motivo para isso acontecer não é mau. A verdade é que dentro de algumas semanas nós seremos pais. Sim, meu querido, nós teremos um bebê, um tesouro, o fruto do nosso amor!

Não consigo nem conter meus sentimentos por causa desta notícia maravilhosa. Já imaginou qual será a sensação de carregar um filho nos braços? De acompanhar o crescimento de uma criança que significará tudo para nós? Que lindo será ver nossa família crescer e tenho certeza que você será um pai maravilhoso.

Vamos viver juntos esta fase que nunca esqueceremos porque a gravidez é um milagre muito especial. Você é o homem da minha vida, a pessoa certa para estar ao meu lado e este acontecimento fortalecerá ainda mais tudo aquilo que nos une. 


"
43,"
Meus Pais Maravilhosos


                                    Eu sou a pessoa mais feliz e realizada que existe. Tenho confiança nas minhas capacidades e não volto as costas aos desafios da vida. Mas isso só acontece porque tenho ao meu lado os melhores pais do mundo. 

Agradeço por todas as coisas que vocês me proporcionaram e pelos medos que me ajudaram a vencer. Serei sempre um reflexo da maravilha que vocês são! Pai e Mãe, agradeço por tudo.                                


"
44,"
Uma homenagem de filha para pai


                                    Pai, você significa tanto para mim. É pai, mas também é amigo, é protetor, é carinho e é amor. Você é o meu herói, o meu primeiro e grande amor. 

Você é um grande homem, o melhor pai e a minha orientação na vida. Sou uma filha feliz, orgulhosa e muito amada, e tudo que vou conquistando pela vida devo a você. 

Obrigada por tudo, meu pai! Te amo.                                


"
45,"
Pai, vou manter você vivo


                                    Ainda não me sinto capaz de lidar com sua partida, meu pai! A dor que assombra meu peito teima em não fugir, não desaparece, está tatuada. Você foi sempre o homem que ansiei um dia ser, todo seu jeito inspira vontades maiores que as dos homens comuns. Você é meu ídolo, minha referência!

As saudades tem sido o pior, o mais difícil de suportar. Saber que não vou olhar mais seus olhos é dor sem fim. E seu toque não será mais sentido, seu abraço ficou por dar, nosso amor vai viver sempre em desafio, em ansiedade, em lembranças e recordações. Sua falta em minha vida é o maior vazio existente no mundo.

Sei que vou retomar minha vida. Não sei se será hoje ou amanhã, mas tenho certeza que num futuro próximo vou regressar para a estrada de minha vida, vou percorrer o trilho com os princípios que você me incutiu. Vou honrar seu nome em cada gesto, em cada conquista, em todas as lutas. Vou sempre manter você vivo através da minha palavra. Paz para você, meu pai tão amado.                                


"
46,"
Graças a Deus, mais um ano de vida


                                    Deus é a fonte da vida. É através da sua força e do seu poder que temos a oportunidade de desfrutar das pequenas bênçãos de cada dia. E hoje que completo mais um ano de existência quero agradecer muito ao Pai por todas as conquistas e conquistas alcançadas durante esses doze meses.

Tenho Deus no meu coração porque confio que a felicidade é alcançada seguindo suas orientações. Peço saúde, força para enfrentar cada adversidade e que possa continuar vivendo mais anos junto das pessoas que mais amo.                                


"
47,"
Um Mundo Igual a Você, Meu Pai


                                    Acho que todo pai deveria ser igual a você! Tenho recordações que jamais irei esquecer de coisas que você me proporcionou. Tudo tão natural, tão genuíno. Você é o melhor pai do mundo! 

Sempre atento e presente, sempre junto dos problemas para ajudar a resolver. Você é forte e não volta as costas ao perigo. Você é tudo para mim. Te amo, papai!                                


"
48,"
A honra de ser seu pai


                                    Só eu sei quanto você é importante para mim! Só eu sei que faria tudo, qualquer coisa, para garantir sua felicidade nesta vida. Só eu sei, meu filho, que sou feliz como nunca fui desde a hora que você é habitante desde mundo!

Meu querido, eu desejo que todos seus sonhos se realizem e que nunca falte amor, paz e muita alegria ao seu coração de ouro! Quando estamos juntos parece que tudo para e nada mais acontece ao nosso redor. 

Você sabe que pode contar comigo para qualquer coisa, até porque só assim me sinto completo e realizado. É um honra ser seu pai e poder amar e cuidar de você todos os dias até ao infinito do nosso tempo. Eu te adoro, meu bem!                                


"
49,"
Sei que você será um excelente pai, sempre presente


                                    Este é um momento inesquecível para você, papai de primeira viagem. Espero que saiba que a partir daqui, tudo irá mudar, mas tenho certeza que será uma jornada e tanto.

O que desejo para você e que continue sendo exatamente quem é, porque sei que será um ótimo pai. Seu coração está no lugar certo e isso é tudo que você precisa.

Boa sorte e não se esqueça que a maior dica que existe é: esteja sempre presente na vida da sua criança!                                


"
50,"
Muita gratidão por tudo que meus pais fazem por mim


                                    Meus amados pais. Hoje escrevo essa mensagem para agradecer por tudo que fizeram e ainda fazem por mim. Obrigado por me ensinarem a caminhar e assim poder seguir meus próprios passos. Pela educação que me deram e por sempre estarem ao meu lado, tanto nas alegrias como nos momentos difíceis. 

Posso ter o nariz de um, ou os olhos do outro, mas meu caráter, meus valores e minha felicidade devo aos dois igualmente.

Já me consideraria uma pessoa afortunada se tivesse somente um de vocês em minha vida, mas ter vocês dois, ainda mais como pai e mãe, faz de mim uma pessoa abençoada.

Obrigado por tudo, de coração. Amo muito vocês!                                


"
51,"
Abençoado seja meu querido pai na sua data especial


                                    Abençoado seja o dia do melhor pai que Deus poderia me dar! Parabéns pela sua data especial. Espero que possa aproveitar este dia recebendo todos os elogios que merece.

Você é um exemplo de força, de determinação, de fé e de coragem e eu levarei seus ensinamentos sempre comigo. Agradeço por ter me ensinado tudo que sei e por me fazer acreditar na palavra do Senhor.

Amo você e desejo um grande Dia dos Pais!                                


"
52,"
A felicidade de ter um padrasto assim


                                    Às vezes a vida coloca no nosso caminho pessoas incríveis e que jamais sairão do nosso coração. É o seu caso, padrasto. 

Mas você não é apenas um padrasto para mim, nem um simples companheiro ou amigo: você é um pai de verdade!

Gosto muito de você! Na verdade não consigo nem imaginar minha vida sem a sua presença. Parece que estamos juntos desde sempre. 

Você é muito importante na minha vida. E tudo que já compartilhamos está guardado dentro do meu coração e lá ficará para sempre. 

Seja sempre feliz, meu querido paidrasto!                                


"
53,"
A filha feliz de um pai maravilhoso


                                    Pai, eu te amo tanto, mas tanto que nem consigo explicar de onde ver todo este sentimento. É uma sensação única, perceber que ao meu lado terei sempre a pessoa que me protege e dá carinho desde que nasci. Sou uma filha feliz!

Tu és simplesmente a pessoa mais linda que algum dia conheci, por dentro e por fora. Todos os teus gestos são delicados, o teu rosto é iluminado e as tuas palavras parecem conhecer sempre a razão.

Tenho mesmo muita sorte por te ter ao meu lado, por abrir meus horizontes de mãos dadas contigo. Papai, que a vida nos mantenha unidos para sempre e só o amor e a alegria nos abrace, dia após dia.                                


"
54,"
Pequena e sentida homenagem, papai


                                    A família é algo que não podemos escolher, mas se eu pudesse escolhia você como pai novamente. Ninguém é melhor que você, papai, nem ninguém merece mais meu amor, respeito e admiração que você. 

Um grande homem, uma pessoa cheia de qualidades e o melhor pai, você é o meu herói e a você dedico esta pequena, mas sentida, homenagem. Te amo, meu pai!                                


"
55,"
Nunca irei perder a admiração e o amor por você


                                    Por mais tempo que passe, nunca irei perder a admiração e o amor que sinto por você, meu pai!                                


"
56,"
A aventura de ser pai de primeira viagem


                                    A maior aventura da sua vida está prestes a começar e sei que está com algum receio por ser um pai de primeira viagem.

Não se preocupe, essa será também a primeira viagem do seu bebê. Irão aprender juntos qual a melhor forma de desempenhar os papeis que foram incubidos a cada um.

Em caso de dúvida, siga o que o seu coração ditar. Tudo de bom nesta sua nova jornada!                                


"
