,0
72,"Para os erros, há perdão. Para os fracassos, chance. Para os amores impossíveis, tempo. Não deixe que a saudade sufoque, que a rotina acomode, e que o medo impeça de tentar."
73,A criatividade é a inteligência se divertindo.
74,O lado bom da vida é você quem faz!
75,"A vida é para beijos profundos, aventuras estranhas, conversas aleatórias e caminhadas sem destino."
76,"Clareza na ideia, pureza no coração, sentimento como guia e honestidade como religião."
77,"De todos os começos, aquele que acontece dentro, é o mais bonito que conheço."
78,Que nunca nos falte coragem para desistir. Algumas conquistas só nos chegam depois que deixamos de perseguir o que não foi feito para nós.
79,"Os sensíveis sofrem mais, amam mais e sonham mais."
80,Seja a melhor versão de você mesma.
81,"Não existe triunfo sem perda, não há vitória sem sofrimento, não há liberdade sem sacrifício."
82,"Não existe caminho novo, existe um novo jeito de caminhar."
83,"É muito fácil ser diferente, mas muito difícil ser melhor."
84,"Não fuja da tempestade, aprenda a dançar na chuva!"
85,"Tudo está em eterna mudança, tudo na vida é passageiro. Que a gente saiba desfrutar o momento do agora, o mundo muda o tempo inteiro."
86,Acreditar em você já é metade do caminho.
87,A vida fica mais agradável com gestos de carinho.
88,Simplicidade é valorizar apenas o essencial.
89,"Depois de várias tempestades e naufrágios, o que fica em mim é cada vez mais essencial e verdadeiro."
90,"Confie em quem te dá confiança, ame quem te dá amor, cuide de quem cuida de você."
91,O segredo do sucesso é saber algo que ninguém mais sabe.
92,"Dê a quem você ama: asas para voar, raízes para voltar e motivos para ficar."
93,"Para realizar coisas grandes, comece pequeno."
94,"Acordar, respirar fundo, agradecer e conquistar o mundo!"
95,"Se você esperar estar pronto, vai esperar para sempre."
96,"Vamos viver nossos sonhos, temos tão pouco tempo."
97,Seja hoje a razão do sorriso de alguém.
98,Algumas vezes coisas ruins acontecem em nossas vidas para nos colocar na direção das melhores coisas que poderíamos viver.
99,Que o nosso bem faça bem ao outro também!
100,Rir faz bem pro fígado.
101,Seja um incentivador. O mundo já tem críticos demais.
102,Devíamos ser ensinados a não esperar por inspiração para começar algo. Ação sempre gera inspiração. Inspiração raramente gera ação.
103,As estrelas são um sinal divino de que não devemos temer a escuridão.
104,"Ignore o passado imperfeito, ignore o presente cheio de defeitos, pense, crie um amanhã do seu jeito."
105,"Seja humilde para admitir seus erros, inteligente para aprender com eles e maduro para corrigi-los."
106,"É bom ser importante, mas é mais importante ser bom."
107,"Sonhos não foram feitos para ficarem em gavetas!

 "
108,"Viver é acalentar sonhos e esperanças fazendo da fé a nossa inspiração maior. É buscar nas pequenas coisas, um grande motivo para ser feliz!"
109,"Não importa se você é uma rosa, um lótus ou outra flor. O que importa é que você floresça."
110,"Que a gente nunca desista de querer o bem e de fazer o bem, sem ver a quem."
111,"Se eu não mudar o que faço hoje, todos os amanhãs serão iguais a ontem."
112,O medo de ousar fechou muito mais empresas do que a ousadia.
113,A vida é de quem se permite viver!
114,"Se te acrescenta, tenta!"
115,Espalhe o amor por aí!
116,Erros são provas de que você está tentando. Não desista.
117,Faça muito daquilo que te deixa feliz.
118,O único lugar onde o sucesso vem antes do trabalho é no dicionário.
119,Que nada nos defina. Que nada nos sujeite. Que a liberdade seja a nossa própria substância.
120,Chique é ser feliz. Elegante é ser honesto. Bonito é ser caridoso. Sábio é saber ser grato. O resto é inversão de valores.
121,"Abrace muito, ria até perder o fôlego e ame sem limites!"
122,"Ao invés de esperar cair do céu, voe!"
123,Comece com um sim!
124,"Prefira o sorriso, faz bem a você e aos que estão ao seu redor. Dê risada de tudo, de si mesmo. Não adie alegrias. Seja feliz hoje!"
125,"Posso não ter escolhido o melhor caminho, mas foram os desvios que me trouxeram ao destino no momento certo."
126,"Seus sonhos não precisam de plateia, eles só precisam de você."
127,Foco é saber dizer 
128,"Sem sonhos, a vida não tem brilho. Sem metas, os sonhos não têm alicerces. Sem prioridades, os sonhos não se tornam reais. Sonhe, trace metas, estabeleça prioridades e corra riscos para executar seus sonhos. Melhor é errar por tentar do que errar por omitir."
129,"Quando é pra dar certo, até os ventos sopram a favor..."
130,Felicidade é encontrar a saída e querer ficar.
131,Quem não tem sonhos não tem direção.
132,"Cultive, cuide, queira bem, o resto vem."
133,"Faça as coisas o mais simples que você puder, porém não se restrinja às mais simples."
134,"A vida é como uma câmera. Foque no que é importante, capture bons momentos, desenvolva a vida a partir de negativos. E, se as coisas não derem certo, tire outra foto."
135,"Faça todo o bem que puder, usando todos os meios que puder, de todas as maneiras que puder… para todas as pessoas que puder, durante o maior tempo que puder."
136,Que nem mesmo a busca pela realização do seu maior sonho seja capaz de te desviar de quem você realmente é.
137,"Se for pra entrar de cabeça, entre com o coração também!"
138,"Faça menos, mas faça com foco."
139,Ou você arrisca ou nunca saberá se vale a pena.
140,Não há razão para você não seguir o seu coração.
141,"O sonho inspira, mas é a ação que realiza!"
142,Seja o tipo de pessoa que você adoraria conhecer!
143,Viver não é esperar a tempestade passar. É aprender a dançar na chuva.
144,"Comece o dia com foco em coisas boas. Você é quem faz do seu dia um dia feliz. Seja como um fotógrafo, capture as melhores imagens e delete o que não preste."
145,Sempre acredite que algo maravilhoso está prestes a acontecer.
146,Ser feliz não é viver apenas momentos de alegria. É ter coragem de enfrentar os momentos de tristeza e sabedoria para transformar os problemas em aprendizado.
147,Faça a diferença todos os dias.
148,"Superar não é escolha, é necessidade."
149,"Mude. Quando a gente muda, o mundo muda com a gente."
150,Que a vontade de ser feliz seja sempre maior que o medo de se machucar.
151,"Sem sonhos, a vida não tem brilho. Sem metas, os sonhos não têm alicerces. Sem prioridades, os sonhos não se tornam reais."
152,"Aos que tentam me parar, um aviso: tô sem freio e eu vou até o fim!"
153,"Seus maiores inimigos não estão fora, mas dentro de você!"
