,0
173,Sonhe como se fosse viver para sempre. Viva como se fosse partir hoje.
174,A vida tem a cor que você pinta!
175,A luz que você precisa está dentro de você.
176,A bondade é a língua que o surdo pode ouvir e o cego pode ver.
177,"Por maior que seja, não há obstáculo que não possa ser superado."
178,"Insista, persista e nunca desista."
179,Nunca gaste seu dinheiro antes de recebê-lo.
180,"Maturidade está na mente, e não na idade."
181,"Humildade não te faz melhor que ninguém, mas te faz diferente de muitos."
182,Faça muito daquilo que te deixa feliz.
183,O único lugar onde o sucesso vem antes do trabalho é no dicionário.
184,Chique é ser feliz. Elegante é ser honesto. Bonito é ser caridoso. Sábio é saber ser grato. O resto é inversão de valores.
185,"Abrace muito, ria até perder o fôlego e ame sem limites!"
186,"O trabalho afasta de nós três grandes males: o tédio, o vício e a necessidade."
187,Esqueça os piores momentos da sua vida e faça os melhores se tornarem inesquecíveis.
188,A cura para o coração apertado talvez seja deixar sair aquelas palavras que nunca foram ditas.
189,"O segredo da vida não é ter tudo que você quer, mas amar tudo que você tem!"
190,A simplicidade é o tempero de todas as virtudes.
191,"Não busque pessoas perfeitas porque não somos, busque apenas pessoas que te valorizam."
192,Nunca tenha certeza de nada. A sabedoria começa com a dúvida.
193,Não diga as coisas com pressa. Mais vale um silêncio certo que uma palavra errada!
194,"As decisões que você toma hoje vão mudar sua vida amanhã. Use a cabeça, mas não esqueça o coração."
195,"Não deixe que as pessoas te façam desistir daquilo que você mais quer na vida. Acredite. Lute. Conquiste. E acima de tudo, seja feliz."
196,"Na dúvida, coloque um pouquinho mais de amor. Não tem erro!"
197,Construa sua paz esquecendo seu ódio.
198,"Nunca troque o que mais quer na vida pelo o que mais quer no momento. Momentos passam, a vida continua."
199,"Vá firme na direção das suas metas. Porque o pensamento cria, o desejo atrai e a fé realiza."
200,Simplesmente viva a vida!
201,Não tenha pressa. Mas também não perca tempo.
202,Transforme o mundo a partir de você!
203,"Se você não está feliz com algo, mexa-se. Você não é uma árvore."
204,"A dor faz você mais forte, o medo faz você mais corajoso e a paciência faz você mais sábio."
205,"Senhor, dê-me serenidade para aceitar as coisas que não posso modificar, coragem para modificar as que posso, e sabedoria para reconhecer a diferença entre elas."
206,"A alegria não está nas coisas, está em nós!"
207,Celebre cada pequena vitória!
208,"Sem sonhos, a vida não tem brilho. Sem metas, os sonhos não têm alicerces. Sem prioridades, os sonhos não se tornam reais. Sonhe, trace metas, estabeleça prioridades e corra riscos para executar seus sonhos. Melhor é errar por tentar do que errar por omitir."
209,"Os que acreditam que com dinheiro tudo se pode fazer, estão indubitavelmente dispostos a fazer tudo por dinheiro."
210,"Cultive, cuide, queira bem, o resto vem."
211,Perdoa o que puder ser perdoado. Esquece o que não tiver perdão.
212,"Você só vai descobrir novos caminhos quando mudar a direção.

 "
213,"Às vezes as coisas dão errado e um tempo depois, você descobre que isso era o melhor que podia acontecer."
214,Sorria para seus problemas e ignore suas decepções.
215,"Amor, afeto e outros bons sentimentos não devem servir de moeda de troca. O que não é dado gratuitamente, não vale a pena ter."
216,"A vida é como uma câmera. Foque no que é importante, capture bons momentos, desenvolva a vida a partir de negativos. E, se as coisas não derem certo, tire outra foto."
217,Não existe sorte. Sorte é quando a preparação encontra oportunidade.
218,"Guarde todas as experiências que você conseguir viver: as boas para sorrir, as ruins para aprender."
219,Você só precisa ser duas coisas: quem e o que você quiser.
220,"Quando faltar sorte, faça sobrar atitude. O azar morre de medo de pessoas determinadas."
221,Seja o tipo de pessoa que você adoraria conhecer!
222,Às vezes é preciso ficar só pra conseguir escutar nossa própria voz e descobrir quem nós somos.
223,"Não importa a pergunta, amor é a resposta!"
224,Nunca estrague o seu presente por um passado que não tem futuro.
225,"Quem tem pressa, tropeça."
226,Sempre acredite que algo maravilhoso está prestes a acontecer.
227,"Invista mais tempo no amor. Pessoas que amam duram mais.

 "
228,Escute sua alma.
229,Ser feliz não é viver apenas momentos de alegria. É ter coragem de enfrentar os momentos de tristeza e sabedoria para transformar os problemas em aprendizado.
230,"Mude. Quando a gente muda, o mundo muda com a gente."
231,O que se leva da vida é a vida que se leva.
232,O hábito de agradecer libera o fluxo de receber.
233,Seja paciente com você mesmo. Respeite o seu tempo.
234,Não tenha medo da mudança. Coisas boas se vão para que outras melhores possam vir.
